seed,n_dealers,risk_factor,reluctance,volume_share,mean_faced_spread,max_dealer_net,mean_dealer_net
48,2,0.2,0.0,0.8333333333333334,0.14,1.0,1.0
49,2,0.2,0.0,0.8333333333333334,0.14,1.0,1.0
0,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
1,4,0.0,0.0,1.0,0.040000000000000036,2.0,2.0
2,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
3,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
4,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
5,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
6,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
7,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
8,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
9,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
10,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
11,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
12,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
13,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
14,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
15,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
16,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
17,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
18,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
19,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
20,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
21,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
22,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
23,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
24,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
25,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
26,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
27,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
28,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
29,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
30,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
31,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
32,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
33,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
34,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
35,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
36,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
37,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
38,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
39,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
40,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
41,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
42,4,0.0,0.0,1.0,0.040000000000000036,1.0,1.0
43,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
44,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
45,4,0.0,0.0,1.0,0.040000000000000036,2.0,1.5
46,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
47,4,0.0,0.0,1.0,0.040000000000000036,0.0,0.0
48,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
49,4,0.0,0.0,1.0,0.040000000000000036,1.0,0.5
0,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
1,4,0.05,0.0,0.9166666666666666,0.06500000000000002,2.0,1.75
2,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
3,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
4,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
5,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
6,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
7,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
8,4,0.05,0.0,1.0,0.06083333333333337,2.0,1.5
9,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
10,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
11,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
12,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
13,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
14,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
15,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
16,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
17,4,0.05,0.0,1.0,0.06083333333333337,2.0,1.5
18,4,0.05,0.0,0.9166666666666666,0.06083333333333337,2.0,1.25
19,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
20,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
21,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
22,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
23,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
24,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
25,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
26,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
27,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
28,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
29,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
30,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
31,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
32,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
33,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
34,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
35,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
36,4,0.05,0.0,1.0,0.056666666666666705,1.0,1.0
37,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
38,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
39,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
40,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
41,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
42,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
43,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
44,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
45,4,0.05,0.0,1.0,0.060833333333333385,2.0,1.5
46,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
47,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
48,4,0.05,0.0,1.0,0.05666666666666672,1.0,1.0
49,4,0.05,0.0,1.0,0.06083333333333337,1.0,0.5
0,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
1,4,0.1,0.0,0.8333333333333334,0.09000000000000004,2.0,1.5
2,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
3,4,0.1,0.0,1.0,0.08166666666666673,2.0,1.5
4,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
5,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
6,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
7,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
8,4,0.1,0.0,0.75,0.09000000000000004,2.0,1.25
9,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
10,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
11,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
12,4,0.1,0.0,0.8333333333333334,0.08166666666666673,1.0,1.0
13,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
14,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
15,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
16,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
17,4,0.1,0.0,1.0,0.08166666666666672,2.0,1.5
18,4,0.1,0.0,0.8333333333333334,0.08166666666666672,1.0,1.0
19,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
20,4,0.1,0.0,0.9166666666666666,0.08166666666666673,2.0,1.25
21,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
22,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
23,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
24,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
25,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
26,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
27,4,0.1,0.0,1.0,0.09000000000000004,2.0,1.0
28,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
29,4,0.1,0.0,1.0,0.08166666666666673,2.0,1.5
30,4,0.1,0.0,1.0,0.08166666666666673,2.0,1.5
31,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
32,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
33,4,0.1,0.0,1.0,0.08166666666666673,2.0,1.5
34,4,0.1,0.0,1.0,0.08166666666666672,1.0,0.5
35,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
36,4,0.1,0.0,0.8333333333333334,0.08166666666666672,1.0,1.0
37,4,0.1,0.0,1.0,0.08166666666666672,1.0,0.5
38,4,0.1,0.0,1.0,0.07333333333333339,1.0,1.0
39,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
40,4,0.1,0.0,1.0,0.08166666666666673,2.0,1.5
41,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
42,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
43,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
44,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
45,4,0.1,0.0,1.0,0.08166666666666673,2.0,1.5
46,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
47,4,0.1,0.0,1.0,0.0733333333333334,1.0,1.0
48,4,0.1,0.0,1.0,0.07333333333333339,1.0,1.0
49,4,0.1,0.0,1.0,0.08166666666666672,1.0,0.5
0,4,0.2,0.0,0.6666666666666666,0.14,1.0,1.0
1,4,0.2,0.0,0.5833333333333334,0.17333333333333334,2.0,1.75
2,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
3,4,0.2,0.0,0.9166666666666666,0.12333333333333335,2.0,1.25
4,4,0.2,0.0,0.5,0.15666666666666668,1.0,1.0
5,4,0.2,0.0,0.8333333333333334,0.12333333333333335,1.0,1.0
6,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
7,4,0.2,0.0,0.6666666666666666,0.14,1.0,1.0
8,4,0.2,0.0,0.75,0.14,2.0,1.25
9,4,0.2,0.0,0.8333333333333334,0.12333333333333335,1.0,1.0
10,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
11,4,0.2,0.0,0.5,0.15666666666666668,1.0,1.0
12,4,0.2,0.0,0.6666666666666666,0.14,1.0,1.0
13,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
14,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
15,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
16,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
17,4,0.2,0.0,0.75,0.14,2.0,1.25
18,4,0.2,0.0,0.8333333333333334,0.12333333333333335,1.0,1.0
19,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
20,4,0.2,0.0,0.9166666666666666,0.12333333333333335,2.0,1.25
21,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
22,4,0.2,0.0,1.0,0.12333333333333335,1.0,0.5
23,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
24,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
25,4,0.2,0.0,1.0,0.12333333333333335,1.0,0.5
26,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
27,4,0.2,0.0,0.6666666666666666,0.14,1.0,1.0
28,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
29,4,0.2,0.0,0.9166666666666666,0.12333333333333335,2.0,1.25
30,4,0.2,0.0,0.8333333333333334,0.12333333333333335,1.0,1.0
31,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
32,4,0.2,0.0,0.5,0.15666666666666668,1.0,1.0
33,4,0.2,0.0,0.9166666666666666,0.12333333333333335,2.0,1.25
34,4,0.2,0.0,0.5,0.15666666666666668,1.0,1.0
35,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
36,4,0.2,0.0,0.8333333333333334,0.12333333333333335,1.0,1.0
37,4,0.2,0.0,0.6666666666666666,0.14,1.0,1.0
38,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
39,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
40,4,0.2,0.0,0.9166666666666666,0.12333333333333335,2.0,1.25
41,4,0.2,0.0,0.5,0.15666666666666668,1.0,1.0
42,4,0.2,0.0,0.8333333333333334,0.12333333333333335,1.0,1.0
43,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
44,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
45,4,0.2,0.0,0.5,0.15666666666666668,1.0,1.0
46,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
47,4,0.2,0.0,0.6666666666666666,0.14,1.0,1.0
48,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
49,4,0.2,0.0,1.0,0.10666666666666669,1.0,1.0
0,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
1,1,0.0,1.0,0.16666666666666666,0.040000000000000036,2.0,2.0
2,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
3,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
4,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
5,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
6,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
7,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
8,1,0.0,1.0,0.25,0.040000000000000036,3.0,3.0
9,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
10,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
11,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
12,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
13,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
14,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
15,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
16,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
17,1,0.0,1.0,0.25,0.040000000000000036,3.0,3.0
18,1,0.0,1.0,0.25,0.040000000000000036,3.0,3.0
19,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
20,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
21,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
22,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
23,1,0.0,1.0,0.4166666666666667,0.040000000000000036,5.0,5.0
24,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
25,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
26,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
27,1,0.0,1.0,0.3333333333333333,0.040000000000000036,4.0,4.0
28,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
29,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
30,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
31,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
32,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
33,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
34,1,0.0,1.0,0.4166666666666667,0.040000000000000036,5.0,5.0
35,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
36,1,0.0,1.0,0.3333333333333333,0.040000000000000036,4.0,4.0
37,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
38,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
39,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
40,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
41,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
42,1,0.0,1.0,0.3333333333333333,0.040000000000000036,4.0,4.0
43,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
44,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
45,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
46,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
47,1,0.0,1.0,0.5,0.040000000000000036,6.0,6.0
48,1,0.0,1.0,0.5833333333333334,0.040000000000000036,7.0,7.0
49,1,0.0,1.0,0.4166666666666667,0.040000000000000036,5.0,5.0
0,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
1,1,0.05,1.0,0.16666666666666666,0.06500000000000006,2.0,2.0
2,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
3,1,0.05,1.0,0.5,0.2233333333333334,6.0,6.0
4,1,0.05,1.0,0.3333333333333333,0.17750000000000002,4.0,4.0
5,1,0.05,1.0,0.5,0.20875000000000007,6.0,6.0
6,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
7,1,0.05,1.0,0.3333333333333333,0.17750000000000002,4.0,4.0
8,1,0.05,1.0,0.16666666666666666,0.09000000000000008,2.0,2.0
9,1,0.05,1.0,0.3333333333333333,0.17750000000000002,4.0,4.0
10,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
11,1,0.05,1.0,0.3333333333333333,0.17750000000000002,4.0,4.0
12,1,0.05,1.0,0.3333333333333333,0.1685714285714286,4.0,4.0
13,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
14,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
15,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
16,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
17,1,0.05,1.0,0.25,0.09000000000000008,3.0,3.0
18,1,0.05,1.0,0.25,0.09000000000000008,3.0,3.0
19,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
20,1,0.05,1.0,0.4166666666666667,0.2066666666666668,5.0,5.0
21,1,0.05,1.0,0.5,0.20875000000000007,6.0,6.0
22,1,0.05,1.0,0.4166666666666667,0.16500000000000006,5.0,5.0
23,1,0.05,1.0,0.3333333333333333,0.14000000000000004,4.0,4.0
24,1,0.05,1.0,0.4166666666666667,0.16500000000000006,5.0,5.0
25,1,0.05,1.0,0.4166666666666667,0.16500000000000006,5.0,5.0
26,1,0.05,1.0,0.5,0.20875000000000007,6.0,6.0
27,1,0.05,1.0,0.25,0.11500000000000005,3.0,3.0
28,1,0.05,1.0,0.5,0.20875000000000007,6.0,6.0
29,1,0.05,1.0,0.5,0.2233333333333334,6.0,6.0
30,1,0.05,1.0,0.5,0.2233333333333334,6.0,6.0
31,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
32,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
33,1,0.05,1.0,0.5,0.2233333333333334,6.0,6.0
34,1,0.05,1.0,0.3333333333333333,0.14000000000000004,4.0,4.0
35,1,0.05,1.0,0.4166666666666667,0.18285714285714297,5.0,5.0
36,1,0.05,1.0,0.25,0.11500000000000005,3.0,3.0
37,1,0.05,1.0,0.4166666666666667,0.16500000000000006,5.0,5.0
38,1,0.05,1.0,0.25,0.14,3.0,3.0
39,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
40,1,0.05,1.0,0.5,0.2233333333333334,6.0,6.0
41,1,0.05,1.0,0.25,0.14714285714285716,3.0,3.0
42,1,0.05,1.0,0.3333333333333333,0.11500000000000005,4.0,4.0
43,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
44,1,0.05,1.0,0.4166666666666667,0.16500000000000006,5.0,5.0
45,1,0.05,1.0,0.4166666666666667,0.2066666666666668,5.0,5.0
46,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
47,1,0.05,1.0,0.3333333333333333,0.1566666666666667,4.0,4.0
48,1,0.05,1.0,0.25,0.14714285714285716,3.0,3.0
49,1,0.05,1.0,0.25,0.13000000000000003,3.0,3.0
0,1,0.1,1.0,0.3333333333333333,0.29714285714285715,4.0,4.0
1,1,0.1,1.0,0.16666666666666666,0.09000000000000008,2.0,2.0
2,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
3,1,0.1,1.0,0.3333333333333333,0.3288888888888889,4.0,4.0
4,1,0.1,1.0,0.16666666666666666,0.2025,2.0,2.0
5,1,0.1,1.0,0.25,0.26500000000000007,3.0,3.0
6,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
7,1,0.1,1.0,0.25,0.26500000000000007,3.0,3.0
8,1,0.1,1.0,0.08333333333333333,0.10666666666666676,1.0,1.0
9,1,0.1,1.0,0.25,0.26500000000000007,3.0,3.0
10,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
11,1,0.1,1.0,0.16666666666666666,0.2025,2.0,2.0
12,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
13,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
14,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
15,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
16,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
17,1,0.1,1.0,0.25,0.14000000000000004,3.0,3.0
18,1,0.1,1.0,0.25,0.14000000000000004,3.0,3.0
19,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
20,1,0.1,1.0,0.3333333333333333,0.3288888888888889,4.0,4.0
21,1,0.1,1.0,0.25,0.26500000000000007,3.0,3.0
22,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
23,1,0.1,1.0,0.25,0.22000000000000006,3.0,3.0
24,1,0.1,1.0,0.3333333333333333,0.2733333333333334,4.0,4.0
25,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
26,1,0.1,1.0,0.3333333333333333,0.315,4.0,4.0
27,1,0.1,1.0,0.16666666666666666,0.16500000000000004,2.0,2.0
28,1,0.1,1.0,0.3333333333333333,0.315,4.0,4.0
29,1,0.1,1.0,0.25,0.27333333333333343,3.0,3.0
30,1,0.1,1.0,0.3333333333333333,0.3288888888888889,4.0,4.0
31,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
32,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
33,1,0.1,1.0,0.25,0.27333333333333343,3.0,3.0
34,1,0.1,1.0,0.25,0.22000000000000006,3.0,3.0
35,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
36,1,0.1,1.0,0.16666666666666666,0.16500000000000004,2.0,2.0
37,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
38,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
39,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
40,1,0.1,1.0,0.25,0.27333333333333343,3.0,3.0
41,1,0.1,1.0,0.16666666666666666,0.19714285714285715,2.0,2.0
42,1,0.1,1.0,0.25,0.19000000000000006,3.0,3.0
43,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
44,1,0.1,1.0,0.3333333333333333,0.2733333333333334,4.0,4.0
45,1,0.1,1.0,0.25,0.27333333333333343,3.0,3.0
46,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
47,1,0.1,1.0,0.25,0.24000000000000007,3.0,3.0
48,1,0.1,1.0,0.25,0.25428571428571434,3.0,3.0
49,1,0.1,1.0,0.16666666666666666,0.18000000000000002,2.0,2.0
0,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
1,1,0.2,1.0,0.08333333333333333,0.14,1.0,1.0
2,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
3,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
4,1,0.2,1.0,0.08333333333333333,0.215,1.0,1.0
5,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
6,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
7,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
8,1,0.2,1.0,0.08333333333333333,0.17333333333333334,1.0,1.0
9,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
10,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
11,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
12,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
13,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
14,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
15,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
16,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
17,1,0.2,1.0,0.16666666666666666,0.24,2.0,2.0
18,1,0.2,1.0,0.16666666666666666,0.24,2.0,2.0
19,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
20,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
21,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
22,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
23,1,0.2,1.0,0.16666666666666666,0.31999999999999995,2.0,2.0
24,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
25,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
26,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
27,1,0.2,1.0,0.08333333333333333,0.19,1.0,1.0
28,1,0.2,1.0,0.16666666666666666,0.365,2.0,2.0
29,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
30,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
31,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
32,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
33,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
34,1,0.2,1.0,0.16666666666666666,0.31999999999999995,2.0,2.0
35,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
36,1,0.2,1.0,0.16666666666666666,0.29,2.0,2.0
37,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
38,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
39,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
40,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
41,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
42,1,0.2,1.0,0.16666666666666666,0.29,2.0,2.0
43,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
44,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
45,1,0.2,1.0,0.16666666666666666,0.3733333333333333,2.0,2.0
46,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
47,1,0.2,1.0,0.16666666666666666,0.33999999999999997,2.0,2.0
48,1,0.2,1.0,0.16666666666666666,0.35428571428571426,2.0,2.0
49,1,0.2,1.0,0.16666666666666666,0.31999999999999995,2.0,2.0
