epoch,total_production_mean,total_production_std,total_production_ci95,total_production_min,total_production_max,mean_production_mean,mean_production_std,mean_production_ci95,mean_production_min,mean_production_max,total_houses_built_mean,total_houses_built_std,total_houses_built_ci95,total_houses_built_min,total_houses_built_max,total_tax_revenue_mean,total_tax_revenue_std,total_tax_revenue_ci95,total_tax_revenue_min,total_tax_revenue_max,mean_effective_tax_rate_mean,mean_effective_tax_rate_std,mean_effective_tax_rate_ci95,mean_effective_tax_rate_min,mean_effective_tax_rate_max,total_tax_shortfall_mean,total_tax_shortfall_std,total_tax_shortfall_ci95,total_tax_shortfall_min,total_tax_shortfall_max,total_redistributed_mean,total_redistributed_std,total_redistributed_ci95,total_redistributed_min,total_redistributed_max,gini_coefficient_mean,gini_coefficient_std,gini_coefficient_ci95,gini_coefficient_min,gini_coefficient_max,gini_wealth_mean,gini_wealth_std,gini_wealth_ci95,gini_wealth_min,gini_wealth_max,atkinson_index_mean,atkinson_index_std,atkinson_index_ci95,atkinson_index_min,atkinson_index_max,welfare_mean,welfare_std,welfare_ci95,welfare_min,welfare_max,welfare_eq_prod_mean,welfare_eq_prod_std,welfare_eq_prod_ci95,welfare_eq_prod_min,welfare_eq_prod_max,welfare_utilitarian_mean,welfare_utilitarian_std,welfare_utilitarian_ci95,welfare_utilitarian_min,welfare_utilitarian_max,total_audits_mean,total_audits_std,total_audits_ci95,total_audits_min,total_audits_max,total_catches_mean,total_catches_std,total_catches_ci95,total_catches_min,total_catches_max,total_fines_mean,total_fines_std,total_fines_ci95,total_fines_min,total_fines_max,undetected_evasion_rate_mean,undetected_evasion_rate_std,undetected_evasion_rate_ci95,undetected_evasion_rate_min,undetected_evasion_rate_max,enforcement_cost_mean,enforcement_cost_std,enforcement_cost_ci95,enforcement_cost_min,enforcement_cost_max,bunching_intensity_mean,bunching_intensity_std,bunching_intensity_ci95,bunching_intensity_min,bunching_intensity_max,collusion_events_detected_mean,collusion_events_detected_std,collusion_events_detected_ci95,collusion_events_detected_min,collusion_events_detected_max,collusion_suspicion_mean_mean,collusion_suspicion_mean_std,collusion_suspicion_mean_ci95,collusion_suspicion_mean_min,collusion_suspicion_mean_max,exploit_frequency_mean,exploit_frequency_std,exploit_frequency_ci95,exploit_frequency_min,exploit_frequency_max,governance_backfire_events_mean,governance_backfire_events_std,governance_backfire_events_ci95,governance_backfire_events_min,governance_backfire_events_max,variance_amplification_mean,variance_amplification_std,variance_amplification_ci95,variance_amplification_min,variance_amplification_max,income_coin_gap_mean,income_coin_gap_std,income_coin_gap_ci95,income_coin_gap_min,income_coin_gap_max,coin_conserved_mean,coin_conserved_std,coin_conserved_ci95,coin_conserved_min,coin_conserved_max
10,304.0833333333333,65.11401325538323,23.300750394847007,146.5,425.0,21.72023809523809,4.651000946813087,1.6643393139176434,10.464285714285714,30.357142857142858,20.933333333333334,4.4567053102288705,1.5948115133027356,10.0,29.0,69.11009348802867,18.426743558122865,6.593925497322642,27.275,102.8449180275,0.12106580769619989,0.020949683619935777,0.007496748003607069,0.0719189877208745,0.16271605054241434,0.0,0.0,0.0,0.0,0.0,72.7191008552931,19.48136900840073,6.971318367895645,27.275000000000002,107.4084749311106,0.5480742797620224,0.0632713985547763,0.02264137919245582,0.41294117647058826,0.6721111652852267,0.3994315271923185,0.05098200441367889,0.01824367597821058,0.2756420993435371,0.47789482641252545,0.4477226415499055,0.07407836200516564,0.026508601396931727,0.3086404576571783,0.5912997455066462,21.44620095535708,4.676630515492284,1.6735107372820628,10.1282301316431,30.150672268907563,13.243661823614191,3.8397866234633313,1.3740499964559418,5.4634577093260726,21.989436269928337,34.0835295884373,7.846160386904796,2.807712435357996,15.39592762153388,50.751824607825476,14.0,0.0,0.0,14.0,14.0,0.36666666666666664,0.5467073155618907,0.19563670033641054,0.0,2.0,3.609007367264431,7.446991020373987,2.6648715120328674,0.0,35.46731601453293,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.42857142857142866,0.08247860988423224,0.029514591494904867,0.2857142857142857,0.5714285714285714,22.833333333333332,4.147957998287296,1.4843277066540057,17.0,33.0,0.8563481412225253,0.029558233100511498,0.010577277872375395,0.8116883116883118,0.9157894736842105,0.08244542049770799,0.015549565647463097,0.005564340604821668,0.05925925925925926,0.12323232323232323,13.633333333333333,0.5467073155618908,0.1956367003364106,12.0,14.0,1.0177911885881923,0.14431192060753212,0.051641357565978124,0.7411876749853393,1.3440210636740517,-8.083333333333334,11.697637463275319,4.1859458066602215,-35.0,7.5,1.0,0.0,0.0,1.0,1.0
11,318.92150779687495,76.69584302435258,27.445254950324593,146.5,541.1452339062499,22.78010769977679,5.47827450173947,1.9603753535946136,10.464285714285714,38.653230993303566,21.866666666666667,4.821710162264929,1.725426822127939,10.0,32.0,73.49530202998345,21.955682781226827,7.856740180141054,27.275,135.97781098149375,0.12340330731445691,0.02184566801132667,0.007817371900334125,0.0719189877208745,0.16745784293721558,0.0,0.0,0.0,0.0,0.0,78.01890092234963,24.69091027624155,8.835528768773957,27.275000000000002,151.1501572638937,0.5452914202185029,0.06136313931156661,0.021958517392181014,0.4304267161410018,0.6721111652852267,0.3967782764717273,0.051316770308701555,0.018363470415239627,0.27071843645935345,0.4836058413482751,0.4461715813484738,0.0730391631438026,0.026136728860304947,0.3111813831091358,0.594225214195614,22.507461989667537,5.497941563989975,1.967413121435794,10.1282301316431,38.40066557403809,13.961560010380335,4.395197288305626,1.572801150333812,5.403696017319835,28.189088734694202,37.22647227023952,8.511757288037877,3.045893227502664,16.126534549769577,55.90863458829339,13.966666666666667,0.17950549357115006,0.06423521590967808,13.0,14.0,0.43333333333333335,0.6155395104206463,0.2202679849301418,0.0,2.0,4.523598892366213,7.8946031547765285,2.825047457209401,0.0,34.89597746219988,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557503,0.03211760795483904,6.5,7.0,0.4214285714285715,0.07682031335667465,0.027489796086709855,0.2857142857142857,0.5714285714285714,22.6,3.136877428271625,1.1225171713608664,16.0,29.0,0.8653980759989958,0.03955250581638582,0.014153682432439349,0.8026315789473683,0.9584415584415584,0.08048958088092835,0.01667461343111847,0.005966933783749438,0.049099836333878884,0.12343096234309624,13.533333333333333,0.6699917080747261,0.23975345361124317,12.0,14.0,1.0128618764859836,0.1400996536246274,0.05013401718472764,0.766783865928598,1.3440210636740517,-6.745158869791669,18.68149350518282,6.685086595107592,-40.0,64.14523390624993,1.0,0.0,0.0,1.0,1.0
12,340.36789254873696,82.2335831243634,29.426909794970793,155.5,503.76683825781254,24.311992324909788,5.873827366025957,2.101922128212199,11.107142857142858,35.98334558984375,22.933333333333334,5.176442364747776,1.852366110521191,11.0,34.0,78.52806115253094,24.95864253333425,8.9313355265405,25.429999999999993,146.83065318737107,0.12534698090355395,0.022781348219617675,0.008152200762706306,0.06875964706153384,0.166169196756994,0.0,0.0,0.0,0.0,0.0,88.74839699483513,26.99043031265775,9.658401445755723,35.42000000000001,146.83065318737107,0.5545232486511498,0.06821845884222857,0.024411661980802548,0.4233033777502324,0.6923894557823129,0.39408928130680393,0.0512439978023167,0.018337429108275023,0.2767938645642507,0.48754964766175546,0.4487514717980052,0.07466911724537276,0.026720000444668598,0.3114507367425109,0.6041596101960696,24.03473070058421,5.894348018187274,2.109265349280067,10.767799724391365,35.71026227566944,14.967983497827124,4.661070520609915,1.6679426646234605,5.691859270614073,24.33072069930271,40.35512282001409,9.305987746141803,3.330104946839969,17.192351310280316,60.64174206350224,14.0,0.0,0.0,14.0,14.0,1.1666666666666667,0.7781745019952503,0.2784661692331897,0.0,2.0,10.220335842304223,9.272952479679345,3.3182834285586438,0.0,31.089622887479912,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.4238095238095239,0.08024904545882246,0.02871675211182232,0.2857142857142857,0.5714285714285714,22.033333333333335,3.4879156462786707,1.2481345843861313,14.0,30.0,0.8881739097818226,0.05207972357591215,0.018636489735558325,0.7921164021164022,0.9768707482993196,0.07557298287255147,0.01570335109101508,0.00561937201903525,0.0499359795134443,0.1073558648111332,12.833333333333334,0.77817450199525,0.27846616923318956,12.0,14.0,1.0378893341214686,0.16234295117310124,0.058093678987518646,0.7532707793609295,1.3899574262636236,-0.6987741179296866,27.39117688364853,9.801806764448393,-51.0,81.76993820429689,1.0,0.0,0.0,1.0,1.0
13,342.84854588255405,76.14593831990675,27.248474079070505,186.5,500.07160090820315,24.489181848753862,5.438995594279055,1.946319577076465,13.321428571428571,35.71940006487166,23.566666666666666,5.499595944754083,1.9680051339890878,11.0,34.0,82.63504979853191,24.286675620693586,8.69087525505291,40.724997539625,151.9243417669947,0.12688003570759077,0.021005145951875283,0.0075165949441998725,0.08221605792762877,0.16845572373498835,0.0,0.0,0.0,0.0,0.0,87.54435338153012,25.646774213578627,9.177580285825636,41.499999988042575,151.92434176699467,0.5646445567211366,0.06393191961721863,0.022877743619052354,0.4285714285714285,0.6872845653006511,0.39236788181529886,0.05052489761605692,0.0180801024114362,0.28073561827339244,0.48876859928562677,0.4522701264690367,0.07099369882538353,0.025404768854428512,0.3128882586471934,0.6026003725961193,24.206859570393295,5.4582984704245785,1.953227022593691,12.977786288778246,35.43123198736331,15.103060686024447,4.411445086345976,1.5786153501915172,6.8103325880879,23.47884446064712,43.39749186229433,10.062014620852796,3.60064568943474,18.06846291367885,64.74282687819245,13.966666666666667,0.1795054935711501,0.06423521590967808,13.0,14.0,0.3333333333333333,0.5374838498865698,0.19233612553336193,0.0,2.0,4.909303582998212,10.91983878400016,3.9076141238602244,0.0,53.85654377260078,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557504,0.03211760795483904,6.5,7.0,0.4190476190476191,0.07544275960835645,0.02699684480878514,0.2857142857142857,0.5714285714285714,22.5,3.5753787678137448,1.2794328604676544,15.0,34.0,0.8887468652462527,0.04043935088191921,0.014471035863410475,0.7991596638655464,0.970748299319728,0.07524528079710445,0.011695587702461827,0.00418521230917333,0.04330708661417323,0.10590631364562118,13.633333333333333,0.6046119049072348,0.2163575915178558,12.0,14.0,1.0710463488021695,0.17233497569281697,0.06166927904091943,0.7620659803548677,1.5216683939810662,-8.551454117445935,29.265389059705196,10.472484978214753,-77.0,62.56088447466887,1.0,0.0,0.0,1.0,1.0
14,356.56063166653064,95.53081596339975,34.18526345548539,146.5,618.26625,25.46861654760933,6.823629711671412,2.4418045325346713,10.464285714285714,44.161875,24.333333333333332,5.90103569064128,2.1116585021327734,11.0,36.0,86.7846612726875,29.447838625921406,10.537773716990204,29.3,160.94923239143785,0.12861158428828118,0.023799983084413834,0.008516714567668893,0.07156659765355418,0.1704146736654024,0.0,0.0,0.0,0.0,0.0,92.2239788593315,32.96727066069238,11.797186296156445,29.299999999999994,179.85099907846873,0.5599689901567698,0.07086609364397227,0.025359105926703696,0.42872405372405364,0.7049139481801455,0.3909169563375288,0.05036030067353358,0.01802120215200281,0.2788340062926603,0.4935072307104885,0.44843867216287403,0.07651441591815447,0.027380332094167632,0.31296364081298444,0.6060060522751207,25.18863205253094,6.835733649624929,2.4461358711045036,10.115797172111165,43.88844557133557,15.75896501787106,5.233266603647728,1.8727004032607877,5.3000850500652446,31.848042468354322,46.46859890825336,10.797054966691347,3.863676499121626,18.89153060315646,69.5386593150582,13.933333333333334,0.2494438257849294,0.08926232667235916,13.0,14.0,0.43333333333333335,0.6674994798166928,0.2388616211827971,0.0,2.0,5.439317586644003,10.027750103591085,3.5883842894042477,0.0,40.32112353713262,0.0,0.0,0.0,0.0,0.0,6.966666666666667,0.1247219128924647,0.04463116333617958,6.5,7.0,0.41666666666666674,0.07396297412861459,0.0264673103756033,0.2857142857142857,0.5714285714285714,22.733333333333334,3.6690901082178704,1.3129670329561325,15.0,29.0,0.8876281068956334,0.035821039571805054,0.012818394385751712,0.8118226600985224,0.9575324675324676,0.07532373677917624,0.01433390260547017,0.005129321172144082,0.05012224938875306,0.10330578512396695,13.5,0.7187952884282609,0.25721759055105253,12.0,14.0,1.064440509801499,0.19791074977556178,0.07082145225622598,0.7621678358908074,1.5833404219192082,-6.006035000136068,36.68046271679933,13.125935008482573,-94.0,80.26625000000001,1.0,0.0,0.0,1.0,1.0
15,367.79341679164736,88.97321628007307,31.838656545982843,184.5,563.07125,26.27095834226053,6.355229734290933,2.274189753284489,13.178571428571429,40.219375,25.366666666666667,5.594540990008822,2.001980782088542,13.0,36.0,86.93917298746645,30.67345639974411,10.976355404703485,32.53500000000001,178.9805451824888,0.12912250056154007,0.022986455646450896,0.008225597512773391,0.07405984406341153,0.17351528949880993,0.0,0.0,0.0,0.0,0.0,99.8933488723499,31.04137042520469,11.108011747868781,52.438132570818844,178.9805451824888,0.5590497501722307,0.0710182575092677,0.02541355706659056,0.4223684210526315,0.7133178474641889,0.38951972461859463,0.05027123933479659,0.017989331961240605,0.28653457320272013,0.49407590446520055,0.4474187613333597,0.07712529749027042,0.027598933257282215,0.3087560234477863,0.6156861134889475,25.991433467174414,6.367557032345722,2.278601020240051,12.821912504839334,39.936492362399264,16.263893264379316,4.861585918657562,1.7396961782935054,6.66735683044075,26.264546576648574,49.586710795716,11.351358039616832,4.062031306322297,20.528106522354214,73.40049505833136,14.0,0.0,0.0,14.0,14.0,1.2,0.7483314773547882,0.26778698001707746,0.0,2.0,12.954175884883478,10.649419090108076,3.8108456791858445,0.0,37.59031423929167,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.4142857142857143,0.07693092581620721,0.027529378247004906,0.2857142857142857,0.5714285714285714,21.366666666666667,4.586090080037922,1.6411112585571288,14.0,34.0,0.9005328897974266,0.042995776801295724,0.015385841129930963,0.7957983193277313,0.9614285714285715,0.072436576282106,0.013627665246183642,0.004876597378823129,0.04305043050430504,0.1069182389937107,12.8,0.7483314773547881,0.2677869800170774,12.0,14.0,1.0580643213665928,0.18675311476350243,0.06682874384500995,0.7528017842140051,1.5169108896183847,-9.506583208352621,34.22062199979074,12.245692312746716,-80.0,68.97375000000005,1.0,0.0,0.0,1.0,1.0
16,401.0530824641202,112.44141502604415,40.23664361294228,191.5,644.325,28.64664874743715,8.03152964471744,2.87404597235302,13.678571428571429,46.02321428571429,26.3,5.843229700545182,2.0909728942395316,13.0,38.0,101.9686199730455,38.006420297073994,13.600422834796687,45.63749994021289,194.7564445226584,0.1334183208788686,0.022573326723972553,0.008077761226507253,0.08119279718774393,0.17825271963887565,0.0,0.0,0.0,0.0,0.0,108.25480930793387,39.141108630423496,14.006465840126817,45.637499940212905,194.7564445226584,0.5757098435298514,0.07087509535092112,0.025362327146165632,0.4145314145314145,0.7220136383010105,0.3883311292039536,0.0500887458578037,0.017924027509195525,0.28853307084013846,0.4962739993654929,0.45330241982014413,0.07485151435752715,0.026785270412999093,0.30777900834882055,0.6148120769450522,28.35879382567224,8.03833209159641,2.8764801967062237,13.317978366281238,45.759692382947826,17.81772409173861,6.2290827267630515,2.229048626382423,6.8902520801077225,32.74399493792342,52.76495500374563,11.957154160230573,4.278812663988351,21.82386430419783,77.63867465969895,14.0,0.0,0.0,14.0,14.0,0.4,0.6110100926607788,0.21864715360090511,0.0,2.0,6.286189334888365,14.079656998751144,5.038340550232306,0.0,71.56033689249804,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.4142857142857143,0.07693092581620721,0.027529378247004906,0.2857142857142857,0.5714285714285714,22.466666666666665,3.4903040300555803,1.248989256544252,15.0,28.0,0.8929168318203882,0.04078671580750311,0.014595338805623699,0.7821428571428571,0.972010582010582,0.0669187893235793,0.016872344277177466,0.006037690858287485,0.02844311377245509,0.09774436090225563,13.6,0.6110100926607785,0.21864715360090503,12.0,14.0,1.1220027305995077,0.20561458845944292,0.07357823552423381,0.7408667103767156,1.604571168883956,9.453082464120211,46.57531123004616,16.666761074566377,-52.0,132.0747058844335,1.0,0.0,0.0,1.0,1.0
17,386.0445765149244,91.97595577566209,32.91317307459943,191.5,639.6829204477322,27.57461260820889,6.569711126833007,2.350940933899959,13.678571428571429,45.691637174838014,26.933333333333334,5.982938705649218,2.140967119646494,13.0,38.0,96.65979924881555,31.136505660244698,11.142055454508826,44.76249994021289,200.0255936874801,0.1333121713575943,0.021533475170287426,0.00770565512693263,0.0803594638544106,0.1695016930594058,0.0,0.0,0.0,0.0,0.0,102.75693970345135,33.271577293882615,11.906081026322317,44.7624999402129,200.0255936874801,0.5667231015508134,0.07242424894744726,0.025916684641139272,0.4145314145314145,0.7211861245803804,0.3886040165293811,0.04986598491058333,0.017844313527989302,0.2951398071609814,0.4986593671487026,0.4475551766132134,0.0757914079310121,0.027121607008742304,0.30777900834882055,0.6148120769450522,27.29125105743348,6.581094263653398,2.3550143370969336,13.317978366281238,45.39379193540543,17.094056855300767,5.088945063860162,1.8210556035154422,6.857623656501675,30.40289921413584,55.79825527148457,12.559743137895767,4.494446360289537,23.055744115895386,81.7917509964872,13.966666666666667,0.17950549357115012,0.0642352159096781,13.0,14.0,0.43333333333333335,0.6155395104206463,0.2202679849301418,0.0,2.0,6.0971404546357855,10.967775970474747,3.924768225732194,0.0,46.620035075424624,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557506,0.03211760795483905,6.5,7.0,0.40952380952380957,0.07589227357385346,0.027157701315478462,0.2857142857142857,0.5714285714285714,22.1,3.806573262134856,1.3621647477452938,14.0,29.0,0.8949656978506042,0.04014447949845958,0.014365517493998527,0.8347783251231526,0.9931428571428572,0.06603603919289104,0.011621114451262021,0.004158562398492913,0.03558718861209965,0.08440366972477065,13.533333333333333,0.6699917080747261,0.23975345361124317,12.0,14.0,1.085606769440734,0.20318036338214807,0.0727071592674461,0.7408667103767156,1.6304574413130597,-16.655423485075595,53.95533072753671,19.307667134920674,-122.0,146.68292044773216,1.0,0.0,0.0,1.0,1.0
18,406.9356681797924,103.03598525894101,36.87095379591329,217.5,629.325,29.066833441413735,7.359713232781501,2.633639556850949,15.535714285714286,44.95178571428572,28.0,5.916079783099616,2.117041961479901,14.0,39.0,98.41375765939287,33.542400077706866,12.002993714876416,43.62233210536167,163.03534688371744,0.13205367852002123,0.021138721434652057,0.00756439431683024,0.08143627950842855,0.16929362284190172,0.0,0.0,0.0,0.0,0.0,113.56034086934365,33.336307052145116,11.929244272833907,49.2,186.26526573271562,0.5820575231755581,0.06237637471573188,0.02232109902497148,0.45540647198105755,0.7167487684729064,0.3880001966325434,0.04975793034306654,0.017805646697596628,0.294357377443042,0.4971602788802659,0.45419372718929163,0.07083056047274719,0.025346390544682844,0.3280136610993808,0.6151322795742502,28.775804679825963,7.367542613134813,2.6364412646284032,15.177339901477833,44.67863449217132,18.055840336371038,5.698992132517964,2.0393581434027124,7.81197423882444,31.719895960046973,58.96743883185096,13.1169885963221,4.693854086619178,24.463488818833344,85.5319846621859,13.966666666666667,0.17950549357115012,0.0642352159096781,13.0,14.0,1.2,0.7483314773547882,0.26778698001707746,0.0,2.0,15.1465832099508,12.453369077284457,4.456380891569782,0.0,45.78001033303033,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557506,0.03211760795483905,6.5,7.0,0.4095238095238096,0.07589227357385346,0.027157701315478462,0.2857142857142857,0.5714285714285714,21.5,3.9728243521874123,1.421656936269944,14.0,30.0,0.9008106064353345,0.0464713991420304,0.016629576611425296,0.8245238095238094,0.9851428571428571,0.06754458788104326,0.012824356199386159,0.004589136928244879,0.04285714285714286,0.08892355694227769,12.766666666666667,0.7608474807008885,0.2722657742938907,12.0,14.0,1.1432126220778875,0.1872417511612955,0.06700360013430297,0.8187194746040347,1.6336535873983493,-9.197665153541001,46.9066121489331,16.785315585809467,-97.0,95.57374999999996,1.0,0.0,0.0,1.0,1.0
19,432.5489458035491,110.59281359759945,39.57513008750793,192.5,682.28125,30.896353271682074,7.899486685542817,2.826795006250566,13.75,48.734375,28.833333333333332,6.121455890735652,2.19053485773748,14.0,40.0,111.30877477987026,37.63960586620401,13.469159976502157,44.12631768909796,195.62494424422803,0.1363681463180805,0.020391712327214744,0.007297080540810833,0.07988581482655795,0.17294316479977606,0.0,0.0,0.0,0.0,0.0,118.36206262715649,38.06378546836486,13.620950697706377,44.12631768909796,195.624944244228,0.5810686238514151,0.07707423727215447,0.0275806615928901,0.4105820105820106,0.7459726583306434,0.38770241624309004,0.048662372760046035,0.017413606451436067,0.29838813418549415,0.5006872595795419,0.45403545566816,0.0787404295513631,0.028176900842579594,0.3067007236452086,0.6146550235020178,30.605818959756373,7.897792729099255,2.82618883172226,13.38961038961039,48.444608853079544,19.110734452300516,5.738993460886655,2.053672434922812,6.865550180781299,34.11043796195491,62.15315988038555,13.67783590988556,4.894550720256366,25.679887815300766,89.29648566233456,14.0,0.0,0.0,14.0,14.0,0.36666666666666664,0.5467073155618907,0.19563670033641054,0.0,2.0,7.053287847286216,13.838427063960626,4.952017526703198,0.0,64.6513378437206,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.4071428571428572,0.07637626158259732,0.02733089420011313,0.2857142857142857,0.5714285714285714,22.2,2.737395355686375,0.9795643476112793,16.0,27.0,0.8939432135415815,0.038477963542418905,0.013769162418042226,0.8240740740740742,1.0,0.063373380243321,0.015320315266045902,0.0054823044094120124,0.027259684361549498,0.08880994671403197,13.633333333333333,0.5467073155618908,0.1956367003364106,12.0,14.0,1.1396137869571719,0.2168156523828156,0.07758648477177434,0.7352388262920034,1.6618777077343185,2.315612470215741,66.30319525917028,23.726293709703207,-91.0,202.25500000000002,1.0,0.0,0.0,1.0,1.0
