seed,beta,buffer_frac,ruined,ruin_epoch,basket_pnl,otc_pnl,net_pnl,min_basket,max_basket
134,1.0,1.6,0.0,0,-12.972182877862679,12.972182877862682,3.552713678800501e-15,2.202781712213732,3.5
135,1.0,1.6,0.0,0,2.8843278969311967,-2.8843278969311914,5.329070518200751e-15,2.7668898899532515,3.788432789693119
136,1.0,1.6,0.0,0,5.970326529359269,-5.970326529359271,-1.7763568394002505e-15,3.4556279072973504,4.700276641760459
137,1.0,1.6,0.0,0,11.168884213074648,-11.168884213074648,0.0,3.5,4.616888421307465
138,1.0,1.6,0.0,0,-5.790084669742768,5.790084669742774,6.217248937900877e-15,2.6376270485650943,3.5
139,1.0,1.6,0.0,0,-1.2621772142400687,1.2621772142400678,-8.881784197001252e-16,3.373782278575993,3.5446562621550814
140,1.0,1.6,0.0,0,3.8441328906906165,-3.844132890690619,-2.6645352591003757e-15,3.4831388893063058,3.884413289069062
141,1.0,1.6,0.0,0,-5.698947053602943,5.6989470536029385,-4.440892098500626e-15,2.8962372153824067,3.5
142,1.0,1.6,0.0,0,20.857517394330387,-20.857517394330376,1.0658141036401503e-14,3.5,5.585751739433038
143,1.0,1.6,0.0,0,1.750677293326973,-1.750677293326981,-7.993605777301127e-15,3.1838777831548164,3.675067729332698
144,1.0,1.6,0.0,0,-4.161961617567258,4.161961617567256,-1.7763568394002505e-15,2.5462292885658804,3.5
145,1.0,1.6,0.0,0,-12.469234001866155,12.46923400186616,5.329070518200751e-15,2.253076599813384,3.5
146,1.0,1.6,0.0,0,-5.921361768728374,5.921361768728377,2.6645352591003757e-15,2.9078638231271623,3.818416173600846
147,1.0,1.6,0.0,0,-4.299956328566182,4.299956328566186,3.552713678800501e-15,2.560360893045826,3.5111774780626233
148,1.0,1.6,0.0,0,7.773316749658363,-7.773316749658354,8.881784197001252e-15,2.9841566204619547,4.3198765941666375
149,1.0,1.6,0.0,0,-0.3476636208251307,0.3476636208251227,-7.993605777301127e-15,3.0978468462193223,3.821521763435938
150,1.0,1.6,0.0,0,-4.404036728608254,4.404036728608256,1.7763568394002505e-15,2.8189694275494985,3.5
151,1.0,1.6,0.0,0,-3.213570044882445,3.2135700448824345,-1.0658141036401503e-14,3.0468571744357713,3.5
152,1.0,1.6,0.0,0,-0.7104635114421285,0.7104635114421232,-5.329070518200751e-15,2.6643372800987373,3.5
153,1.0,1.6,0.0,0,-5.127308324426295,5.127308324426294,-8.881784197001252e-16,2.8950142094234255,3.562789231946865
154,1.0,1.6,0.0,0,-1.4858024926728461,1.4858024926728453,-8.881784197001252e-16,3.228502280951337,3.657907953058451
155,1.0,1.6,0.0,0,-8.4165982587215,8.416598258721496,-3.552713678800501e-15,2.1339201248549595,3.5
156,1.0,1.6,0.0,0,12.479440794141851,-12.47944079414185,1.7763568394002505e-15,3.219348417030662,4.747944079414185
157,1.0,1.6,0.0,0,25.02359349985005,-25.023593499850048,3.552713678800501e-15,3.472084576163001,6.002359349985005
158,1.0,1.6,0.0,0,9.692516401918425,-9.692516401918425,0.0,3.5,4.4692516401918425
159,1.0,1.6,0.0,0,0.9878914816170123,-0.9878914816170203,-7.993605777301127e-15,3.5,4.053761812947639
160,1.0,1.6,0.0,0,12.972894209169496,-12.972894209169503,-7.105427357601002e-15,3.5,4.79728942091695
161,1.0,1.6,0.0,0,16.877272059712112,-16.877272059712112,0.0,3.5,5.187727205971211
162,1.0,1.6,0.0,0,-2.7950385677812406,2.795038567781245,4.440892098500626e-15,2.954968722357992,3.5
163,1.0,1.6,0.0,0,-5.150054249689873,5.1500542496898705,-2.6645352591003757e-15,2.85737005438046,3.5
164,1.0,1.6,0.0,0,-7.865272364355938,7.865272364355951,1.2434497875801753e-14,2.6515925703538716,3.6935341697975344
165,1.0,1.6,0.0,0,16.038088258423727,-16.038088258423713,1.4210854715202004e-14,3.2365125185778436,5.103808825842371
166,1.0,1.6,0.0,0,-6.317196312972619,6.317196312972606,-1.3322676295501878e-14,2.8682803687027394,3.8383993699682413
167,1.0,1.6,0.0,0,13.818974430400147,-13.81897443040013,1.5987211554602254e-14,3.5,5.525219787132793
168,1.0,1.6,0.0,0,-9.364804652448626,9.364804652448635,8.881784197001252e-15,2.5635195347551365,3.5
169,1.0,1.6,0.0,0,-0.7137282288738902,0.7137282288739,9.769962616701378e-15,3.3261020221649393,3.825666479314005
170,1.0,1.6,0.0,0,-2.7639665572796233,2.7639665572796135,-9.769962616701378e-15,3.2236033442720387,3.7693630498883532
171,1.0,1.6,0.0,0,9.742627152157084,-9.742627152157084,0.0,3.5,4.832672789827349
172,1.0,1.6,0.0,0,1.8401504724513131,-1.8401504724513185,-5.329070518200751e-15,3.05877476852531,3.684015047245132
173,1.0,1.6,0.0,0,-5.045805927953175,5.045805927953166,-8.881784197001252e-15,2.9954194072046834,3.5545441802053026
174,1.0,1.6,0.0,0,0.6775937671758783,-0.6775937671758747,3.552713678800501e-15,2.9168582904331424,3.725867049040653
175,1.0,1.6,0.0,0,4.314107072465873,-4.314107072465889,-1.5987211554602254e-14,3.5,4.374779988552053
176,1.0,1.6,0.0,0,9.880803792288575,-9.880803792288573,1.7763568394002505e-15,3.5,4.488080379228857
177,1.0,1.6,0.0,0,-7.579579682138345,7.579579682138338,-7.105427357601002e-15,2.7307117374362644,3.5
178,1.0,1.6,0.0,0,-3.615477469086507,3.6154774690865032,-3.552713678800501e-15,3.0060127444587597,3.742559757428248
179,1.0,1.6,0.0,0,1.5866711917039993,-1.5866711917039877,1.1546319456101628e-14,2.8043414387476817,3.6586671191703988
180,1.0,1.6,0.0,0,4.6670711453553935,-4.667071145355388,5.329070518200751e-15,3.5,3.966707114535539
181,1.0,1.6,0.0,0,-5.761545428894969,5.761545428894972,2.6645352591003757e-15,2.923845457110503,3.5
182,1.0,1.6,0.0,0,9.13873791219055,-9.138737912190544,5.329070518200751e-15,3.5,4.712927925926512
183,1.0,1.6,0.0,0,-10.154244610512535,10.154244610512535,0.0,2.4845755389487465,3.5
184,1.0,1.6,0.0,0,-0.7824661552870538,0.7824661552870493,-4.440892098500626e-15,3.421753384471295,4.020330216696245
185,1.0,1.6,0.0,0,2.7533101953838326,-2.7533101953838335,-8.881784197001252e-16,3.211906001909097,3.7753310195383833
186,1.0,1.6,0.0,0,7.120357166157746,-7.12035716615774,5.329070518200751e-15,3.458894411128119,4.212035716615774
187,1.0,1.6,0.0,0,3.115518121648421,-3.1155181216484173,3.552713678800501e-15,3.2759269235074466,3.8115518121648417
188,1.0,1.6,0.0,0,7.725620204083953,-7.725620204083947,5.329070518200751e-15,3.4795436568169817,4.947421264260086
189,1.0,1.6,0.0,0,3.253302538718458,-3.25330253871845,7.993605777301127e-15,3.199579247970716,4.419880139096179
190,1.0,1.6,0.0,0,7.818557567685701,-7.818557567685698,3.552713678800501e-15,3.380237840273518,4.28185575676857
191,1.0,1.6,0.0,0,0.34071015022355766,-0.34071015022356654,-8.881784197001252e-15,3.3767158444701875,3.9162365644407973
192,1.0,1.6,0.0,0,5.063775551304687,-5.063775551304683,3.552713678800501e-15,3.1321449162688557,4.006377555130468
193,1.0,1.6,0.0,0,-4.647175865145904,4.6471758651459005,-3.552713678800501e-15,2.8550549603850137,3.662009322294036
194,1.0,1.6,0.0,0,1.8572433735495366,-1.8572433735495197,1.687538997430238e-14,3.2031276227530774,3.7944772711640455
195,1.0,1.6,0.0,0,2.520835849671826,-2.520835849671812,1.4210854715202004e-14,3.5,4.707638057888066
196,1.0,1.6,0.0,0,3.0302817089527565,-3.03028170895276,-3.552713678800501e-15,3.5,3.987339819398622
197,1.0,1.6,0.0,0,11.196282571070554,-11.196282571070544,1.0658141036401503e-14,3.1925098749431324,5.442109585177461
198,1.0,1.6,0.0,0,-6.4498686140281976,6.449868614028196,-1.7763568394002505e-15,2.417381291939854,3.5
199,1.0,1.6,0.0,0,0.2976821309501645,-0.2976821309501654,-8.881784197001252e-16,3.0207559333481373,3.5864132807283773
0,0.8,0.05,1.0,2,-5.8,22.3470569308137,16.5470569308137,1.7511030062138369,3.5
1,0.8,0.05,0.0,0,0.7431178032719234,1.8725483873008342,2.6156661905727576,3.5,3.8752252448061375
2,0.8,0.05,0.0,0,4.54271816273792,-9.249653852559767,-4.706935689821847,3.092526995009131,4.06783977034224
3,0.8,0.05,0.0,0,9.873730034739475,-17.2810853061415,-7.407355271402023,3.5,5.057134800038236
4,0.8,0.05,0.0,0,9.800752955845114,-5.016268109229216,4.784484846615898,3.5,4.725094119480639
5,0.8,0.05,0.0,0,-3.1114798598205535,-4.7752032956739665,-7.88668315549452,3.1110650175224306,3.9536354672598906
6,0.8,0.05,0.0,0,-0.480228623581457,2.770030959052354,2.289802335470897,3.1479755085654326,3.6435759571492836
7,0.8,0.05,1.0,2,-5.8,-2.462063771095755,-8.262063771095754,2.697455353460853,3.5
8,0.8,0.05,0.0,0,3.1756128826475702,-15.194904350019254,-12.019291467371684,3.0867188676738704,3.8969516103309463
9,0.8,0.05,0.0,0,-1.6674561124969411,-3.072399415240019,-4.73985552773696,3.291567985937882,4.163096141567564
10,0.8,0.05,0.0,0,1.5061019671534677,0.36509056325463973,1.8711925304081074,3.2257683554424497,3.9791710367157567
11,0.8,0.05,0.0,0,4.66761426438662,-6.966196815583805,-2.2985825511971854,3.1157701081098357,4.083451783048328
12,0.8,0.05,1.0,4,-5.8,-2.1903386745611098,-7.99033867456111,2.6082473851607233,3.5
13,0.8,0.05,0.0,0,-2.3187375334997373,2.4034610788395083,0.084723545339771,3.2101578083125326,4.0115551501152265
14,0.8,0.05,0.0,0,-1.3403993733158046,-1.8825305584785434,-3.222929931794348,2.9616928551181525,3.5
15,0.8,0.05,1.0,5,-5.8,6.012149456479485,0.21214945647948547,2.5738167697590524,3.590767600137735
16,0.8,0.05,0.0,0,7.642717283062035,-11.352268211412193,-3.7095509283501578,3.5,4.455339660382754
17,0.8,0.05,0.0,0,5.596644296804884,-2.8656821912844954,2.7309621055203888,3.5,4.229925392577549
18,0.8,0.05,1.0,4,-5.8,3.7529101120022856,-2.047089887997714,2.6056188127031024,3.5
19,0.8,0.05,0.0,0,-1.0171209112136896,-10.984995834483255,-12.002116745696945,3.3728598860982886,4.437829085858944
20,0.8,0.05,1.0,4,-5.8,3.435240579849479,-2.364759420150521,2.301983791621948,3.6025867483801166
21,0.8,0.05,0.0,0,0.26773679530768923,-11.109737302664326,-10.842000507356637,3.2467930445395474,4.093073568693812
22,0.8,0.05,0.0,0,0.19392038857984062,-7.7598765804201,-7.565956191840259,2.9045716237144137,3.568055540910777
23,0.8,0.05,0.0,0,3.9793458544118447,-1.542318177385189,2.4370276770266557,3.5,4.831292560410493
24,0.8,0.05,0.0,0,-5.798744393888292,6.583186771897953,0.7844423780096612,2.7751569507639635,3.5
25,0.8,0.05,0.0,0,5.46386596976391,-2.522286757781105,2.9415792119828055,3.201775024924005,4.182983246220489
26,0.8,0.05,0.0,0,7.962280434459922,-16.65072956728812,-8.688449132828199,3.296047113189794,4.49528505430749
27,0.8,0.05,0.0,0,8.68455703851698,-9.242656543281731,-0.5580995047647512,3.5,4.585569629814622
28,0.8,0.05,1.0,5,-5.8,-0.054550614069128756,-5.854550614069129,2.633592558759898,3.5
29,0.8,0.05,0.0,0,0.7690235390141478,-5.066180857164371,-4.297157318150223,3.5,3.9614520000717297
30,0.8,0.05,0.0,0,-3.597276509089788,7.684402720339727,4.087126211249939,3.0503404363637765,3.729033925729086
31,0.8,0.05,0.0,0,7.0272177267553975,0.7388355619619436,7.766053288717341,3.4098614497618804,4.3784022158444245
32,0.8,0.05,0.0,0,-4.440394557092425,0.8171369025897146,-3.6232576545027104,2.8423762495077556,3.5752843333110174
33,0.8,0.05,1.0,5,-5.8,-3.949748930653776,-9.749748930653777,2.7248313142806673,3.5
34,0.8,0.05,1.0,4,-5.8,7.55840522755423,1.7584052275542303,2.491202211698359,3.9076791600295335
35,0.8,0.05,1.0,2,-5.8,8.830945453138987,3.0309454531389877,2.205343073495293,3.5
36,0.8,0.05,1.0,2,-5.8,6.565064973519488,0.7650649735194879,2.4968222613082114,3.5
37,0.8,0.05,0.0,0,0.5382427170238167,-0.8279360586432594,-0.2896933416194427,3.4177041455619928,3.758960148964407
38,0.8,0.05,1.0,1,-5.8,-11.987983973746621,-17.78798397374662,2.6520198633468732,5.049547387467907
39,0.8,0.05,0.0,0,1.0816485785843586,-1.8898780661829084,-0.8082294875985498,3.1787516423927653,3.8656814072120405
40,0.8,0.05,0.0,0,-0.008270262755047497,-1.1051656089029205,-1.113435871657968,3.220024425407634,3.568038118807115
41,0.8,0.05,0.0,0,7.743539847248984,-6.871398985440953,0.8721408618080311,3.5,4.838433897621804
42,0.8,0.05,0.0,0,1.8758571657737146,6.7835426253693365,8.659399791143052,3.1685086360403045,3.8066137685164056
43,0.8,0.05,1.0,4,-5.8,2.962595786661426,-2.8374042133385737,2.6868733733716312,3.5
44,0.8,0.05,0.0,0,-5.7371938398890805,2.562887313999247,-3.1743065258898335,2.782850770013865,3.5457208573444676
45,0.8,0.05,0.0,0,5.469013395779195,-16.66813784621646,-11.199124450437266,3.5,4.219508005604749
46,0.8,0.05,0.0,0,-2.711641320066196,7.299741817351797,4.588100497285601,3.033082335053586,3.5792668467401496
47,0.8,0.05,0.0,0,-0.17479392777816471,-3.3582167896013226,-3.5330107173794874,2.786916590680466,3.589829704743139
48,0.8,0.05,0.0,0,1.6386576273089322,-0.1586349416855004,1.4800226856234318,3.407872389286659,3.87383472746764
49,0.8,0.05,0.0,0,4.7178985233409865,-3.6877354037509003,1.0301631195900862,3.5,4.746217236127544
50,0.8,0.05,1.0,2,-5.8,9.603258061522816,3.8032580615228158,2.4206412871296226,3.5
51,0.8,0.05,0.0,0,9.393850583021896,-3.611999008974167,5.781851574047729,3.3766746250459345,4.674231322877737
52,0.8,0.05,0.0,0,5.546237967660462,2.131038520788744,7.6772764884492055,3.5,4.1932797459575575
53,0.8,0.05,0.0,0,7.98854178075756,-6.857957896739579,1.1305838840179803,3.5,4.802562776696264
54,0.8,0.05,0.0,0,7.330823846395015,-12.537575369678722,-5.206751523283707,3.4400050156872664,4.416352980799377
55,0.8,0.05,0.0,0,3.3634891853653617,-12.810521060761388,-9.447031875396027,3.0290049307814053,4.355799108579073
56,0.8,0.05,0.0,0,1.1053012314401993,3.529939868836034,4.635241100276233,3.410785634114513,4.443553413630401
57,0.8,0.05,0.0,0,-1.099143575138168,-7.537331050570577,-8.636474625708745,3.0384260318336236,3.5
58,0.8,0.05,0.0,0,-2.4427055774436024,-8.815009500963678,-11.25771507840728,3.1946618028195495,4.143516016604483
59,0.8,0.05,0.0,0,-3.4201099428725303,-1.1564845858815254,-4.576594528754056,3.0724862571409335,3.923557659213421
60,0.8,0.05,1.0,2,-5.8,16.845401854891165,11.045401854891164,1.7331671693636328,3.5
61,0.8,0.05,0.0,0,-4.7816301790822955,10.2719576373125,5.490327458230205,2.902296227614713,3.755850382576742
62,0.8,0.05,0.0,0,5.332426170018474,-10.937584330793717,-5.605158160775243,3.4705421469115234,4.166553271252309
63,0.8,0.05,0.0,0,-2.701205249743415,8.749443111048913,6.048237861305498,3.162349343782073,3.8351302517114725
64,0.8,0.05,1.0,4,-5.8,3.360518003003472,-2.439481996996528,2.5511387394087595,3.5
65,0.8,0.05,0.0,0,4.807323758973782,-4.652424634974457,0.15489912399932493,3.5,4.255863318306659
66,0.8,0.05,0.0,0,1.486874520663589,-5.903675415479341,-4.416800894815752,3.1184031938449577,4.369442939088055
67,0.8,0.05,0.0,0,-1.6177142286684756,-3.389821575563743,-5.0075358042322184,2.9304272233055295,3.5969884470188545
68,0.8,0.05,1.0,5,-5.8,1.7923633824797225,-4.007636617520277,2.769268707954388,3.5
69,0.8,0.05,0.0,0,8.551619934571777,-3.419394346304987,5.13222558826679,3.5,4.958170858914164
70,0.8,0.05,0.0,0,-0.5338586654818247,1.6110192978809934,1.0771606323991687,3.327068486135788,3.896333246665612
71,0.8,0.05,0.0,0,-0.6974555593990637,4.3577226795674795,3.660267120168416,3.402709583384689,3.748412077984006
72,0.8,0.05,0.0,0,3.0136115341179153,2.452581922949575,5.46619345706749,3.468610839733662,3.946344960048494
73,0.8,0.05,0.0,0,4.460828971874308,-11.281108750136557,-6.820279778262249,3.5,4.767446421064265
74,0.8,0.05,0.0,0,-1.8221919799279753,8.526222186092877,6.7040302061649015,3.12281440525627,3.5
75,0.8,0.05,0.0,0,4.891612753590346,-0.8913880415284003,4.000224712061946,3.4718048540547573,4.111451594198793
76,0.8,0.05,0.0,0,0.30489019978475973,-3.6715091487232554,-3.3666189489384957,3.3284333839611073,4.212097416809622
77,0.8,0.05,0.0,0,6.535396501089631,-5.348925693948221,1.1864708071414096,3.068123666352127,4.316924562636204
78,0.8,0.05,1.0,4,-5.8,10.912147746023724,5.112147746023724,2.407545334537128,3.5
79,0.8,0.05,0.0,0,-2.004784080681386,10.35196641958558,8.347182338904194,2.877623064782571,3.5
80,0.8,0.05,0.0,0,-4.562819988372453,-5.56150502575643,-10.124325014128884,2.9296475014534433,3.7006015605614424
81,0.8,0.05,0.0,0,-0.45858592240580087,-1.8797395866509214,-2.3383255090567223,3.3585868082355455,4.210133737462312
82,0.8,0.05,0.0,0,-2.5428412407281904,6.751606750627572,4.208765509899382,3.1621794955955096,3.7556945033493956
83,0.8,0.05,1.0,4,-5.8,1.2271152883804692,-4.572884711619531,2.3511316314727058,3.5463788158083513
84,0.8,0.05,0.0,0,7.037908816538044,-14.406896767241824,-7.368987950703779,3.5,4.6294056745889804
85,0.8,0.05,0.0,0,-0.3748124853585395,-0.6195300230002099,-0.9943425083587494,3.0171149325593043,3.5
86,0.8,0.05,0.0,0,8.343666051259449,-4.94258437903468,3.4010816722247688,3.240853428456446,4.542958256407431
87,0.8,0.05,0.0,0,-2.160629054751304,-1.8404007824104562,-4.00102983716176,2.7898506561853784,3.5
88,0.8,0.05,0.0,0,2.492414497318732,0.2766369663096757,2.769051463628408,3.3133046464973948,4.272363834872235
89,0.8,0.05,0.0,0,-5.851690992503524,6.184461599933049,0.33277060742952447,2.7685386259370595,3.5
90,0.8,0.05,0.0,0,18.851124849361717,-16.775014070213707,2.07611077914801,3.5,5.856390606170215
91,0.8,0.05,1.0,5,-5.8,6.2251494934515605,0.4251494934515607,2.5021984032852735,3.5
92,0.8,0.05,0.0,0,-0.9538716503929621,3.569647782622072,2.6157761322291098,2.9591487436502564,3.6081409088438217
93,0.8,0.05,0.0,0,2.1232642500118093,-5.180322915431335,-3.0570586654195253,3.5,4.0492414612482195
94,0.8,0.05,0.0,0,-0.8263309315011576,2.7016412057461414,1.8753102742449839,2.975717351435244,3.5
95,0.8,0.05,1.0,5,-5.8,9.17274201624561,3.3727420162456108,2.4891047924907608,3.6850585195693952
96,0.8,0.05,1.0,2,-5.8,6.536199651321164,0.7361996513211642,2.4855280612335062,3.5
97,0.8,0.05,0.0,0,6.000804893534552,0.2707159135063808,6.2715208070409325,3.309488779613591,4.936887818748696
98,0.8,0.05,0.0,0,-7.876719840543142,0.829253128683618,-7.047466711859524,2.515410019932107,3.5
99,0.8,0.05,0.0,0,-2.2172797400094684,-2.5302734121479142,-4.747553152157383,3.2228400324988162,3.8152665341857865
100,0.8,0.05,0.0,0,-1.5669749258755576,-0.27099817951246497,-1.8379731053880226,3.289166082374588,3.860022933365032
101,0.8,0.05,0.0,0,5.532727189948881,-0.8544823015560077,4.678244888392873,3.5,4.702641144962653
102,0.8,0.05,0.0,0,3.7034561445257648,-3.812494156059949,-0.10903801153418424,3.5,3.997447509874264
103,0.8,0.05,1.0,3,-5.8,1.9915076949005694,-3.8084923050994304,2.144888727035809,3.5
104,0.8,0.05,1.0,4,-5.8,7.401641141887412,1.601641141887412,2.5291729777271676,3.82750690305334
105,0.8,0.05,0.0,0,-5.627622093243594,4.365843469234454,-1.26177862400914,2.7965472383445507,3.7903570917701064
106,0.8,0.05,1.0,5,-5.8,14.963523114365898,9.163523114365898,2.316964875085244,3.5
107,0.8,0.05,0.0,0,-4.149874697057102,-0.8101123683034972,-4.9599870653605995,2.913641267077968,4.192378942781568
108,0.8,0.05,0.0,0,0.6957896126818479,-5.434105891715433,-4.738316279033585,3.5,4.071943444882125
109,0.8,0.05,0.0,0,5.3719993475065255,-5.242920379302962,0.12907896820356335,3.5,4.8721695742521485
110,0.8,0.05,0.0,0,-2.3265109577410072,8.861383968000984,6.534873010259977,3.209186130282374,3.595680210180348
111,0.8,0.05,1.0,3,-5.8,7.084036731308658,1.2840367313086585,2.433713406966448,3.5
112,0.8,0.05,0.0,0,-1.631236836131535,7.826548770326203,6.195311934194668,2.906344974672053,3.5
113,0.8,0.05,1.0,3,-5.8,-6.348242662407699,-12.1482426624077,2.7150697834815136,3.535192846436266
114,0.8,0.05,0.0,0,11.804089047261494,-12.967171601175025,-1.1630825539135312,3.5,5.26068121589366
115,0.8,0.05,0.0,0,1.5275045310716653,-7.642806765761989,-6.115302234690324,3.5,3.815881348344914
116,0.8,0.05,0.0,0,9.701490420119578,-5.9384561501974,3.763034269922178,3.5,4.999718549946798
117,0.8,0.05,0.0,0,4.017781624594827,-2.3283038194539074,1.6894778051409194,3.5,4.30264630705557
118,0.8,0.05,0.0,0,4.866166934351307,-2.5212837115936626,2.3448832227576446,3.4135763581623353,4.611458657173508
119,0.8,0.05,0.0,0,11.257269571104489,-14.70489594841581,-3.4476263773113214,3.5,5.068320754077078
120,0.8,0.05,0.0,0,15.412375456988245,-13.381926638422712,2.0304488185655334,3.5,5.4265469321235305
121,0.8,0.05,0.0,0,-4.104763736539603,-1.4215956865497992,-5.526359423089402,2.8934384954081755,3.667341710532358
122,0.8,0.05,0.0,0,-2.6349068405175426,5.512874416836606,2.8779675763190635,3.170636644935307,3.796970068113349
123,0.8,0.05,0.0,0,6.800313145547088,-7.17752508113116,-0.3772119355840715,3.5,4.380850786260969
124,0.8,0.05,1.0,5,-5.8,3.145682667886236,-2.654317332113764,2.6707847510943497,3.7694182655718147
125,0.8,0.05,0.0,0,14.267190669443425,-8.805828517218046,5.461362152225378,3.5,5.283398833680428
126,0.8,0.05,0.0,0,5.348461490594554,-0.5268788624829801,4.821582628111574,3.0218402370926696,4.461816353370051
127,0.8,0.05,1.0,5,-5.8,7.416812258714236,1.6168122587142362,2.4320146787242978,3.5
128,0.8,0.05,0.0,0,-0.35747385993950154,-0.9602895918668475,-1.317763451806349,3.334362555051675,4.060953318859925
129,0.8,0.05,0.0,0,8.413118918159045,-0.20409556405620144,8.209023354102843,3.5,4.887705299454945
130,0.8,0.05,0.0,0,6.368855785928277,1.3105716875866946,7.679427473514972,3.0840673581306537,4.296106973241034
131,0.8,0.05,1.0,5,-5.8,10.20613216702455,4.406132167024551,2.721327743202346,3.5
132,0.8,0.05,0.0,0,-4.547709124254136,4.377737458302353,-0.16997166595178292,2.7890742921228755,3.903864929820039
133,0.8,0.05,0.0,0,1.6782649904067757,-0.21529281772343367,1.462972172683342,3.1190427757048282,4.069806633082111
134,0.8,0.05,1.0,2,-5.8,14.089266581479919,8.289266581479918,2.202781712213732,3.5
135,0.8,0.05,1.0,2,-5.8,-6.179498932241021,-11.979498932241022,2.7668898899532515,3.788432789693119
136,0.8,0.05,0.0,0,4.776261223487419,-9.984423279166563,-5.208162055679145,3.4556279072973504,4.700276641760459
137,0.8,0.05,0.0,0,8.93510737045972,-14.650114447242606,-5.715007076782886,3.5,4.616888421307465
138,0.8,0.05,1.0,3,-5.8,-5.96051048498297,-11.76051048498297,2.6376270485650943,3.5
139,0.8,0.05,0.0,0,-1.0097417713920542,4.8805690220241305,3.870827250632076,3.373782278575993,3.5446562621550814
140,0.8,0.05,0.0,0,3.0753063125524953,-8.4334161534278,-5.358109840875304,3.4831388893063058,3.884413289069062
141,0.8,0.05,0.0,0,-4.559157642882351,4.614592558869353,0.05543491598700179,2.8962372153824067,3.5
142,0.8,0.05,0.0,0,16.6860139154643,-9.741402600816942,6.944611314647359,3.5,5.585751739433038
143,0.8,0.05,0.0,0,1.4005418346615848,-6.231994059637671,-4.831452224976086,3.1838777831548164,3.675067729332698
144,0.8,0.05,1.0,3,-5.8,1.7774208212869569,-4.022579178713043,2.5462292885658804,3.5
145,0.8,0.05,1.0,5,-5.8,11.735410069783905,5.935410069783905,2.253076599813384,3.5
146,0.8,0.05,0.0,0,-4.737089414982701,10.09384009722118,5.35675068223848,2.9078638231271623,3.818416173600846
147,0.8,0.05,1.0,4,-5.8,3.10617456641455,-2.6938254335854497,2.560360893045826,3.5111774780626233
148,0.8,0.05,0.0,0,6.218653399726685,-11.368420303462088,-5.149766903735403,2.9841566204619547,4.3198765941666375
149,0.8,0.05,0.0,0,-0.2781308966600964,-4.204417827598954,-4.4825487242590505,3.0978468462193223,3.821521763435938
150,0.8,0.05,0.0,0,-3.523229382886605,2.67427163111416,-0.8489577517724447,2.8189694275494985,3.5
151,0.8,0.05,0.0,0,-2.5708560359059476,5.933270360331799,3.3624143244258518,3.0468571744357713,3.5
152,0.8,0.05,1.0,3,-5.8,-0.30516504834218416,-6.105165048342184,2.6643372800987373,3.5
153,0.8,0.05,0.0,0,-4.101846659541035,5.956559346763393,1.8547126872223574,2.8950142094234255,3.562789231946865
154,0.8,0.05,0.0,0,-1.1886419941382762,5.8235894982085945,4.634947504070318,3.228502280951337,3.657907953058451
155,0.8,0.05,1.0,3,-5.8,12.07271300789289,6.27271300789289,2.1339201248549595,3.5
156,0.8,0.05,0.0,0,9.983552635313481,-4.498884016329114,5.484668618984367,3.219348417030662,4.747944079414185
157,0.8,0.05,0.0,0,20.018874799880038,-23.228047134286065,-3.209172334406027,3.472084576163001,6.002359349985005
158,0.8,0.05,0.0,0,7.754013121534742,-2.151401693246253,5.602611428288489,3.5,4.4692516401918425
159,0.8,0.05,0.0,0,0.790313185293618,-5.165804355365546,-4.375491170071928,3.5,4.053761812947639
160,0.8,0.05,0.0,0,10.378315367335604,-18.41932790269997,-8.041012535364365,3.5,4.79728942091695
161,0.8,0.05,0.0,0,13.501817647769693,-8.262913580420932,5.238904067348761,3.5,5.187727205971211
162,0.8,0.05,0.0,0,-2.236030854224996,4.684821892033519,2.4487910378085234,2.954968722357992,3.5
163,0.8,0.05,0.0,0,-4.120043399751896,-4.560239885165682,-8.680283284917579,2.85737005438046,3.5
164,0.8,0.05,1.0,4,-5.8,6.009016707153321,0.20901670715332088,2.6515925703538716,3.6935341697975344
165,0.8,0.05,0.0,0,12.830470606738972,-10.24891804275061,2.581552563988362,3.2365125185778436,5.103808825842371
166,0.8,0.05,0.0,0,-5.053757050378083,-0.08866098741428186,-5.142418037792365,2.8682803687027394,3.8383993699682413
167,0.8,0.05,0.0,0,11.055179544320106,-7.673789703889371,3.381389840430735,3.5,5.525219787132793
168,0.8,0.05,0.0,0,-7.491843721958908,3.192719660719585,-4.299124061239323,2.5635195347551365,3.5
169,0.8,0.05,0.0,0,-0.5709825830991182,10.462500963642825,9.891518380543706,3.3261020221649393,3.825666479314005
170,0.8,0.05,0.0,0,-2.211173245823691,3.725601914880836,1.5144286690571453,3.2236033442720387,3.7693630498883532
171,0.8,0.05,0.0,0,7.794101721725669,-10.266938073768488,-2.472836352042819,3.5,4.832672789827349
172,0.8,0.05,0.0,0,1.4721203779610548,3.6874107172626314,5.159531095223686,3.05877476852531,3.684015047245132
173,0.8,0.05,0.0,0,-4.036644742362533,-7.77360663790077,-11.810251380263303,2.9954194072046834,3.5545441802053026
174,0.8,0.05,0.0,0,0.5420750137406998,5.068545243674185,5.610620257414885,2.9168582904331424,3.725867049040653
175,0.8,0.05,0.0,0,3.451285657972713,-4.208971791516651,-0.7576861335439382,3.5,4.374779988552053
176,0.8,0.05,0.0,0,7.90464303383086,-7.18995513252132,0.7146879013095404,3.5,4.488080379228857
