seed,liquidity,spot,hedged_qty,unhedged_rev,hedged_rev
35,0.5,5.4344752647896755,50.0,543.4475264789676,440.8156410317338
36,0.5,2.837044860895655,50.0,283.7044860895655,310.9441208370369
37,0.5,4.0259582960002955,50.0,402.59582960002956,370.38979259226255
38,0.5,2.1017345258429305,50.0,210.17345258429305,274.17860408440356
39,0.5,2.9825032613817397,50.0,298.250326138174,318.21704086134065
40,0.5,2.5670643467850125,50.0,256.70643467850124,297.44509513150507
41,0.5,6.006024017647005,50.0,600.6024017647005,469.39307867460684
42,0.5,3.1354194735378487,50.0,313.54194735378485,325.86285146913076
43,0.5,4.449372026124917,50.0,444.93720261249166,391.56047909849497
44,0.5,3.8296099929682357,50.0,382.96099929682356,360.5723774406561
45,0.5,5.4344752647896755,50.0,543.4475264789676,440.8156410317338
46,0.5,2.837044860895655,50.0,283.7044860895655,310.9441208370369
47,0.5,4.025958296000295,50.0,402.59582960002945,370.38979259226244
48,0.5,3.465174418122088,50.0,346.5174418122088,342.35059869835555
49,0.5,4.917316566972579,50.0,491.73165669725785,414.9577061408774
50,0.5,2.5670643467850125,50.0,256.70643467850124,297.44509513150507
51,0.5,3.642837709673359,50.0,364.2837709673359,351.2337632759182
52,0.5,3.1354194735378487,50.0,313.54194735378485,325.86285146913076
53,0.5,4.449372026124917,50.0,444.93720261249166,391.56047909849497
54,0.5,3.8296099929682366,50.0,382.9609992968237,360.5723774406562
55,0.5,3.2961758675448705,50.0,329.61758675448704,333.9006711695028
56,0.5,4.677496208089153,50.0,467.74962080891527,402.9666881967143
57,0.5,4.025958296000295,50.0,402.59582960002945,370.38979259226244
58,0.5,3.465174418122088,50.0,346.5174418122088,342.35059869835555
59,0.5,2.9825032613817397,50.0,298.250326138174,318.21704086134065
60,0.5,2.5670643467850125,50.0,256.70643467850124,297.44509513150507
61,0.5,2.209492759274241,50.0,220.94927592742408,279.5665157559657
62,0.5,3.1354194735378487,50.0,313.54194735378485,325.86285146913076
63,0.5,1.6368324945346824,50.0,163.68324945346825,250.9335025189866
64,0.5,2.322775875477118,50.0,232.2775875477118,285.2306715660988
65,0.5,3.2961758675448705,50.0,329.61758675448704,333.9006711695028
66,0.5,4.677496208089153,50.0,467.74962080891527,402.9666881967143
67,0.5,2.4418671412486086,50.0,244.18671412486086,291.18523485467676
68,0.5,3.465174418122088,50.0,346.5174418122088,342.35059869835555
69,0.5,2.9825032613817397,50.0,298.250326138174,318.21704086134065
70,0.5,4.23237359180038,50.0,423.237359180038,380.7105573822584
71,0.5,2.209492759274241,50.0,220.94927592742408,279.5665157559657
72,0.5,3.1354194735378487,50.0,313.54194735378485,325.86285146913076
73,0.5,2.6986805503124818,50.0,269.86805503124816,304.02590530786875
74,0.5,3.8296099929682366,50.0,382.9609992968237,360.5723774406562
75,0.5,1.999231723470852,50.0,199.9231723470852,269.05346396579756
76,0.5,2.837044860895655,50.0,283.7044860895655,310.9441208370369
