cell_index,cell_label,n_seeds,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,434.64,435.6,283.41999999999996,608.29,0.6149451467351935,0.6292713182966813,0.5445339983089021,0.6902390383943413,26.857527426632405,26.92326766699682,17.387803873695592,37.747660586175925,150.50743725373255,154.0967542458173,91.20971949810071,218.0169484988266,15.65,16.0,15.0,16.0,0.35,0.0,0.0,1.0,0.20625,0.1875,0.125,0.25625,7.825,8.0,7.5,8.0
