cell_index,cell_label,n_seeds,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,331.38,307.35,228.43,455.07,0.6768097796756007,0.6679147465437788,0.6116236925720867,0.740704380607319,20.3728451101622,18.862180497198878,13.94460736848589,28.11958477367276,110.27090408125824,100.93248635677168,66.19360921235644,164.4696043100248,15.65,16.0,15.0,16.0,0.4,0.0,0.0,1.0,0.45,0.46875,0.3125,0.5625,7.825,8.0,7.5,8.0
