epoch,total_production_mean,total_production_std,total_production_ci95,total_production_min,total_production_max,mean_production_mean,mean_production_std,mean_production_ci95,mean_production_min,mean_production_max,total_houses_built_mean,total_houses_built_std,total_houses_built_ci95,total_houses_built_min,total_houses_built_max,total_tax_revenue_mean,total_tax_revenue_std,total_tax_revenue_ci95,total_tax_revenue_min,total_tax_revenue_max,mean_effective_tax_rate_mean,mean_effective_tax_rate_std,mean_effective_tax_rate_ci95,mean_effective_tax_rate_min,mean_effective_tax_rate_max,total_tax_shortfall_mean,total_tax_shortfall_std,total_tax_shortfall_ci95,total_tax_shortfall_min,total_tax_shortfall_max,total_redistributed_mean,total_redistributed_std,total_redistributed_ci95,total_redistributed_min,total_redistributed_max,gini_coefficient_mean,gini_coefficient_std,gini_coefficient_ci95,gini_coefficient_min,gini_coefficient_max,atkinson_index_mean,atkinson_index_std,atkinson_index_ci95,atkinson_index_min,atkinson_index_max,welfare_mean,welfare_std,welfare_ci95,welfare_min,welfare_max,total_audits_mean,total_audits_std,total_audits_ci95,total_audits_min,total_audits_max,total_catches_mean,total_catches_std,total_catches_ci95,total_catches_min,total_catches_max,total_fines_mean,total_fines_std,total_fines_ci95,total_fines_min,total_fines_max,undetected_evasion_rate_mean,undetected_evasion_rate_std,undetected_evasion_rate_ci95,undetected_evasion_rate_min,undetected_evasion_rate_max,enforcement_cost_mean,enforcement_cost_std,enforcement_cost_ci95,enforcement_cost_min,enforcement_cost_max,bunching_intensity_mean,bunching_intensity_std,bunching_intensity_ci95,bunching_intensity_min,bunching_intensity_max,collusion_events_detected_mean,collusion_events_detected_std,collusion_events_detected_ci95,collusion_events_detected_min,collusion_events_detected_max,collusion_suspicion_mean_mean,collusion_suspicion_mean_std,collusion_suspicion_mean_ci95,collusion_suspicion_mean_min,collusion_suspicion_mean_max,exploit_frequency_mean,exploit_frequency_std,exploit_frequency_ci95,exploit_frequency_min,exploit_frequency_max,governance_backfire_events_mean,governance_backfire_events_std,governance_backfire_events_ci95,governance_backfire_events_min,governance_backfire_events_max,variance_amplification_mean,variance_amplification_std,variance_amplification_ci95,variance_amplification_min,variance_amplification_max,income_coin_gap_mean,income_coin_gap_std,income_coin_gap_ci95,income_coin_gap_min,income_coin_gap_max,coin_conserved_mean,coin_conserved_std,coin_conserved_ci95,coin_conserved_min,coin_conserved_max
10,416.5,98.5384019896135,35.26151429281253,175.5,605.0,29.749999999999993,7.0384572849723925,2.518679592343752,12.535714285714286,43.214285714285715,28.666666666666668,6.779052703405953,2.425852854992255,12.0,42.0,113.03899703725816,37.061447318330345,13.2622685972254,38.82690114034413,187.8540690299384,0.13519221244201768,0.031721315741784946,0.0113513270545393,0.07179274448024826,0.20043641505558737,0.0,0.0,0.0,0.0,0.0,116.42240276571721,36.54320371551789,13.076817505683888,38.82690114034413,187.85406902993842,0.5821868686445684,0.06426204228531003,0.022995876498663224,0.42981246552675123,0.7144892144892144,0.46151216723857724,0.07846157490648165,0.028077113989458707,0.26558061741814454,0.6127347110441973,29.458906565677715,7.057387689251333,2.5254537505153136,12.178469678469678,42.98293978748524,14.0,0.0,0.0,14.0,14.0,0.36666666666666664,0.5467073155618907,0.19563670033641054,0.0,2.0,3.3834057284590804,6.6705817585496785,2.3870370258822238,0.0,29.811599999999927,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.42619047619047623,0.08937297323392124,0.031981707734729074,0.21428571428571427,0.5714285714285714,34.06666666666667,7.056596598612929,2.5251706623660257,21.0,51.0,0.8009486993031741,0.025786360227620785,0.009227530499446343,0.7664596273291925,0.8718367346938775,0.08421512967542247,0.020225562974951095,0.007237624758686379,0.04408060453400504,0.13286713286713286,13.633333333333333,0.5467073155618908,0.1956367003364106,12.0,14.0,1.1035479021235264,0.16870334822359886,0.06036971784115994,0.7852635478690022,1.5887655396975213,-9.266666666666667,11.607277410697519,4.153610877118669,-35.0,7.5,1.0,0.0,0.0,1.0,1.0
11,446.0,109.77613584017247,39.282885705270346,176.5,670.0,31.857142857142858,7.841152560012319,2.8059204075193103,12.607142857142858,47.857142857142854,30.666666666666668,7.363574011458173,2.6350211187571713,12.0,46.0,126.2572122913148,41.55474038609338,14.870172871413063,40.12447826898691,212.4528374950418,0.14394547127191315,0.03226148160394517,0.011544622925838894,0.07695032125769238,0.2109069068877966,0.0,0.0,0.0,0.0,0.0,131.4668772419294,42.74077045614988,15.294588281269323,40.12447826898691,232.61391488521102,0.5780242751444233,0.0660651582185373,0.023641113248674586,0.41816797767064195,0.7157021448806151,0.45738840330343017,0.08015423032852433,0.028682822953193028,0.25712094813782094,0.613481190469274,31.568130719570647,7.860712643490829,2.8129198934985813,12.24929178470255,47.62670575692963,13.966666666666667,0.17950549357115006,0.06423521590967808,13.0,14.0,0.43333333333333335,0.6155395104206463,0.2202679849301418,0.0,2.0,5.209664950614628,9.765866054974722,3.4946702861639793,0.0,46.383219995092496,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557503,0.03211760795483904,6.5,7.0,0.4166666666666667,0.08468294877989875,0.03030340403809935,0.21428571428571427,0.5714285714285714,33.53333333333333,7.9571072353937495,2.8474142552043142,16.0,52.0,0.8022796611845712,0.023009938948337385,0.008234000904429776,0.7546938775510205,0.8755102040816329,0.08092092584089657,0.02091713033966903,0.007485098961870784,0.043010752688172046,0.13027522935779817,13.533333333333333,0.6699917080747261,0.23975345361124317,12.0,14.0,1.0934146244123295,0.17204859337513037,0.06156679844468062,0.7661246559841044,1.5972841068728247,-8.266666666666667,13.013924166915308,4.656972954215679,-40.0,21.5,1.0,0.0,0.0,1.0,1.0
12,490.91556722716865,124.07963771807562,44.401328116769115,199.5,734.0,35.06539765908347,8.86283126557683,3.1715234369120795,14.25,52.42857142857143,33.2,8.051500895278263,2.8811925925830706,14.0,48.0,145.3403193295934,46.35642874171523,16.588434982049257,45.492954424901036,245.39782064360855,0.15222756511806754,0.03543713934727873,0.012681017454719527,0.07740100077722688,0.22871885339410772,0.0,0.0,0.0,0.0,0.0,157.08846997533232,52.1432324462582,18.65921609293992,55.61781379951531,266.47489740193413,0.5825585203508858,0.07393173124732104,0.02645613025411729,0.40189594356261016,0.7337987826709631,0.4591662173495991,0.08121321445755383,0.02906177555692585,0.24999720645092904,0.6230781468972475,34.77411839890804,8.888301740647265,3.18063792935976,13.883100608664519,52.21540482678085,14.0,0.0,0.0,14.0,14.0,1.1666666666666667,0.7781745019952503,0.2784661692331897,0.0,2.0,11.748150645738958,11.059754465597921,3.9576823075006304,0.0,38.66028012087162,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.4214285714285715,0.07682031335667465,0.027489796086709855,0.2857142857142857,0.5714285714285714,30.933333333333334,7.780031419530957,2.7840484882963485,11.0,44.0,0.8037300127763579,0.02277089690215899,0.008148460806785498,0.7591517857142859,0.853142857142857,0.07270517525235994,0.01968491793965816,0.0070441574174834095,0.037037037037037035,0.11151736745886655,12.833333333333334,0.77817450199525,0.27846616923318956,12.0,14.0,1.1089820762300875,0.19411190789280672,0.06946205414706015,0.7242686923361863,1.675035052242502,-0.15109943949804575,26.30564397064451,9.413353800382218,-51.0,81.70017855724612,1.0,0.0,0.0,1.0,1.0
13,514.6449532596764,122.75795252387127,43.928369144175385,231.5,719.0,36.76035380426261,8.76842518027652,3.137740653155385,16.535714285714285,51.357142857142854,35.03333333333333,8.487179874506149,3.0370983130223097,14.0,50.0,163.08753131688655,50.32743155402638,18.00944008864585,63.33934212845806,260.6516563958127,0.1607259872762063,0.035790472141447184,0.012807455971278822,0.07884549872420578,0.22961117981144247,0.0,0.0,0.0,0.0,0.0,167.40135156159593,48.6839319283971,17.42132130074966,63.339342128458036,260.6516563958127,0.5912637080500418,0.06891648121625209,0.024661446079401256,0.41268687707641194,0.7301758716445541,0.46348157126620254,0.07784563925167624,0.027856704246081068,0.2536335768633703,0.6222334504099094,36.46472195023758,8.790978564430675,3.1458112780249348,16.170626349892007,51.11866679912577,13.966666666666667,0.1795054935711501,0.06423521590967808,13.0,14.0,0.3333333333333333,0.5374838498865698,0.19233612553336193,0.0,2.0,4.3138202447093486,8.34264699750062,2.985377887224771,0.0,32.327279999999895,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557504,0.03211760795483904,6.5,7.0,0.4166666666666667,0.08056630626518395,0.028830282433323213,0.21428571428571427,0.5714285714285714,32.13333333333333,7.48212685151904,2.677444707732162,14.0,46.0,0.8012827049991563,0.018802332386448614,0.006728328233421661,0.7706896551724138,0.8403571428571432,0.07076474211777994,0.01862569779557604,0.006665120356848678,0.03192702394526796,0.11596638655462185,13.633333333333333,0.6046119049072348,0.2163575915178558,12.0,14.0,1.1283092704962525,0.18135651703132227,0.06489759614803503,0.7342159512992339,1.5856088730294398,-3.6550467403235394,30.650330963328372,10.968080073561145,-77.0,67.89222131367188,1.0,0.0,0.0,1.0,1.0
14,534.1981662776433,132.53359807927853,47.42653897962488,205.5,755.0,38.15701187697451,9.466685577091322,3.387609927116063,14.678571428571429,53.92857142857143,36.9,8.829307258594337,3.159527025081795,15.0,51.0,173.97142186431583,54.00098451665467,19.324004133542527,57.88263328359927,267.4058667127662,0.16653524864433158,0.03878285128871146,0.013878265096861103,0.0828177927906969,0.23808626411829517,0.0,0.0,0.0,0.0,0.0,180.6313343642591,54.522248737448024,19.51053613934646,57.882633283599255,293.9278678150867,0.5932720816464275,0.07225947639023748,0.025857721538797427,0.4250503018108651,0.7634688912061174,0.46430797069556146,0.08054892542400274,0.02882406277918475,0.2585634666050809,0.6459262926856915,37.860375836151306,9.495339616480319,3.397863643424232,14.29683698296837,53.6957426679281,13.933333333333334,0.2494438257849294,0.08926232667235916,13.0,14.0,0.4,0.6110100926607788,0.21864715360090511,0.0,2.0,6.659912499943243,12.648120093785522,4.526071647795115,0.0,56.43772775741354,0.0,0.0,0.0,0.0,0.0,6.966666666666667,0.1247219128924647,0.04463116333617958,6.5,7.0,0.4142857142857143,0.07911070345636262,0.028309401657792454,0.21428571428571427,0.5714285714285714,32.86666666666667,7.978025375297379,2.8548997154340086,15.0,48.0,0.802001165485924,0.01998403853198595,0.007151196346760472,0.7589285714285717,0.8599206349206353,0.07119212670204268,0.017536896213066967,0.0062754977144221505,0.04228121927236971,0.10669077757685352,13.533333333333333,0.6699917080747261,0.23975345361124317,12.0,14.0,1.1490635009983479,0.21654938071981736,0.07749120068089194,0.7627108441469865,1.8773950294967146,-13.701833722356772,31.514285752511217,11.27724232433852,-94.0,75.14523390624994,1.0,0.0,0.0,1.0,1.0
15,568.1100834583141,144.6318949478261,51.75585891312599,244.5,796.0,40.57929167559386,10.330849639130438,3.696847065223286,17.464285714285715,56.857142857142854,38.766666666666666,9.411635824280967,3.3679106260685097,17.0,54.0,188.19090239158206,61.19783828943241,21.89936518109466,62.76776894221159,296.05227485225043,0.17255429054541835,0.03999289934952924,0.014311275234330286,0.07935955111835531,0.24592150052578127,0.0,0.0,0.0,0.0,0.0,204.41828760932913,67.81700005086341,24.2680017973221,83.29427118866937,318.5204097822455,0.5888795646830435,0.06910755917882284,0.024729822450158118,0.42002279635258355,0.7527023079170319,0.46160821074440705,0.07937522441045493,0.028404059265538698,0.25703145511449943,0.6367863566212342,40.284851893252345,10.35379020438533,3.7050562410703414,17.0879345603272,56.618853194544144,14.0,0.0,0.0,14.0,14.0,1.1666666666666667,0.7781745019952503,0.2784661692331897,0.0,2.0,16.22738521774706,14.639671337380806,5.238739107617589,0.0,52.80098604819927,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.41190476190476194,0.07971747163230096,0.02852653086098908,0.21428571428571427,0.5714285714285714,32.666666666666664,8.619100236619184,3.084305408329702,13.0,49.0,0.8052401996244819,0.02044972461330489,0.007317839970777455,0.7712301587301589,0.8681318681318682,0.06975114151915461,0.019817020868736775,0.007091429843540399,0.03878902554399243,0.11956521739130435,12.833333333333334,0.77817450199525,0.27846616923318956,12.0,14.0,1.125550265727364,0.1924883130553444,0.06888105819613181,0.7427561087281376,1.728408372664078,-7.223249875019287,29.49422128021455,10.554371536665306,-80.0,68.97375000000005,1.0,0.0,0.0,1.0,1.0
16,620.777175474257,158.75888185159826,56.81113625235303,251.5,916.6442635858682,44.34122681958979,11.339920132257019,4.057938303739502,17.964285714285715,65.47459025613344,40.9,9.65177013125917,3.453841584220227,17.0,55.0,221.9619846928758,73.70887657298469,26.376382733093358,77.52294975873359,372.92726748242785,0.1850305214995684,0.04408518642528585,0.01577568135720707,0.0713406012435088,0.27133325812312054,0.0,0.0,0.0,0.0,0.0,227.3622991846747,71.48609473254956,25.580970466872834,77.52294975873357,372.9272674824278,0.5939572910355249,0.0725468209606634,0.02596054647275671,0.4394989150286204,0.753621130360693,0.4618890198945895,0.07967160283368979,0.028510116922208215,0.27350424390038064,0.6385543370714002,44.04424817407202,11.368722724364309,4.0682451789552,17.58747514910537,65.23115234945685,14.0,0.0,0.0,14.0,14.0,0.36666666666666664,0.604611904907235,0.21635759151785589,0.0,2.0,5.400314491798858,10.227013381893208,3.6596897377778026,0.0,35.74559999999984,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.41190476190476194,0.07971747163230096,0.02852653086098908,0.21428571428571427,0.5714285714285714,34.266666666666666,7.64169847321625,2.7345466792031075,18.0,50.0,0.8015200221818196,0.024039296457954974,0.008602351758562972,0.7699248120300751,0.8987012987012989,0.06306641188720341,0.018502245583819913,0.006620943550228892,0.03155818540433925,0.10363636363636364,13.633333333333333,0.6046119049072348,0.2163575915178558,12.0,14.0,1.1485219077975126,0.20694828843156873,0.07405549392988967,0.7853102613818262,1.7291846067698975,12.810508807590384,48.7698983973108,17.452084006568885,-52.0,151.57345588443357,1.0,0.0,0.0,1.0,1.0
17,617.7076777418113,161.05514815961993,57.63284459758217,266.5,867.0,44.12197698155793,11.503939154258566,4.116631756970156,19.035714285714285,61.92857142857143,42.733333333333334,10.210887435586693,3.653919142003048,18.0,60.0,222.34109148191095,73.74931287768109,26.390852678893282,85.94454382273311,339.96039417650746,0.18824951081135294,0.04287402882606538,0.015342274176519658,0.07859902846697091,0.24946726827229607,0.0,0.0,0.0,0.0,0.0,230.5482297823766,73.99008881518631,26.47701324158031,85.94454382273311,347.7891429282003,0.5915459793846777,0.06908496845792055,0.024721738464504834,0.42781067049575894,0.7634682390779952,0.4587977554386438,0.07743350998686319,0.027709225682716263,0.2598586732023951,0.6452345781908779,43.8262039918656,11.52787285308166,4.125196321100385,18.653980166175288,61.67787114845939,13.966666666666667,0.17950549357115012,0.0642352159096781,13.0,14.0,0.43333333333333335,0.6155395104206463,0.2202679849301418,0.0,2.0,8.207138300465687,15.331182179597125,5.4861930844845554,0.0,68.20073899994772,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557506,0.03211760795483905,6.5,7.0,0.40238095238095245,0.07711492733667448,0.027595222345476685,0.21428571428571427,0.5714285714285714,33.06666666666667,6.632914559645371,2.3735579918638474,21.0,47.0,0.8000148015137014,0.021990991104706255,0.00786937510142947,0.7529900332225915,0.8433333333333335,0.06116267436706131,0.01663336706579644,0.005952173961477482,0.03137651821862348,0.09397944199706314,13.533333333333333,0.6699917080747261,0.23975345361124317,12.0,14.0,1.1354021085459516,0.2062720021059452,0.07381348797631716,0.7585756716318511,1.7941125579527977,-17.55898892485552,52.4716228772762,18.776729099475023,-119.0,146.68292044773216,1.0,0.0,0.0,1.0,1.0
18,658.1190015131257,170.2080321243993,60.90816205989033,305.5,1004.825,47.008500108080405,12.157716580314238,4.350583004277882,21.821428571428573,71.77321428571429,44.86666666666667,10.892607074933387,3.8978693819211694,19.0,64.0,239.95846224032755,76.71589378521541,27.452430022950807,91.89402006106799,377.95556456078987,0.19295266032804115,0.043192754498919406,0.015456328693762724,0.08253856809820574,0.27557397003717304,0.0,0.0,0.0,0.0,0.0,260.31219341177473,82.98649072933932,29.696334321226296,115.67822861868974,399.5354017905292,0.599319331438503,0.06740413915446411,0.02412026142295656,0.44888591119278054,0.7611643675473463,0.4631477278488083,0.07606117114508994,0.02721814053513218,0.26911573119281496,0.6437995711901319,46.708840442361165,12.185103951628571,4.36038344923684,21.4408463876549,71.5487713301179,13.966666666666667,0.17950549357115012,0.0642352159096781,13.0,14.0,1.2,0.7483314773547882,0.26778698001707746,0.0,2.0,20.353731171447173,17.701692980667083,6.3344694803409185,0.0,64.09192684765166,0.0,0.0,0.0,0.0,0.0,6.983333333333333,0.08975274678557506,0.03211760795483905,6.5,7.0,0.4047619047619048,0.07678340712665284,0.02747658936190885,0.21428571428571427,0.5714285714285714,32.06666666666667,8.322392818307858,2.9781300222840557,16.0,59.0,0.8056556114424526,0.019842844465270175,0.00710067069888074,0.7742857142857145,0.8465838509316769,0.06081227877195545,0.01869983205142394,0.006691648959600359,0.0214168039538715,0.1063321385902031,12.766666666666667,0.7608474807008885,0.2722657742938907,12.0,14.0,1.1604077366384842,0.20076765369323904,0.07184378219351263,0.8052058827552562,1.7425185348781704,-8.080998486874334,45.35754921754741,16.230990534939654,-91.0,95.57374999999996,1.0,0.0,0.0,1.0,1.0
19,686.0864874702158,164.0556570855096,58.70656292708302,266.5,1017.26625,49.00617767644398,11.718261220393542,4.193325923363073,19.035714285714285,72.661875,46.166666666666664,11.111805533855522,3.976308543062224,19.0,64.0,265.2795804303313,84.54832280924165,30.2552287532088,91.65794086251663,445.62657111345277,0.20262203198137016,0.04379265295794816,0.01567099960033485,0.08099656983393502,0.28387188193513574,0.0,0.0,0.0,0.0,0.0,271.7804370605487,81.27427504112457,29.083625806136652,91.65794086251664,445.6265711134528,0.591209960022395,0.06735308070971908,0.02410199039315708,0.4399931810433003,0.7851782363977486,0.46002467912470796,0.07720752775055924,0.02762835897801576,0.26584805904630804,0.6662144470074635,48.710572696432784,11.738433187356167,4.200544369035062,18.64312516751541,72.41680426507686,14.0,0.0,0.0,14.0,14.0,0.3333333333333333,0.5374838498865698,0.19233612553336193,0.0,2.0,6.50085663021737,11.883208636770501,4.252351598254286,0.0,38.04486609264659,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.40238095238095245,0.07711492733667448,0.027595222345476685,0.21428571428571427,0.5714285714285714,35.03333333333333,7.960248460667265,2.8485383282321144,15.0,53.0,0.8052006001651275,0.02023263791506681,0.007240156493492037,0.7734501347708898,0.8407619047619048,0.06022654240840772,0.017420732531444022,0.006233929074814164,0.03078677309007982,0.11505922165820642,13.666666666666666,0.5374838498865699,0.19233612553336196,12.0,14.0,1.1328116417048277,0.21143825940105593,0.07566220940647689,0.7814643939168986,1.964807823263369,-2.6801791964509203,65.3112564692326,23.371332972439884,-122.0,172.9475000000001,1.0,0.0,0.0,1.0,1.0
