cell_index,cell_label,n_seeds,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,326.73,322.35,204.1,463.61,0.5573006811442263,0.5724245290511106,0.4179521405931632,0.7139641317972693,40.56259965942789,40.005470005452835,25.148095783994236,57.74227392970342,19.48858829203449,21.31810041733696,12.439960299483378,29.467040383663765,7.85,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.075,0.0625,0.0,0.1375,3.925,4.0,3.5,4.0
