cell_index,cell_label,n_seeds,epoch,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,0,56.33,57.8,50.87,60.65,0.09351405186870078,0.08633869263285032,0.04710789766407111,0.1433440112097454,6.99449297406565,7.191770683668582,6.292610908780294,7.545840109304185,5.633,5.779999999999999,5.087,6.065000000000001,6.5,7.0,4.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.5,2.45,4.0
0,baseline,20,1,66.34,69.75,46.19,80.61000000000001,0.348804358986108,0.3538856148821358,0.2215004237855199,0.46179656949491976,8.118097820506947,8.575717497430627,5.52064954302429,9.944938410800857,7.220492,7.4828,4.766672000000001,9.08028,7.4,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.25,3.7,4.0,3.0,4.0
0,baseline,20,2,80.11,78.95,55.96,100.57,0.45903577269278995,0.45354782021375734,0.3457019602534869,0.5589241054424456,9.784232113653605,9.630254819478136,6.723415929919898,12.398399019873256,9.450786,9.471520000000002,6.218184,12.227408000000002,7.65,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.09375,0.125,0.0,0.25,3.825,4.0,3.5,4.0
0,baseline,20,3,93.46,91.65,67.33,127.24999999999999,0.4819339551789924,0.47644721890605624,0.3688873311550045,0.5710165353287188,11.441533022410503,11.213397696638312,8.207471848043173,15.676753408681195,11.619244000000002,10.783320000000003,6.190712000000001,18.291900000000002,7.8,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.1,0.125,0.0,0.25,3.9,4.0,3.5,4.0
0,baseline,20,4,103.44500000000001,100.35,62.97,146.03,0.47833411701801243,0.4879924123941953,0.3956445993031359,0.5703404409434562,12.691457941490993,12.282310763302679,7.592655821966167,18.07860884683026,12.843414000000003,11.044620000000002,6.047944000000002,19.58588,7.9,8.0,7.9,8.0,0.0,0.0,0.0,0.0,0.08125,0.125,0.0,0.1375,3.95,4.0,3.95,4.0
0,baseline,20,5,122.62,114.8,76.38,192.92,0.49994294150352353,0.5079564789110773,0.409696628011866,0.5811462183521473,15.077528529248237,14.122312645170105,9.263369240223055,23.936566134969937,16.50028,14.1358,8.01984,29.588980000000003,7.95,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.09375,0.125,0.0,0.25,3.975,4.0,4.0,4.0
0,baseline,20,6,134.415,122.05,79.71,203.86999999999998,0.5004933256508013,0.5032712619125015,0.39464159209545113,0.5704301075268817,16.5516283371746,15.002070829389137,9.679330350567092,25.2969461147086,18.029812000000003,16.143800000000002,8.490752000000004,30.461936,7.85,8.0,7.9,8.0,0.0,0.0,0.0,0.0,0.0875,0.125,0.0,0.1375,3.925,4.0,3.95,4.0
0,baseline,20,7,140.16,129.64999999999998,79.2,209.32,0.5023427048595026,0.5072786464207544,0.3982043475604904,0.5875371003329224,17.26882864757025,15.947846579279322,9.613368151068729,25.97189571151145,18.091956000000003,15.539640000000002,7.703176000000003,30.404200000000007,7.8,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0875,0.125,0.0,0.25,3.9,4.0,3.5,4.0
0,baseline,20,8,154.655,141.2,89.32,235.75,0.5133081506801113,0.5063646158377233,0.41888735638042013,0.604307980384296,19.075220924659945,17.381773891542053,10.858551263856391,29.256846000621536,20.350912000000005,17.34964,9.279256000000002,36.037800000000004,7.75,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.09375,0.125,0.0,0.25,3.875,4.0,3.5,4.0
0,baseline,20,9,165.575,152.5,90.28,246.91,0.5140925069779178,0.5050469667318982,0.40472089664835914,0.6029668088992457,20.43982874651104,18.79146563990366,10.979343309943546,30.661389551675814,21.540642400000003,18.952236000000003,10.026716000000002,36.8238328,7.85,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.09375,0.125,0.0,0.25,3.925,4.0,3.5,4.0
