hedge_ratio,n,net_cost_mean,net_cost_median,net_cost_p10,net_cost_p90,net_cost_std,var_reduction_pct
0.0,100,359.76995274947035,346.5174418122088,244.18671412486086,491.73165669725785,99.13963714144111,0.0
0.25,100,359.76995274947035,349.83056954652426,273.0825237810136,458.7412307103106,74.35472785608083,43.75
0.5,100,359.7699527494704,353.1436972808397,301.9783334371655,425.75080472336424,49.569818570720585,74.99999999999997
0.75,100,359.76995274947035,356.4568250151552,330.87414309331825,392.76037873641707,24.784909285360296,93.74999999999999
1.0,100,359.7699527494704,359.76995274947046,359.7699527494701,359.76995274947075,2.431802383656598e-13,100.0
