seed,hedge_ratio,spot,unhedged_cost,net_cost,long_pnl
0,0.75,2.5670643467850125,256.70643467850124,334.0040732317278,-77.29763855322653
1,0.75,3.642837709673359,364.2837709673359,360.8984073039365,3.385363663399403
2,0.75,3.1354194735378487,313.54194735378485,348.21295140054906,-34.67100404676421
3,0.75,4.449372026124917,444.93720261249166,381.0617652152256,63.87543739726607
4,0.75,2.322775875477118,232.2775875477118,327.8968614490304,-95.61927390131859
5,0.75,5.4344752647896755,543.4475264789676,405.68934618184494,137.75818029712264
6,0.75,4.677496208089153,467.74962080891527,386.7648697643319,80.98475104458339
7,0.75,6.637683077567331,663.7683077567331,435.7695415012863,227.99876625544675
8,0.75,3.465174418122088,346.5174418122088,356.4568250151552,-9.939383202946374
9,0.75,2.9825032613817397,298.250326138174,344.3900460966466,-46.1397199584726
10,0.75,4.23237359180038,423.237359180038,375.6368043571121,47.600554822925915
11,0.75,3.642837709673359,364.2837709673359,360.8984073039365,3.385363663399403
12,0.75,3.1354194735378482,313.54194735378485,348.21295140054906,-34.67100404676421
13,0.75,2.6986805503124818,269.86805503124816,337.2944783199144,-67.42642328866623
14,0.75,3.8296099929682366,382.9609992968237,365.56771438630875,17.39328491051492
15,0.75,3.2961758675448705,329.61758675448704,352.2318612507242,-22.614274496237158
16,0.75,2.837044860895655,283.7044860895655,340.7535860844943,-57.04909999492884
17,0.75,4.0259582960002955,402.59582960002956,370.47642196210984,32.11940763791972
18,0.75,3.465174418122088,346.5174418122088,356.4568250151552,-9.939383202946374
19,0.75,4.917316566972579,491.73165669725785,392.76037873641707,98.97127796084078
20,0.75,4.23237359180038,423.237359180038,375.6368043571121,47.600554822925915
21,0.75,3.642837709673359,364.2837709673359,360.8984073039365,3.385363663399403
22,0.75,3.1354194735378487,313.54194735378485,348.21295140054906,-34.67100404676421
23,0.75,4.449372026124917,444.93720261249166,381.0617652152256,63.87543739726607
24,0.75,3.8296099929682366,382.9609992968237,365.56771438630875,17.39328491051492
25,0.75,3.2961758675448705,329.61758675448704,352.2318612507242,-22.614274496237158
26,0.75,2.837044860895655,283.7044860895655,340.7535860844943,-57.04909999492884
27,0.75,4.0259582960002955,402.59582960002956,370.47642196210984,32.11940763791972
28,0.75,3.465174418122088,346.5174418122088,356.4568250151552,-9.939383202946374
29,0.75,4.917316566972579,491.73165669725785,392.76037873641707,98.97127796084078
30,0.75,4.23237359180038,423.237359180038,375.6368043571121,47.600554822925915
31,0.75,6.006024017647005,600.6024017647005,419.97806500327806,180.62433676142246
32,0.75,5.169432778589249,516.9432778589248,399.063284026834,117.8799938320908
33,0.75,4.449372026124917,444.93720261249166,381.0617652152256,63.87543739726607
34,0.75,3.8296099929682366,382.9609992968237,365.56771438630875,17.39328491051492
35,0.75,5.4344752647896755,543.4475264789676,405.68934618184494,137.75818029712264
36,0.75,2.837044860895655,283.7044860895655,340.7535860844943,-57.04909999492884
37,0.75,4.0259582960002955,402.59582960002956,370.47642196210984,32.11940763791972
38,0.75,2.1017345258429305,210.17345258429305,322.37082770817597,-112.19737512388292
39,0.75,2.9825032613817397,298.250326138174,344.3900460966466,-46.1397199584726
40,0.75,2.5670643467850125,256.70643467850124,334.0040732317278,-77.29763855322653
41,0.75,6.006024017647005,600.6024017647005,419.97806500327806,180.62433676142246
42,0.75,3.1354194735378487,313.54194735378485,348.21295140054906,-34.67100404676421
43,0.75,4.449372026124917,444.93720261249166,381.0617652152256,63.87543739726607
44,0.75,3.8296099929682357,382.96099929682356,365.56771438630864,17.39328491051492
45,0.75,5.4344752647896755,543.4475264789676,405.68934618184494,137.75818029712264
46,0.75,2.837044860895655,283.7044860895655,340.7535860844943,-57.04909999492884
47,0.75,4.025958296000295,402.59582960002945,370.4764219621097,32.11940763791972
48,0.75,3.465174418122088,346.5174418122088,356.4568250151552,-9.939383202946374
49,0.75,4.917316566972579,491.73165669725785,392.76037873641707,98.97127796084078
50,0.75,2.5670643467850125,256.70643467850124,334.0040732317278,-77.29763855322653
51,0.75,3.642837709673359,364.2837709673359,360.8984073039365,3.385363663399403
52,0.75,3.1354194735378487,313.54194735378485,348.21295140054906,-34.67100404676421
53,0.75,4.449372026124917,444.93720261249166,381.0617652152256,63.87543739726607
54,0.75,3.8296099929682366,382.9609992968237,365.56771438630875,17.39328491051492
55,0.75,3.2961758675448705,329.61758675448704,352.2318612507242,-22.614274496237158
56,0.75,4.677496208089153,467.74962080891527,386.7648697643319,80.98475104458339
57,0.75,4.025958296000295,402.59582960002945,370.4764219621097,32.11940763791972
58,0.75,3.465174418122088,346.5174418122088,356.4568250151552,-9.939383202946374
59,0.75,2.9825032613817397,298.250326138174,344.3900460966466,-46.1397199584726
60,0.75,2.5670643467850125,256.70643467850124,334.0040732317278,-77.29763855322653
61,0.75,2.209492759274241,220.94927592742408,325.06478354395915,-104.11550761653507
