cell_index,cell_label,n_seeds,epoch,override_planner.planner_type,override_planner.learning_rate,override_taxation.allow_non_monotone,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,10,heuristic,0.01,True,235.6303568078125,243.74,151.66000000000003,324.14,0.5220933648035381,0.5111450496262542,0.4476363268534944,0.612677389656792,16.569693089584838,17.124318356890498,10.546703214146316,22.910957419899656,48.07274637327853,47.110880332118626,24.619195292097483,78.05661327771551,12.85,13.0,11.9,14.0,0.3,0.0,0.0,1.1,0.09642857142857142,0.07142857142857142,0.0,0.15,6.425,6.5,5.95,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,11,heuristic,0.01,True,243.85557429838008,222.10000000000002,163.58,328.36694881249997,0.5225553524279913,0.5132010056994407,0.4465199525298524,0.5992292209307659,17.156977630813152,15.625796229387372,11.390673156012202,23.159391927469574,50.951959021027626,39.715938066120465,28.065706949231416,92.16452057778199,13.35,14.0,12.0,14.0,0.9,1.0,0.0,2.0,0.11071428571428571,0.07142857142857142,0.06428571428571428,0.21428571428571427,6.675,7.0,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,12,heuristic,0.01,True,272.3934188128672,272.0875,180.99,390.3782466692188,0.5424195163091925,0.5417631256631421,0.4640811070604625,0.6191424966540535,19.18546301419306,19.14781555439407,12.630019266231802,27.64937072103406,62.859965162130855,57.737264731389686,35.9315166546339,98.10403213376964,13.1,13.0,12.0,14.0,0.75,0.5,0.0,2.0,0.11071428571428571,0.14285714285714285,0.0,0.15,6.55,6.5,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,13,heuristic,0.01,True,269.90457657664064,271.7,176.9,377.548525459375,0.5328552201358346,0.5375829425644537,0.4669425983520036,0.5896288643082367,19.012470716834983,19.14014857351703,12.359023007665801,26.681722624944033,64.80322876860157,59.85704911386706,32.17940506523024,114.13553367906306,13.2,13.0,12.0,14.0,0.25,0.0,0.0,1.0,0.11785714285714285,0.14285714285714285,0.06428571428571428,0.15,6.6,6.5,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,14,heuristic,0.01,True,288.0693094152347,282.005,210.98,385.94801215831046,0.545993583637692,0.5630319427450787,0.46388264626320497,0.6102274160354797,20.303382452126492,19.866133998059357,14.783854842721873,27.336736595521323,71.10588405270653,68.34875585928694,43.43738618801707,104.84527803011348,13.15,13.0,12.0,14.0,0.95,1.0,0.0,2.0,0.08571428571428572,0.07142857142857142,0.0,0.15,6.575,6.5,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,15,heuristic,0.01,True,297.4384831671367,290.63,193.95249375,431.0065,0.5403747258408464,0.5392392681132125,0.4651305536444001,0.6108007036398295,20.97541857758934,20.482068883932833,13.587437544867676,30.533006990719933,77.13949332156766,74.12473861815974,40.51962166401359,124.57831553452198,13.45,14.0,12.9,14.0,0.75,0.5,0.0,2.0,0.10714285714285714,0.10714285714285714,0.0,0.21428571428571427,6.725,7.0,6.45,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,16,heuristic,0.01,True,313.06003290133157,298.5,217.86,411.37033875000003,0.5505611885811911,0.5561031060977369,0.479706222357741,0.626178465774198,22.086150327233085,21.078467789713983,15.256911208823908,29.14244383102233,86.91255147408226,78.95202206980319,51.762100190765,127.23299629968787,13.25,14.0,12.0,14.0,0.2,0.0,0.0,1.0,0.10714285714285714,0.07142857142857142,0.0,0.21428571428571427,6.625,7.0,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,17,heuristic,0.01,True,319.33893213243346,330.08000000000004,235.44,424.07,0.5424451486630334,0.55589486618952,0.4479984690594109,0.6217539663601712,22.53870114941373,23.32037686778692,16.500875466558774,30.048884424579423,87.19833221510068,87.84366693913128,53.6663531048611,123.66308134683952,13.5,14.0,12.9,14.0,1.05,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.21428571428571427,6.75,7.0,6.45,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,18,heuristic,0.01,True,343.03422312778866,326.5748306919167,225.73,483.4142310547458,0.5404181140064259,0.528759824332333,0.4771676676938722,0.6146353688132796,24.23223545212455,23.04659540167039,15.857588454819464,34.27941117345731,99.80739071923195,88.46567699016754,54.69031195218915,147.38556851902968,13.45,14.0,12.0,14.0,0.7,0.5,0.0,2.0,0.11071428571428571,0.07142857142857142,0.0,0.22142857142857142,6.725,7.0,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,19,heuristic,0.01,True,361.250135659369,382.02446359374994,249.74,512.15,0.5500636206366473,0.5518260613983887,0.4816820672279592,0.6241189491655252,25.52854930820803,27.00224901713665,17.5203785731845,36.35143329462764,112.5131436798959,114.7571886251184,64.78036672351033,166.55654121892508,13.5,14.0,13.0,14.0,0.15,0.0,0.0,1.0,0.11428571428571428,0.14285714285714285,0.0,0.21428571428571427,6.75,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,20,heuristic,0.01,True,376.17602628918604,358.1002857462954,290.83,544.15152205275,0.5467137073544571,0.5513711072004095,0.477804068212995,0.6173032394096467,26.59635930983606,25.279940958359454,20.48032423872821,38.61741543907147,116.41101317142123,107.80039023572607,84.29546652335662,186.76741158161113,13.6,14.0,13.0,14.0,1.1,1.0,0.0,2.0,0.07857142857142857,0.07142857142857142,0.0,0.14285714285714285,6.8,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,21,heuristic,0.01,True,389.4719375377858,391.15,254.71999999999997,512.4121398349461,0.5360504093533025,0.5535530224599943,0.44843324093407344,0.6095973855366644,27.55139890516519,27.681290527277575,17.912340285760298,36.37646639154747,125.68444390560101,114.57147388414649,71.71477612326711,179.66033212118273,13.5,14.0,12.9,14.0,0.7,0.5,0.0,2.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.75,7.0,6.45,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,22,heuristic,0.01,True,393.2597525915521,389.9,247.6,513.57,0.5431456292653077,0.548295076397672,0.4659314513752954,0.6292768560028346,27.818409513335357,27.5662581053534,17.42882199545541,36.4373599817235,132.03048847131333,131.95448149399562,68.69186108822625,187.35636952926836,13.45,14.0,12.0,14.0,0.05,0.0,0.0,0.0,0.10714285714285714,0.07142857142857142,0.0,0.21428571428571427,6.725,7.0,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,23,heuristic,0.01,True,420.7250916126999,412.0111129498489,284.58,565.98707329375,0.549533836164179,0.5662591571828137,0.46914022511684295,0.6124857449234906,29.777025339967903,29.143465642982182,20.023862101895435,40.16851374747837,140.32419638412807,142.55155329025644,83.4852974161997,198.87316856345262,13.8,14.0,13.0,14.0,1.15,1.0,0.0,2.0,0.08571428571428572,0.07142857142857142,0.0,0.1571428571428571,6.9,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,24,heuristic,0.01,True,442.8996318865315,428.8304148948367,244.66,592.4245988540893,0.5606362331783543,0.5669569483019663,0.4802869615332629,0.6240807661989928,31.35536987530593,30.345985076209722,17.20103285074364,42.072517640572975,157.8743289858068,154.315491273972,72.1576218446908,226.8830868244991,13.3,14.0,12.0,14.0,0.7,0.5,0.0,2.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.65,7.0,6.0,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,25,heuristic,0.01,True,421.5238143672009,433.23199999999997,283.33000000000004,549.4125623485545,0.5467039678312801,0.5554139782269242,0.456447523959261,0.617437167672942,29.83549189945585,30.6802535008265,19.928775229410206,38.987078608033315,152.54628610952219,157.22667526045495,97.6986118088569,206.74095736847505,13.7,14.0,13.0,14.0,0.1,0.0,0.0,0.1,0.11428571428571428,0.14285714285714285,0.0,0.21428571428571427,6.85,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,26,heuristic,0.01,True,465.94566363213187,485.65999999999997,302.779720530044,663.7993045560083,0.5604780228009559,0.5706165234248324,0.47200317384367146,0.6510153644784076,33.00159410518037,34.4278986762026,21.33306331251064,47.183239695786895,171.20476042568927,180.32882642617543,101.24506202126936,251.7181078566904,13.65,14.0,12.9,14.0,1.1,1.0,0.0,2.0,0.07142857142857142,0.07142857142857142,0.0,0.15,6.825,7.0,6.45,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,27,heuristic,0.01,True,457.12873459925515,487.5,271.336,618.85,0.5506617980059916,0.5372640106576082,0.4658110434256034,0.6460759227248866,32.37672157237237,34.53810835315747,19.118485726830016,43.96280130665209,171.22445076330527,183.58229682556777,86.39325338955406,233.43066677448286,13.75,14.0,13.0,14.0,0.75,1.0,0.0,2.0,0.075,0.07142857142857142,0.0,0.14285714285714285,6.875,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,28,heuristic,0.01,True,473.80599035672657,476.823625,318.1595,637.3094752982812,0.5546539689799326,0.5427566597309306,0.48767900116631874,0.6173693402689266,33.5659580409905,33.772272063925314,22.433341944187617,45.28141287983724,186.81812819959205,186.59077369660622,115.86887536151667,268.8682798840142,13.75,14.0,13.0,14.0,0.15,0.0,0.0,1.0,0.08928571428571427,0.07142857142857142,0.0,0.21428571428571427,6.875,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,29,heuristic,0.01,True,488.263385952539,480.21444150626974,322.5,647.8413460817388,0.548043732602366,0.5512955289689929,0.45283994738688704,0.6370305263876154,34.60193427316589,34.066167743300426,22.785338845255026,46.063980750963,189.2924881029127,180.84485491523324,105.44524618745513,257.55268596914743,13.7,14.0,13.0,14.0,1.1,1.0,0.0,2.0,0.06428571428571428,0.07142857142857142,0.0,0.14285714285714285,6.85,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,30,heuristic,0.01,True,504.8706188574643,538.419375,309.46000000000004,689.381431253125,0.55344435017381,0.5485209846748467,0.4766276642149023,0.6353710580196003,35.78546488616055,38.20918739705131,21.795295787447508,48.9800399265005,205.54623690106263,216.6534701713736,120.25088112074576,289.0755596057856,13.7,14.0,13.0,14.0,0.75,1.0,0.0,2.0,0.075,0.07142857142857142,0.0,0.14285714285714285,6.85,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,31,heuristic,0.01,True,502.2986842044141,495.8075,303.48,734.1045804017596,0.5572574857964515,0.5453177762526953,0.4878514683570354,0.6348221128789969,35.59984870027421,35.152373718796156,21.403366061106418,52.176814474355155,211.73089393378805,201.17239262754902,112.66163848131829,321.2095383258596,13.85,14.0,13.0,14.0,0.15,0.0,0.0,1.0,0.07857142857142857,0.07142857142857142,0.0,0.14285714285714285,6.925,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,32,heuristic,0.01,True,509.32371100843375,530.8826239570695,372.52,649.3177363762852,0.5437067425451427,0.5365717094076125,0.47042619042163475,0.6437004809316749,36.10841170075841,37.660553193232445,26.283605817103815,46.12990696273353,207.52127560406902,210.10421131447106,137.91343589536092,285.8443864591608,13.7,14.0,13.0,14.0,1.1,1.0,0.0,2.0,0.05714285714285714,0.07142857142857142,0.0,0.14285714285714285,6.85,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,33,heuristic,0.01,True,543.4493605584033,575.8454162667688,377.94587906823375,688.9523655989219,0.5595884551520302,0.5659611657024701,0.45498495817569606,0.6688788850784103,38.538017240881366,40.83266723868947,26.683570178193005,48.98247747004003,235.0938536593574,246.36899292331972,159.0606243498235,327.94120039821814,13.75,14.0,13.0,14.0,0.75,1.0,0.0,2.0,0.049999999999999996,0.07142857142857142,0.0,0.14285714285714285,6.875,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,34,heuristic,0.01,True,533.0343264015874,510.40000000000003,340.772380356047,726.7637145429719,0.5551583219115793,0.5377263368021099,0.47724363729077335,0.6610921962794717,37.79630129630045,36.17155995197555,24.07130821383881,51.66825793814679,236.75812425285557,216.47734546885948,136.42991970575696,334.38975763586575,13.75,14.0,12.9,14.0,0.1,0.0,0.0,0.1,0.06785714285714285,0.07142857142857142,0.0,0.15,6.875,7.0,6.45,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,35,heuristic,0.01,True,534.046119012471,538.55,294.096305,734.1323065857813,0.534512690371446,0.5224164406602696,0.4531515641773869,0.6207452321582401,37.87889501284791,38.198577881798045,20.758321861077057,52.170891854505065,228.10997036141268,220.78593610709981,101.82725992988998,331.55451628843434,13.8,14.0,13.0,14.0,1.15,1.0,0.0,2.0,0.04285714285714286,0.07142857142857142,0.0,0.07142857142857142,6.9,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,36,heuristic,0.01,True,564.7774885780709,566.4758871804788,395.3850326989968,780.5097257288662,0.5556314668481198,0.5683149847031728,0.4837608251460708,0.6448573207187052,40.06343345072386,40.182055045279206,27.95480850495606,55.49738118974774,254.68985613904152,250.76670376284983,168.94967918318048,366.7956644865493,13.65,14.0,13.0,14.0,0.75,1.0,0.0,2.0,0.04642857142857142,0.03571428571428571,0.0,0.14285714285714285,6.825,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,37,heuristic,0.01,True,548.6939465342224,575.110425,313.8383263503672,738.937617,0.5437335231345924,0.5309238604427458,0.47065157942429436,0.6201406375022188,38.92055799087716,40.79379775991854,22.15578052510005,52.516555682946056,255.37833682960593,262.3467718218613,125.95540487131068,345.163692732838,13.75,14.0,12.9,14.0,0.1,0.0,0.0,0.1,0.05357142857142857,0.07142857142857142,0.0,0.14285714285714285,6.875,7.0,6.45,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,38,heuristic,0.01,True,568.4771120955509,596.305829953988,381.03726875,758.3894630469829,0.5443758486092966,0.5299399020200433,0.458409099667565,0.6399136159182316,40.333320082520416,42.330038945242784,26.94054203907059,53.93432725155283,256.9214017437582,271.1054693601845,167.67286530465609,350.3417785744239,13.6,14.0,13.0,14.0,1.1,1.0,0.0,2.0,0.04642857142857142,0.0,0.0,0.14285714285714285,6.8,7.0,6.5,7.0
0,planner_type=heuristic_learning_rate=0.01_allow_non_monotone=True,20,39,heuristic,0.01,True,578.8252825611847,561.1098125,376.83318890078124,788.1876064979419,0.5460866227302984,0.5306101449897864,0.46160270273785126,0.6608351554866381,41.07161972871947,39.80258480908496,26.662381724114795,56.06206160066371,271.04177107787126,268.82151098733533,159.66333737041776,372.2988139711846,13.65,14.0,13.0,14.0,0.75,1.0,0.0,2.0,0.049999999999999996,0.03571428571428571,0.0,0.08571428571428572,6.825,7.0,6.5,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,0,heuristic,0.05,True,85.32000000000001,83.95,74.95,93.48,0.24685516745322186,0.2451607742761158,0.1938448374779909,0.31973468533397464,5.970858130559104,5.877024818651023,5.227622050898267,6.580220438403861,8.4932,8.475000000000001,7.3964,9.325,9.95,10.0,8.0,11.0,1.45,1.5,1.0,2.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,4.975,5.0,4.0,5.5
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,1,heuristic,0.05,True,89.95,89.35,72.21,105.53,0.43756998842143896,0.43655267589820357,0.3477970513036423,0.5289699569850908,6.20621500578928,6.18671292038122,4.954119047619048,7.327219938201934,5.231172,5.54218,3.690808,6.775116000000001,10.8,11.0,9.0,13.0,1.55,2.0,1.0,2.0,0.06785714285714285,0.07142857142857142,0.0,0.14285714285714285,5.4,5.5,4.5,6.5
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,2,heuristic,0.05,True,113.045,116.4,82.12,151.18,0.5094153506214948,0.523291166115865,0.44041464076116194,0.5725708502024291,7.8199351818321094,8.066970273372592,5.611452271984308,10.558199179246857,5.3223724162499995,4.778884,2.37094,8.9898174125,11.7,12.0,10.0,13.0,1.75,2.0,1.0,2.0,0.09642857142857142,0.07142857142857142,0.06428571428571428,0.15,5.85,6.0,5.0,6.5
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,3,heuristic,0.05,True,127.598,121.35,87.88,176.21,0.5279577910953608,0.5320475049545952,0.4617950404698004,0.5880346671228129,8.850163961595177,8.399671716596691,5.9886455864609305,12.346690080341812,6.40857375944934,4.503532837499999,1.246908,11.439163873176135,11.25,11.0,9.9,13.1,0.65,1.0,0.0,1.1,0.1607142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,5.625,5.5,4.95,6.55
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,4,heuristic,0.05,True,138.78525,133.14999999999998,91.27,197.71,0.539601611461302,0.5313560093637654,0.44434313396844616,0.6166342846861469,9.643431337126492,9.232503731823591,6.2390501622822425,13.862854838409621,9.239333953546698,5.590840943750001,2.31862752,20.218630331484004,11.95,12.0,10.8,14.0,0.1,0.0,0.0,0.1,0.20357142857142857,0.21428571428571427,0.07142857142857142,0.29285714285714287,5.975,6.0,5.4,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,5,heuristic,0.05,True,170.0842315,153.45,113.28,240.82,0.5379765117766502,0.5448787515927822,0.4520239909663692,0.6030116190345315,11.879885422683103,10.72933791027932,7.830898698444733,16.944079422896166,15.150777104816664,12.4500985495,3.5292631660000002,29.595662317971854,12.35,13.0,10.0,14.0,0.95,1.0,0.0,2.0,0.1357142857142857,0.14285714285714285,0.07142857142857142,0.21428571428571427,6.175,6.5,5.0,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,6,heuristic,0.05,True,185.01625,180.45,114.26,277.81,0.5293267000859516,0.522532821062669,0.44799219531326595,0.59258417667644,12.950783078528453,12.592368758323115,7.833646613758881,19.592828564977154,20.17084533119035,15.93703641246958,7.604184010569456,42.76037071016454,12.45,13.0,10.0,14.0,0.75,1.0,0.0,2.0,0.13214285714285715,0.10714285714285714,0.06428571428571428,0.22142857142857142,6.225,6.5,5.0,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,7,heuristic,0.05,True,187.5910050625,196.35,111.28,260.04,0.524066198587794,0.5223561478945756,0.45041382769624105,0.616588429381462,13.137324405170387,13.75029181116395,7.6359050553660275,18.37521196108756,23.402814054473755,19.557912093927637,10.838578715053272,36.99916562380408,12.6,13.0,11.0,14.0,0.3,0.0,0.0,1.0,0.12857142857142856,0.14285714285714285,0.0,0.21428571428571427,6.3,6.5,5.5,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,8,heuristic,0.05,True,211.0746335453125,211.64999999999998,147.45,268.27140381562504,0.5174620472242418,0.5119999948432402,0.45856533190742854,0.5825152403630356,14.81802851533877,14.820450088162456,10.288676879097391,18.932960463733785,30.688880497867007,28.506106485737444,16.98662483814265,59.49454100846004,12.75,13.0,10.9,14.0,0.85,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.14285714285714285,6.375,6.5,5.45,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,9,heuristic,0.05,True,227.7805125,207.85,146.56,324.26,0.5224653248289651,0.5278455804032088,0.4376449334069475,0.6047199094143021,16.008803944728374,14.566195803534434,10.238509144834403,22.919468307429113,40.54481029606309,39.71825652912827,18.79950477243913,90.17874656083467,13.05,13.0,11.9,14.0,0.7,0.5,0.0,2.0,0.11071428571428571,0.10714285714285714,0.0,0.21428571428571427,6.525,6.5,5.95,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,10,heuristic,0.05,True,231.285148125,234.5,151.66000000000003,319.26000000000005,0.5204839139462072,0.5169836709579392,0.45498737027827024,0.6120898875592112,16.26012576624118,16.513209609339036,10.546703214146316,22.499411509743613,46.75637721292332,41.39033633238117,27.018665371351453,86.28785431991679,12.95,13.0,11.9,14.0,0.35,0.0,0.0,1.1,0.09642857142857142,0.07142857142857142,0.0,0.15,6.475,6.5,5.95,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,11,heuristic,0.05,True,250.4902075,242.5,149.45,358.29,0.5266586820538438,0.5225733687331549,0.45203272615827417,0.5995476495819816,17.62882833754451,17.04120868881312,10.395151871867997,25.34267997904148,58.240452248959485,49.83170011308839,25.488931756107878,120.02015293440792,13.4,14.0,12.0,14.0,0.9,1.0,0.0,2.0,0.10714285714285714,0.07142857142857142,0.06428571428571428,0.21428571428571427,6.7,7.0,6.0,7.0
1,planner_type=heuristic_learning_rate=0.05_allow_non_monotone=True,20,12,heuristic,0.05,True,259.68640315968753,256.45,177.21,357.49,0.5319957884037065,0.513496698500719,0.4425175426242724,0.6062663333780782,18.283030902918682,18.037613208324178,12.363430625271116,25.288653225648787,67.46301225732623,61.826793662163354,26.58970347682176,124.33500595367423,13.2,13.0,12.0,14.0,0.7,0.0,0.0,2.0,0.10714285714285714,0.14285714285714285,0.0,0.15,6.6,6.5,6.0,7.0
