cell_index,cell_label,n_seeds,epoch,override_planner.planner_type,override_utility.labor_coeff,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,planner_type=heuristic_labor_coeff=0.15,100,16,heuristic,0.15,176.81560851461106,172.5,125.05,231.1,0.5476342096960097,0.5402708564045773,0.4601662057311393,0.6415845371630984,12.355869217624214,12.059699844449138,8.625469694315495,16.298217684409188,30.337860853330753,29.85178228858856,17.35701909681791,44.41877384068926,14.0,14.0,14.0,14.0,0.56,0.5,0.0,1.0,0.42642857142857143,0.42857142857142855,0.35714285714285715,0.5071428571428571,7.0,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,17,heuristic,0.15,182.9483098537004,182.0,130.5,231.1,0.5504230655374145,0.5454375187293976,0.47255527361982486,0.6417293233082707,12.79252488535275,12.702021193092623,9.066338259441707,16.283686064551215,32.29249393219069,32.056987262018296,19.53579908888649,44.17970447795534,13.99,14.0,14.0,14.0,0.44,0.0,0.0,1.0,0.425,0.42857142857142855,0.35714285714285715,0.5071428571428571,6.995,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,18,heuristic,0.15,178.99,175.5,125.05,231.0,0.5440511229930165,0.5355324661550466,0.46262463027168915,0.6322183664288927,12.512974438503491,12.286019536019538,8.62369164403959,16.260482374768088,29.593072479311576,28.915687054510663,17.082230273707413,40.964193261019034,13.99,14.0,14.0,14.0,0.9,1.0,0.0,2.0,0.425,0.42857142857142855,0.35714285714285715,0.5071428571428571,6.995,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,19,heuristic,0.15,180.16,174.25,126.9,231.2,0.5486018648248419,0.5385181031381594,0.46652766459175,0.6452945744643298,12.594270496159007,12.16897986406657,8.77209612191333,16.304988374592913,31.477505848220083,30.069637306112043,19.076327069646403,45.385521654942366,14.0,14.0,14.0,14.0,0.55,0.0,0.0,1.0,0.425,0.42857142857142855,0.35714285714285715,0.5071428571428571,7.0,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,20,heuristic,0.15,178.30359715625,173.0,126.9,243.0,0.5504108476427458,0.5401792327062657,0.4661581032774882,0.6457840794768611,12.460765801625056,12.106833195706027,8.77209612191333,17.080555555555556,31.31117172595235,29.946635661254007,18.873280890048882,44.49447409700123,13.99,14.0,14.0,14.0,0.43,0.0,0.0,1.0,0.42428571428571427,0.42857142857142855,0.35714285714285715,0.5071428571428571,6.995,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,21,heuristic,0.15,181.72,172.5,130.5,232.1,0.5452030689876,0.5394695743532952,0.46598387340756475,0.6437643942883464,12.7073984655062,12.060415186372976,9.051330798479087,16.310514225198467,30.50791742799293,30.030845891414685,19.410143681917642,40.92880368369484,13.98,14.0,14.0,14.0,0.9,1.0,0.0,2.0,0.42357142857142854,0.42857142857142855,0.35714285714285715,0.5714285714285714,6.99,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,22,heuristic,0.15,185.24,186.0,140.6,242.1,0.5488233447949747,0.5398511372348581,0.46540434355560406,0.6404216776530971,12.957016899031084,13.010080645161292,9.698222328223105,17.016393553135977,33.101107911548105,32.41216925452228,20.829695716408274,46.730406940207516,13.99,14.0,14.0,14.0,0.55,0.0,0.0,1.0,0.4228571428571429,0.42857142857142855,0.35714285714285715,0.5071428571428571,6.995,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,23,heuristic,0.15,179.965,183.0,126.0,231.0,0.5464400878519029,0.5341897468669778,0.46501378699937024,0.6543968023255813,12.581422813216905,12.793032786885245,8.734095961219133,16.260899814471244,31.704771543359,32.34567332208101,18.513756483014635,43.82041881996085,14.0,14.0,14.0,14.0,0.43,0.0,0.0,1.0,0.42142857142857143,0.42857142857142855,0.35714285714285715,0.5071428571428571,7.0,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,24,heuristic,0.15,179.505,172.5,131.4,243.0,0.550520849945116,0.5416562463929822,0.4665857134666262,0.6458730399376245,12.546525289313156,12.067722836210704,9.054861176147396,17.080555555555556,30.414331373352077,28.58581284831527,18.767898991436162,42.99416045625951,14.0,14.0,14.0,14.0,0.9,1.0,0.0,2.0,0.42142857142857143,0.42857142857142855,0.35714285714285715,0.5071428571428571,7.0,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,25,heuristic,0.15,184.20537766060875,180.0,131.4,243.3,0.542329466818375,0.5376272200392174,0.45799613128223926,0.6429945054945054,12.88636224234858,12.550703568451553,9.051330798479087,17.115572977158344,32.65887473421754,31.48907264767053,20.71601371960337,47.24988359486327,13.99,14.0,14.0,14.0,0.55,0.0,0.0,1.0,0.4207142857142857,0.42857142857142855,0.35,0.5714285714285714,6.995,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,26,heuristic,0.15,184.935,186.0,141.0,228.3,0.5451359126308601,0.5369016813970942,0.46540434355560406,0.6380678376741369,12.937074900827428,13.010080645161292,9.790425531914893,16.056603359046967,33.191501230611564,32.43069385451564,22.071195828030508,43.79250951000007,13.98,14.0,14.0,14.0,0.43,0.0,0.0,1.0,0.41928571428571426,0.42857142857142855,0.35,0.5071428571428571,6.99,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,27,heuristic,0.15,184.685,184.5,141.0,243.0,0.5471161342593954,0.5402708564045773,0.46526678565557406,0.6541772959183674,12.918227647156016,12.889972236911687,9.790425531914893,17.091269841269842,31.855608515340098,30.92302910857374,21.101980390643252,44.51182974818134,14.0,14.0,14.0,14.0,0.9,1.0,0.0,2.0,0.41928571428571426,0.42857142857142855,0.35,0.5071428571428571,7.0,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,28,heuristic,0.15,183.485,183.0,127.0,233.9,0.5479014495952377,0.541004451696076,0.4627093714012064,0.6429945054945054,12.83212070377381,12.776346604215457,8.774803149606297,16.464703244473043,32.889534254100084,32.49364943072034,19.810526822443418,46.57685625462719,14.0,14.0,14.0,14.0,0.56,0.5,0.0,1.0,0.41857142857142854,0.42857142857142855,0.35,0.5071428571428571,7.0,7.0,7.0,7.0
0,planner_type=heuristic_labor_coeff=0.15,100,29,heuristic,0.15,185.735,180.75,140.8,243.0,0.5420406961030546,0.5357407001032193,0.4627093714012064,0.6323130661298916,12.995765366234187,12.663011048091693,9.707153243970174,17.089741328630218,33.50540300426796,31.538341942063397,20.631977818588638,46.23095133470783,13.99,14.0,14.0,14.0,0.44,0.0,0.0,1.0,0.41785714285714287,0.42857142857142855,0.35,0.5071428571428571,6.995,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,0,heuristic,0.3,0.36,0.0,0.0,0.0,0.04642857142857143,0.0,0.0,0.0,0.0024999999999999988,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.0,10.59,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.9964285714285714,1.0,1.0,1.0,5.295,5.5,4.5,6.0
1,planner_type=heuristic_labor_coeff=0.3,100,1,heuristic,0.3,46.98,46.5,23.0,73.0,0.7870071359469965,0.7929487179487179,0.6836096938775511,0.8798679471788716,2.9622107177407875,2.931891766882516,1.203726708074534,4.842074363992172,5.463687011484595,5.170950000000001,2.2928633333333335,8.617873333333334,12.16,12.0,11.0,13.0,0.68,1.0,0.0,1.0,0.7835714285714286,0.7857142857142857,0.6428571428571429,0.9285714285714286,6.08,6.0,5.5,6.5
1,planner_type=heuristic_labor_coeff=0.3,100,2,heuristic,0.3,85.97,81.5,55.5,119.05,0.7098212439154649,0.7121822413175796,0.6080387966463916,0.8224789915966386,5.785803663756553,5.47467415150342,3.593243243243243,8.183280801860493,11.528020478962935,11.074465993033922,6.485733791927848,17.23433436889623,13.47,14.0,13.0,14.0,1.07,1.0,0.0,2.0,0.6757142857142857,0.6428571428571429,0.5714285714285714,0.7857142857142857,6.735,7.0,6.5,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,3,heuristic,0.3,101.925,99.75,69.35,142.0,0.6697340560646331,0.6641049582226053,0.5737152617024737,0.7831536388140161,6.9454901148248265,6.802059337197715,4.60842682817808,9.842605633802815,13.425319101452963,12.973627171653714,8.22189687957143,19.831829995047016,13.95,14.0,14.0,14.0,1.39,2.0,0.0,2.0,0.615,0.6428571428571429,0.5,0.7142857142857143,6.975,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,4,heuristic,0.3,111.21,111.25,74.9,151.25,0.6391050965136851,0.6407249466950959,0.5476971502842641,0.7541996557659207,7.624018880314586,7.662742260365684,4.9712548262548255,10.529136838634326,15.668473045289034,15.1894344051551,8.727767423227599,23.589061278634187,13.92,14.0,14.0,14.0,0.9,1.0,0.0,2.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.7142857142857143,6.96,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,5,heuristic,0.3,118.235,115.5,83.0,160.6,0.6264790521754485,0.6316546446164673,0.5258853430178594,0.7270727040816325,8.132117616769419,7.942022263450835,5.551635111876076,11.196740752375717,17.196139820084362,16.478659904171863,10.330671436173166,25.056844438299926,13.98,14.0,14.0,14.0,0.58,1.0,0.0,1.0,0.5557142857142857,0.5714285714285714,0.42857142857142855,0.6428571428571429,6.99,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,6,heuristic,0.3,127.275,127.0,86.4,164.25,0.6183683621909709,0.6324570858461237,0.5234409553295002,0.703876539174022,8.781887247475943,8.771653543307085,5.810637141987916,11.436388980443859,17.933311186097708,17.47558168273695,10.71738567079713,24.615572057263115,13.95,14.0,14.0,14.0,1.02,1.0,0.0,2.0,0.54,0.5714285714285714,0.42857142857142855,0.6428571428571429,6.975,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,7,heuristic,0.3,131.17341021875,130.5,94.5,173.0,0.6177667266009024,0.6288687270569098,0.5244061887121376,0.699420987907358,9.060645938038835,9.011494252873563,6.428344671201813,12.055037159372418,20.06351533032207,18.98405965884735,11.952706537898985,29.497732034693694,13.94,14.0,14.0,14.0,0.58,1.0,0.0,1.0,0.5371428571428571,0.5357142857142857,0.42857142857142855,0.6428571428571429,6.97,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,8,heuristic,0.3,131.095,130.5,96.0,173.0,0.6150232987011083,0.6139817629179332,0.5259728584271586,0.6934386824638669,9.056416922078018,9.022988505747126,6.526339285714285,12.055037159372418,20.03452747904485,19.233843922331125,12.430026888469364,29.789952292159136,13.99,14.0,14.0,14.0,0.47,0.0,0.0,1.0,0.5278571428571428,0.5,0.42857142857142855,0.6428571428571429,6.995,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,9,heuristic,0.3,131.54859715625,131.5,96.0,173.0,0.6150559234942523,0.612262990302504,0.5257422441626503,0.6980727073438071,9.088800406556444,9.071428571428571,6.530133928571429,12.075990916597855,18.92740386576112,18.86389180648151,11.320759198736805,27.209262225567354,13.98,14.0,14.0,14.0,0.95,1.0,0.0,2.0,0.525,0.5,0.42857142857142855,0.6428571428571429,6.99,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,10,heuristic,0.3,137.31,139.5,97.0,183.15,0.6088003315697852,0.6126939126495733,0.5211841541661331,0.6931486880466471,9.50345697707225,9.614419518963922,6.6134020618556715,12.795872603339618,21.429914033979454,20.550059414572264,12.904353594400261,31.536372690365013,13.95,14.0,14.0,14.0,0.55,0.0,0.0,1.0,0.5221428571428571,0.5,0.42857142857142855,0.5785714285714285,6.975,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,11,heuristic,0.3,138.78,135.75,97.0,176.65,0.6079991341227158,0.6080060079195303,0.5241790186557628,0.6848541354526305,9.608857575795785,9.399870733326345,6.611102034241533,12.35173062231886,21.973409404237852,20.151154183298864,13.390843193983521,32.51539673255508,14.0,14.0,14.0,14.0,0.44,0.0,0.0,1.0,0.5185714285714286,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,12,heuristic,0.3,138.775,141.0,96.95,185.2,0.6105413117598644,0.6031746031746031,0.5259728584271586,0.6960486322188448,9.607229344120068,9.764437689969604,6.611102034241533,12.914013069601305,20.848831079643794,20.315721658711077,12.408170873206723,29.31573686647951,13.99,14.0,14.0,14.0,0.93,1.0,0.0,2.0,0.5142857142857142,0.5,0.42857142857142855,0.5714285714285714,6.995,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,13,heuristic,0.3,140.09,141.0,97.0,186.1,0.6085472298468378,0.6013614045528939,0.5185200831925126,0.6946478924817812,9.702154956505153,9.776975683890576,6.611102034241533,13.030980001971466,22.423678442344833,21.51475415520803,13.386949797240058,32.89116692740123,13.97,14.0,14.0,14.0,0.55,0.0,0.0,1.0,0.5135714285714286,0.5,0.42857142857142855,0.5714285714285714,6.985,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,14,heuristic,0.3,142.425,142.0,96.0,198.0,0.6074837969426963,0.608984144839038,0.5240854951579841,0.6872726152835379,9.869472387242938,9.847962776659958,6.590401785714286,13.842261904761903,23.257723824365133,22.53832581481194,13.283176690322836,37.58532753283081,14.0,14.0,14.0,14.0,0.43,0.0,0.0,1.0,0.5135714285714286,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,15,heuristic,0.3,142.05,141.0,97.0,182.1,0.6109217442950534,0.6123980910717837,0.5305106607671681,0.6931486880466471,9.840967699281045,9.803571428571427,6.6134020618556715,12.717741976992563,21.849317698865214,20.8955900576439,12.732210734048302,32.22601930406087,13.99,14.0,14.0,14.0,0.92,1.0,0.0,2.0,0.5121428571428571,0.5,0.42857142857142855,0.5714285714285714,6.995,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,16,heuristic,0.3,138.58060851461104,141.0,96.0,183.2,0.6089435042752148,0.6052993375828022,0.525704619361075,0.6960486322188448,9.594143141763182,9.72340425531915,6.590401785714286,12.773784100259512,22.36146134307293,21.38117961776646,12.964566368995225,33.21602097113382,14.0,14.0,14.0,14.0,0.54,0.0,0.0,1.0,0.5114285714285715,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,17,heuristic,0.3,144.91060851461106,142.0,110.7,188.0,0.6100163807035823,0.6048015873015873,0.5240854951579841,0.6961916681566243,10.045749560691856,9.875377263581488,7.575210925210926,13.165729483282675,24.244619049965785,24.110900602535317,14.35764743970313,34.36509118383663,13.99,14.0,14.0,14.0,0.43,0.0,0.0,1.0,0.5107142857142857,0.5,0.42857142857142855,0.5714285714285714,6.995,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,18,heuristic,0.3,142.795,142.0,96.9,198.0,0.6062472167902706,0.6069263217097862,0.5259728584271586,0.6840604846589798,9.896519248747722,9.847962776659958,6.590401785714286,13.826821789321789,21.956304378618167,21.04952569183616,13.096979431899108,31.481598147481233,14.0,14.0,14.0,14.0,0.93,1.0,0.0,2.0,0.5114285714285715,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,19,heuristic,0.3,143.0358140395797,142.0,97.0,183.5,0.610443939503534,0.6230139026812314,0.5261569416498993,0.6945752669337274,9.91162189021821,9.845535981848538,6.611102034241533,12.79408914245852,23.884059289735053,21.5180167966195,13.57827359712493,36.29473893113946,14.0,14.0,14.0,14.0,0.53,0.0,0.0,1.0,0.5107142857142857,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,20,heuristic,0.3,141.77,141.0,97.0,188.5,0.6116747996253712,0.6105442176870748,0.521824793196865,0.6974789915966386,9.820591171615886,9.735942249240122,6.603092783505156,13.198984892987069,23.789983916393506,23.41898964209814,13.28397192662524,35.94798453273313,13.99,14.0,14.0,14.0,0.42,0.0,0.0,1.0,0.5107142857142857,0.5,0.42857142857142855,0.5714285714285714,6.995,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,21,heuristic,0.3,142.285,141.0,104.55,187.1,0.6051158626464519,0.6007513613147416,0.5213410951848102,0.6750840995738955,9.86065635439106,9.733282674772036,7.147453548583614,13.057669184695156,21.82493185333897,20.655212018344507,13.68965539745172,32.36196049902332,14.0,14.0,14.0,14.0,0.93,1.0,0.0,2.0,0.51,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,22,heuristic,0.3,147.41,145.5,110.7,197.1,0.6088612715655763,0.6089036064755248,0.5259728584271586,0.6917411643029517,10.224855078502927,10.100883652430044,7.546542971542972,13.732945755598038,25.15758596556726,23.36606462455446,14.713863041554523,36.855140620348976,14.0,14.0,14.0,14.0,0.53,0.0,0.0,1.0,0.5085714285714286,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,23,heuristic,0.3,142.41,141.0,96.9,188.9,0.6067690791048819,0.6013614045528939,0.5243161094224924,0.6960486322188448,9.868758317590416,9.809270516717325,6.590401785714286,13.192957431379506,23.809842286219872,22.68670145403825,13.464722580451808,36.12816439099623,14.0,14.0,14.0,14.0,0.42,0.0,0.0,1.0,0.5085714285714286,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,24,heuristic,0.3,143.40560851461106,141.0,97.0,197.1,0.6138696958333867,0.6253866377977111,0.524414717922589,0.6966210369844474,9.936322903126953,9.72340425531915,6.649423296564575,13.789562869448655,22.955087763187265,21.43333645705965,13.316341926362732,34.85819109583274,14.0,14.0,14.0,14.0,0.93,1.0,0.0,2.0,0.5085714285714286,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,25,heuristic,0.3,145.28182999967126,142.0,100.5,188.0,0.6068900897932819,0.608984144839038,0.5215652156816484,0.6960552978190155,10.073828526508448,9.84456740442656,6.858208955223882,13.127469604863222,24.742227712882745,22.655000626173337,14.433852161909979,34.67145495746011,14.0,14.0,14.0,14.0,0.53,0.0,0.0,1.0,0.5092857142857142,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
1,planner_type=heuristic_labor_coeff=0.3,100,26,heuristic,0.3,146.07,143.0,110.6,188.35,0.6074434935551806,0.6007513613147416,0.5243161094224924,0.6840604846589798,10.129849681793837,9.913836163836162,7.536513549597662,13.196163754791401,25.039836878727773,24.095097885944913,14.821714668127843,36.2577951492793,14.0,14.0,14.0,14.0,0.42,0.0,0.0,1.0,0.5085714285714286,0.5,0.42857142857142855,0.5714285714285714,7.0,7.0,7.0,7.0
