cell_index,cell_label,n_seeds,epoch,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,0,83.125,84.05000000000001,78.13000000000001,88.58000000000001,0.1987743433185971,0.19012321974749713,0.15902693876527654,0.2532618220489187,6.827696161674035,6.908418809589195,6.424110167349635,7.283476889359074,8.531500000000001,8.495000000000001,7.897,9.3,10.75,11.0,9.0,12.0,0.0,0.0,0.0,0.0,0.05833333333333333,0.08333333333333333,0.0,0.16666666666666669,5.375,5.5,4.5,6.0
0,baseline,20,1,83.67,81.0,58.87,110.78,0.4324587800404991,0.42987173754636987,0.3367474037334875,0.519596222562532,6.756270609979751,6.537011230710089,4.683936374881142,9.068892871615553,9.236896,8.63916,5.838656000000001,13.228055999999999,11.2,11.0,9.9,12.0,0.0,0.0,0.0,0.0,0.075,0.041666666666666664,0.0,0.25,5.6,5.5,4.95,6.0
0,baseline,20,2,111.66,101.65,73.25,164.5,0.48359506955668685,0.4712908270919188,0.36287461973141083,0.6301096935348661,9.063202465221657,8.170351606991325,5.895554094893283,13.528014184397167,13.234066000000002,11.674,7.246984000000001,20.647816000000002,11.65,12.0,11.0,12.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.08333333333333333,0.0,0.25,5.825,6.0,5.5,6.0
0,baseline,20,3,133.21,131.6,75.94,194.86,0.49106786297861604,0.49768966258327973,0.39302476463151537,0.6302297093389051,10.855299401844025,10.70042241408514,6.012703125948334,16.084678093422262,16.153894,16.149440000000002,8.263916000000002,23.407344000000002,11.8,12.0,11.0,12.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.125,0.075,0.25,5.9,6.0,5.5,6.0
0,baseline,20,4,147.2,141.85,84.23,213.6,0.48841382915011233,0.48047554501298995,0.3600452196382429,0.6173968068535826,12.02245975209161,11.568644870350798,6.774071526540094,17.537497591585776,17.600440000000003,15.855120000000001,8.361312,30.206760000000003,11.95,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.14583333333333331,0.16666666666666666,0.08333333333333334,0.25,5.975,6.0,6.0,6.0
0,baseline,20,5,169.28,157.60000000000002,101.43,263.24,0.4980536959987599,0.4973601760749555,0.36612983822370543,0.6551704545454546,13.857639818667286,12.879533983125413,8.195669303656029,21.67821910054871,20.946320000000004,17.491800000000005,10.4782,37.436780000000006,11.9,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.14166666666666666,0.125,0.08333333333333334,0.25,5.95,6.0,6.0,6.0
0,baseline,20,6,181.56,172.0,100.0,286.52,0.5017941036675753,0.5048003265733984,0.36215730396606133,0.6575362281090186,14.879102948166212,14.071025783876635,8.005694688323091,23.609786567767905,22.106418000000005,19.038180000000004,9.796296,42.77503200000001,11.9,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.1125,0.08333333333333333,0.0,0.25,5.95,6.0,6.0,6.0
0,baseline,20,7,190.885,181.65,104.17,315.7,0.5041384255856818,0.5070186194368757,0.36847602968389337,0.649697305652487,15.655014120540493,14.895176206324141,8.343583904119383,26.03368872201163,22.367616000000005,17.281640000000003,9.651480000000001,47.58080400000001,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.12916666666666665,0.125,0.0,0.25,6.0,6.0,6.0,6.0
0,baseline,20,8,209.2,197.7,123.13,339.28,0.5137658790720687,0.523235156047656,0.3668689039171131,0.6703794427767505,17.1764503937973,16.228139422801284,9.927358421192022,28.06004014636515,24.516930000000006,17.632800000000007,9.696064000000003,46.66605200000001,11.9,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.125,0.16666666666666666,0.0,0.175,5.95,6.0,6.0,6.0
0,baseline,20,9,220.245,205.29999999999998,135.67000000000002,347.74,0.5132136703504597,0.5216311283272117,0.38145388890942916,0.6752271669336402,18.09714316482477,16.86566658377201,11.045686289928007,28.713106449699318,24.977420000000006,19.061772000000005,10.921700800000004,52.976450400000004,11.95,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.13749999999999998,0.16666666666666666,0.0,0.25,5.975,6.0,6.0,6.0
0,baseline,20,10,230.36499999999998,215.79999999999998,144.64,355.95,0.5144742822352554,0.5260921980579905,0.3799296086451362,0.6470718533548423,18.939846192215704,17.756690086477555,11.712319456613546,29.40250197051741,25.492516160000008,20.641596000000007,11.598277920000001,54.639158720000026,11.95,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.12916666666666665,0.16666666666666666,0.0,0.25,5.975,6.0,6.0,6.0
0,baseline,20,11,249.25,232.2,162.27999999999997,385.17,0.5225652600880218,0.5305263309280952,0.3859625697125697,0.6563752015269724,20.50955070328932,19.11714517689331,13.178765474095217,31.840593732468733,28.07611216800001,21.175679320000008,13.056972088000004,51.42243361600001,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.15,0.16666666666666666,0.0,0.25,6.0,6.0,6.0,6.0
0,baseline,20,12,262.68,238.0,174.08,405.42,0.5262411902641849,0.5315951691411392,0.40038216372321356,0.6642455284552845,21.626879404867907,19.59569726299181,14.163574346602333,33.540493650073124,29.17464584120001,23.434184276000007,13.511661643200009,52.740941902400024,11.95,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.12916666666666665,0.16666666666666666,0.0,0.25,5.975,6.0,6.0,6.0
