cell_index,cell_label,n_seeds,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,395.4,380.45000000000005,256.56,552.32,0.5724663938638338,0.5686621210747963,0.45410549222628704,0.6784350282485876,32.663766803068086,31.429587903796218,21.066382541952688,45.80271442355849,31.32785565390577,27.829040670682858,16.28930203183927,47.80327939236362,11.9,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.25,5.95,6.0,6.0,6.0
