cell_index,cell_label,n_seeds,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,baseline,20,438.06,442.9,283.71999999999997,594.06,0.5557049193954993,0.5678105163676592,0.4770332395178378,0.6459874724506757,31.01214754030225,31.366059909668586,19.968927742399686,42.17708222418689,151.07311671335478,157.54839539310703,91.69923561572654,214.65739405515532,13.65,14.0,12.9,14.0,0.65,0.0,0.0,2.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.825,7.0,6.45,7.0
