seed,beta,reluctance,r_i,volume_share,willing_clear_frac,risk_hedged_frac,net_imbalance,gross_intermediated,clearing_spread_pct,residual_risk,dealer_pnl,spot_I,spot_S
44,0.95,0.5,0.9025,0.8120120435903819,1.0,0.8278759510677235,1.5266149688751414,18.070326630943818,0.17176608263885368,0.4725841473611174,0.5799038173807911,3.8296099929682357,3.511299326217822
45,0.95,0.5,0.9025,0.5174293563856338,0.7688395613911111,0.5322524990915065,8.611160169971106,10.128701186130453,9.750209708532626,2.6657001730530294,0.3703228548544457,5.4344752647896755,5.712233116314213
46,0.95,0.5,0.9025,0.7414303604331414,1.0,0.7370295473304526,6.307596101516242,16.02561047465521,3.3064164328363774,1.952601007004249,1.6134688016083243,2.837044860895655,2.9215067789665707
47,0.95,0.5,0.9025,0.7769168063310146,1.0,0.8063615754758264,4.708018532811788,15.908281185641044,1.8556559125189251,1.4574303078716702,3.053409736969887,4.025958296000295,3.581573746070095
48,0.95,0.5,0.9025,0.845431371979096,1.0,0.8833623795642362,6.608754243423721,17.823172032196847,3.263612489663932,2.04582855069791,5.012375345491973,3.465174418122088,3.030012704402435
49,0.95,0.5,0.9025,0.8366492160204989,1.0,0.8283462595830495,-0.13718639749994999,17.90672755656805,0.0013997492979220896,0.04246789007959719,-0.06888237534322816,4.917316566972579,4.342654552296968
50,0.95,0.5,0.9025,0.6861394307797176,1.0,0.6743740572806759,9.13361678419537,14.634953596774213,7.591692406753071,2.827433628181062,1.4816209022452016,2.5670643467850125,2.8940148822018594
51,0.95,0.5,0.9025,0.7198250645258502,0.9441930716091654,0.7478773726835437,9.862313291177555,15.463353388681039,8.377188516832073,3.053011409388686,0.17252746539497466,3.642837709673359,4.095637513430006
52,0.95,0.5,0.9025,0.6964033481937748,1.0,0.6901027102081547,3.9183359515655813,14.230815438919045,1.4368715059580481,1.212973469079408,1.1860385990933715,3.1354194735378487,3.0435902232029464
53,0.95,0.5,0.9025,0.5803119398362245,0.836395191547468,0.6079178526929956,9.224473700504232,11.306684854101658,10.022874385840366,2.8555596057203245,3.798510194899313,4.449372026124917,4.43699068102605
54,0.95,0.5,0.9025,0.6322487272981152,1.0,0.6563106521384778,9.866191980983604,12.607286065166875,10.283048815372696,3.0542121098614587,-1.0876560918456608,3.8296099929682366,4.400991357732414
55,0.95,0.5,0.9025,0.9457151093343641,1.0,0.94206817385466,9.145763912417591,18.80054059956314,5.925350107414592,2.8311939347094426,2.1289466502675616,3.2961758675448705,3.5166895531602864
56,0.95,0.5,0.9025,0.7884087661189642,1.0,0.7865385476971785,-2.045696419345462,18.001585969404452,0.3096107148400776,0.6332727752619958,0.21325959623978918,4.677496208089153,4.629735251509317
57,0.95,0.5,0.9025,0.6990291360273334,1.0,0.7014631427508192,4.798222994418196,15.715825473453023,1.9510483814075836,1.4853543093033106,2.8758067582372826,4.025958296000295,3.6351027434621486
58,0.95,0.5,0.9025,0.6470719206606897,1.0,0.5835839605024783,1.9937002426163337,13.28033628741329,0.3986162800350399,0.6171766610835275,0.45369294216549466,3.465174418122088,3.3397650641016314
59,0.95,0.5,0.9025,0.8303336299763074,0.9605585225337068,0.8052986181485929,12.44348956335958,19.131329716786656,10.779127280467005,3.852049158033778,8.525846544766882,2.9825032613817397,2.924324583504717
60,0.95,0.5,0.9025,0.83943356248836,1.0,0.8727415876321588,3.4895669357820456,15.86530495804688,1.0222074057491015,1.080242267125957,1.609682087977521,2.5670643467850125,2.3245136511720608
61,0.95,0.5,0.9025,0.9316194064931173,0.9638797946954505,0.9552031658296768,11.314157975647138,18.867494922468065,9.03596657709475,3.5024494119626963,6.777209193104797,2.209492759274241,2.222015678152034
62,0.95,0.5,0.9025,0.764189827187222,1.0,0.7678451574152518,-0.012497233320221346,15.915511034969946,1.3069276584924033e-05,0.0038686862590909064,-0.0001997401224101018,3.1354194735378487,3.1419519270410836
63,0.95,0.5,0.9025,0.8984966891480348,1.0,0.8957150274951777,7.329060491676534,19.89062401185838,3.5966036882982393,2.2688090147374202,5.268347714508576,1.6368324945346824,1.3672160970385892
64,0.95,0.5,0.9025,0.5125546178573525,1.0,0.5183503216111065,5.5084970348805005,10.478883401152192,3.8565202219072403,1.7052291688115613,0.9441569552114635,2.322775875477118,2.4790602405701803
65,0.95,0.5,0.9025,0.7347967174895311,1.0,0.7203436881806604,1.6371236320585494,15.585002589445216,0.22903426341368321,0.5067935868277228,-0.2803536186790194,3.2961758675448705,3.5609421047931056
66,0.95,0.5,0.9025,0.8235239307347069,1.0,0.8510452204643763,3.000821898286774,17.541950256681073,0.6836706665834659,0.9289446829080658,1.750935790699061,4.677496208089153,4.1838046111854705
67,0.95,0.5,0.9025,0.4826797443142969,0.5981548401189508,0.5140223241428293,10.293079164214042,10.293079164214042,13.708492345849002,3.18636076529813,5.100877666731253,2.4418671412486086,2.49728530136315
