cell_index,cell_label,n_seeds,epoch,override_misreporting.audit_probability,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,audit_probability=0.0,100,10,0.0,535.5953002396333,525.3150119816621,387.4,695.86,0.5219272083399066,0.5253826283313614,0.4378002528614959,0.6078585026286035,37.99584355580385,37.267101358309446,27.441903181527366,49.46693474586504,145.850010837667,143.42605101143684,90.52889795796638,203.83784436829148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012142857142857143,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,11,0.0,575.6050512760346,572.3499999999999,397.44,757.2,0.5251171822129443,0.5205012344878512,0.4384557131622636,0.6177077661260877,40.85208792861029,40.625160302151045,28.09712399075607,53.85370469123602,163.88040415250936,160.78023424344212,100.19799972627861,229.97928890724498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,12,0.0,614.8271603446819,618.3,429.00999999999993,787.89,0.5302204135381717,0.5312997058908316,0.4446538222538002,0.6200241090307671,43.65111553213677,43.89555626436628,30.36412252828727,56.05983904119318,182.91772970309563,180.93828895903368,113.91149116893246,255.25953193497963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,13,0.0,650.6123828998309,655.5999999999999,462.33,831.33,0.5309921270497211,0.5278478596033549,0.45773496818095355,0.6190405135283956,46.20681700074877,46.56876245486043,32.71830254920672,59.14275261194156,200.30778534458076,198.21318452241508,128.81652447552796,282.9019251738049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,14,0.0,692.0999543986358,701.05,492.0,869.2919,0.5324650075661738,0.52939873216529,0.44732702624341336,0.6192396870065914,49.169478524690895,49.823273417583465,34.85061215140806,61.82090393876596,221.47686080145604,216.87948999962472,145.94358054917012,304.1211072310923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,15,0.0,732.8400963544923,735.1500000000001,533.9900000000001,957.2960732938863,0.5334143040994568,0.5346175852020207,0.4563732733461049,0.6225460967028588,52.07901401612829,52.244137481060065,37.861446251769586,68.13466571511238,242.5113306062413,238.11107262934942,156.64790292577328,343.3134160884581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018571428571428572,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,16,0.0,768.5284232734862,785.6500000000001,549.46,961.9,0.536622078076363,0.5392105035320034,0.4568883134954513,0.6336133594699451,54.6265763376394,55.82532343510879,38.97633538626169,68.47466476446144,261.81013258490333,259.0581407509617,170.74892121992957,338.84755587318307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,17,0.0,808.9014644499026,811.55,598.97,1050.191,0.532290064039661,0.5389365273958019,0.4438193041111607,0.6185839765508095,57.51253100011607,57.71028813284359,42.48410975523951,74.78281929469833,284.00954948243907,276.7903684374063,183.36511584164623,381.81993007979395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01714285714285714,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,18,0.0,835.1627085165796,844.11808886525,625.28,1041.9998144834071,0.5344437824058584,0.5379103529021398,0.4541210816688582,0.6212023642090613,59.38725728855276,60.041769982177016,44.38680799310325,74.20016228832793,301.28031048058693,300.74520276631563,199.0841539425261,412.7130962314166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016428571428571428,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,19,0.0,857.3662039465191,853.25,619.53,1096.971,0.5317492013017334,0.5309973972065379,0.44501506398646307,0.6206844389617112,60.974568538386215,60.66444933340821,43.99576034920773,78.11381800617542,314.9480536608824,313.99534826323384,204.579694584549,432.5006279914112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015714285714285712,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,20,0.0,886.3208209612504,861.8,652.49,1111.5113,0.5250993495941235,0.5270938271955461,0.44756233525314165,0.6204694153976658,63.04608039386368,61.286563520076356,46.33141664726124,79.16508690304131,333.1259606828291,325.32860835801125,222.960227561917,458.37712713184914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,21,0.0,904.0508704223228,915.1158442808284,665.32,1131.0875,0.5231470445661371,0.5182713771449554,0.43757792827994174,0.6087897937809167,64.31348865073998,65.09726266323396,47.216842336508265,80.5745561690246,346.7325637309597,343.63589644718417,230.17520338414263,469.6212544442702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012857142857142857,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,22,0.0,914.881430109887,906.1672335607499,682.81,1202.0482000000002,0.5214653443686399,0.5272830066702752,0.4417437673809127,0.610616164092735,65.08794090709333,64.47798624987263,48.50717706901012,85.6361934693717,357.11441356806046,348.2808227521741,241.7816213984261,500.6568383242527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012142857142857143,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,23,0.0,946.4077805736135,933.749375,709.15,1172.770925,0.5186279941894498,0.5224253183899508,0.4298446476339258,0.6107510841345359,67.34124175816338,66.42669744452701,50.38426435409142,83.51655483235443,378.434152584216,372.1202540658142,262.356347011592,502.600941107696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011428571428571429,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,24,0.0,939.796829331645,925.597875,685.46,1231.5117518754137,0.5159746219244566,0.5141592763722485,0.42761682182609106,0.6045715965171631,66.87035764129813,65.85106107361543,48.665930197132745,87.7436730276602,379.18135553970205,366.3758035065743,259.78567338720813,523.1993286511513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010714285714285714,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,25,0.0,967.3561563152117,943.1,702.88,1219.3175,0.5135907338488446,0.510725606315891,0.42410690022552394,0.5988117490209467,68.84007294130498,67.10267911110466,49.89711973902252,86.88542220842066,398.4387975669007,398.3355122327673,271.8194442108984,525.6322460816117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01714285714285714,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,26,0.0,981.9017201578934,978.82440625,720.18,1259.3895,0.5111726902868389,0.5112873904971039,0.421036061350236,0.6131076110215959,69.88025080899182,69.63674530517491,51.12599936895861,89.73333448504356,411.9452202250948,409.017096560231,271.6600990604542,563.3594407531367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016428571428571428,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,27,0.0,983.4648656318925,953.236875,726.47,1252.5647495311916,0.5097359167888669,0.5044799929293073,0.41607518041731756,0.6007682807196096,69.9926224438836,67.82202363513893,51.58998253079722,89.26898588208884,418.38118755999886,420.4865566873975,286.0091310558586,558.811315992276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,28,0.0,1010.7212497012555,1001.6182263998818,763.9754757613466,1299.9855000000002,0.5063923219178887,0.5059267455671103,0.41048538933533374,0.598395895754158,71.94117881770217,71.29314366858172,54.26934589595248,92.66893257907572,438.4434417082057,441.525744579767,306.4209920974517,591.8500726986115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007857142857142856,0.0,0.0,0.007142857142857142,0.0,0.0,0.0,0.0
0,audit_probability=0.0,100,29,0.0,1014.2034567578132,993.50440625,710.29,1325.8827109623037,0.5037854359460192,0.5030690735953083,0.40550773892776365,0.5992494311821008,72.1912113361565,70.72281028794289,50.417738219637194,94.50907117965575,446.0220969619824,447.32911521549113,293.13848342327486,591.4540422195408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013571428571428571,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0
1,audit_probability=0.025,100,0,0.025,89.279,89.55,75.32000000000001,103.37,0.256885436160713,0.25695893570913436,0.1919941662132402,0.3413895886156972,6.248628710491072,6.265368740023943,5.247140932008733,7.240355060506922,9.2103,9.0,7.590600000000002,11.236,1.49,1.0,0.0,3.0,0.22,0.0,0.0,1.0,0.05714285714285714,0.07142857142857142,0.0,0.14285714285714285,0.745,0.5,0.0,1.5
1,audit_probability=0.025,100,1,0.025,124.61,120.7,92.78000000000002,162.74,0.4581094504267793,0.45277012495472013,0.3849319652989817,0.5280929715406346,8.671659560500895,8.403010664181565,6.385614581946478,11.427546688708208,15.13041264,14.822824,9.9463208,20.9486864,1.67,2.0,0.0,3.0,0.22,0.0,0.0,1.0,0.03857142857142857,0.0,0.0,0.14285714285714285,0.835,1.0,0.0,1.5
1,audit_probability=0.025,100,2,0.025,173.465,169.95000000000002,129.36,229.1,0.5099169040527843,0.5133632163274846,0.4249342769389938,0.5891713920464251,12.135398690830751,11.892128272161452,8.956320743627536,16.149147215489428,25.083493821565167,24.939220434999996,15.076281599999998,35.846199999999996,1.9,2.0,0.0,3.0,0.25,0.0,0.0,1.0,0.025714285714285714,0.0,0.0,0.07142857142857142,0.95,1.0,0.0,1.5
1,audit_probability=0.025,100,3,0.025,218.916,215.35,159.29,286.05999999999995,0.5209494193726611,0.5207332507769309,0.44979822218980897,0.5889754040799774,15.376382433170813,15.11775105557447,11.061530251121066,20.23108562825468,35.3358671259351,33.738892,22.905558872049998,49.685069391999996,1.62,1.0,0.0,3.0,0.26,0.0,0.0,1.0,0.034999999999999996,0.0,0.0,0.07142857142857142,0.81,0.5,0.0,1.5
1,audit_probability=0.025,100,4,0.025,272.637236125,264.6,203.83,348.62,0.513362188875539,0.5132805831333541,0.43608367249976365,0.5972923312216192,19.217407200205088,18.62379703289918,14.263193181843258,24.67627793024748,48.778717622805225,46.309320220000004,32.19182476750001,67.76319757226486,1.76,1.0,0.0,4.0,0.21,0.0,0.0,1.0,0.03071428571428571,0.0,0.0,0.07142857142857142,0.88,0.5,0.0,2.0
1,audit_probability=0.025,100,5,0.025,315.448596375,308.45,224.5,397.08976,0.5146220072709228,0.5141566389221905,0.43221011024738104,0.5908057810498751,22.274731594578824,21.791395300578806,15.736279404291786,28.15128695442208,61.764112215994416,57.72594039928428,40.1353794308996,85.84769943743002,1.77,2.0,0.0,3.0,0.24,0.0,0.0,1.0,0.02357142857142857,0.0,0.0,0.07142857142857142,0.885,1.0,0.0,1.5
1,audit_probability=0.025,100,6,0.025,358.5278022390625,356.35,263.38,455.41,0.5128564539664195,0.513129833283569,0.431831451157538,0.597321199736041,25.352700504378397,25.22993601274851,18.482168016912304,32.261478080296385,75.99440866514767,73.92728738065172,47.56474607397333,101.91065762668379,1.84,2.0,0.0,4.0,0.24,0.0,0.0,1.0,0.026428571428571426,0.0,0.0,0.07142857142857142,0.92,1.0,0.0,2.0
1,audit_probability=0.025,100,7,0.025,402.75419625,399.55,289.51,520.43,0.51569343101381,0.517963957257372,0.43678576976449873,0.6065481833307537,28.510310159493095,28.287111562933262,20.361427408876196,36.94307842952621,92.17984524973838,87.60959815000004,58.72606487177875,127.0704195998562,1.63,1.0,0.0,3.0,0.24,0.0,0.0,1.0,0.02214285714285714,0.0,0.0,0.07142857142857142,0.815,0.5,0.0,1.5
1,audit_probability=0.025,100,8,0.025,444.224989199375,438.29999999999995,321.16,572.79,0.520919671099466,0.5221035217063811,0.43600675547840945,0.61350455022156,31.469896535834195,31.040294056592536,22.683040314279946,40.632128833440646,108.60877219683334,100.73572025173142,69.69886330606052,153.76261442276328,1.73,2.0,0.0,3.0,0.35,0.0,0.0,1.0,0.02142857142857143,0.0,0.0,0.07142857142857142,0.865,1.0,0.0,1.5
1,audit_probability=0.025,100,9,0.025,488.685,484.4,345.31,620.0,0.5218414283227135,0.5249026664738929,0.4372534045943276,0.6169743960441734,34.64515071441007,34.35468493102445,24.438614246590447,44.07285337261048,127.12215207437934,120.56596722544475,81.02230442466876,174.6081308601546,1.77,2.0,0.0,3.1,0.26,0.0,0.0,1.0,0.01714285714285714,0.0,0.0,0.07142857142857142,0.885,1.0,0.0,1.55
1,audit_probability=0.025,100,10,0.025,530.6143002396333,525.3150119816621,387.51,671.59,0.5208100532276451,0.5226108498521271,0.43441457298723996,0.6078585026286035,37.64061641907426,37.267101358309446,27.45176715625345,47.71391803028931,145.78557095367958,145.3119183620397,90.52889795796638,206.84887681622976,1.54,1.0,0.0,3.0,0.23,0.0,0.0,1.0,0.013571428571428571,0.0,0.0,0.07142857142857142,0.77,0.5,0.0,1.5
1,audit_probability=0.025,100,11,0.025,570.8790512760346,572.3499999999999,404.92,744.03,0.52399717705128,0.5205076250149463,0.4364318385799347,0.6172297830162866,40.51507650261969,40.625160302151045,28.65725324070559,52.898417748290065,163.55287686309623,159.76414976122118,100.19799972627861,229.77791141796231,1.88,2.0,0.0,4.0,0.21,0.0,0.0,1.0,0.01714285714285714,0.0,0.0,0.07142857142857142,0.94,1.0,0.0,2.0
1,audit_probability=0.025,100,12,0.025,610.331160344682,617.0999999999999,439.29,769.6,0.5293715284143251,0.5303067023294965,0.4446538222538002,0.6200241090307671,43.33039711755584,43.83425181366036,31.10845283907457,54.7077117983368,182.37938549589398,182.44764642858445,114.3341975900537,247.15078059128217,2.04,2.0,0.0,4.0,0.32,0.0,0.0,1.0,0.020714285714285713,0.0,0.0,0.07142857142857142,1.02,1.0,0.0,2.0
1,audit_probability=0.025,100,13,0.025,645.6503828998309,641.05,463.22,806.53,0.5294528651629238,0.5265656154692667,0.45662856590537954,0.6190405135283956,45.853158060263596,45.51726997240783,32.773500862604784,57.369931912988115,201.25064978538418,203.51856116192914,128.28486803275933,278.6187092813463,1.86,2.0,0.0,3.0,0.36,0.0,0.0,1.0,0.012857142857142857,0.0,0.0,0.07142857142857142,0.93,1.0,0.0,1.5
1,audit_probability=0.025,100,14,0.025,683.9649543986358,695.4,489.88,862.0191,0.5315915529475437,0.52939873216529,0.45146186641914726,0.6164610623557543,48.58884382342878,49.40395116345549,34.676519214068605,61.350708698655154,222.5296020201548,222.11472549008704,140.7875889863825,303.32125592133684,1.58,1.0,0.0,3.0,0.22,0.0,0.0,1.0,0.024285714285714285,0.0,0.0,0.07142857142857142,0.79,0.5,0.0,1.5
1,audit_probability=0.025,100,15,0.025,722.8700963544923,720.5,514.46,929.9751192548763,0.5322993568462281,0.5292698523427508,0.4564332308627465,0.6198958270790501,51.36742863261205,51.19664596081135,36.46761689623038,66.18882760938165,242.13349550108967,238.11107262934942,158.26901283433756,346.25762007184215,1.65,2.0,0.0,3.0,0.28,0.0,0.0,1.0,0.02142857142857143,0.0,0.0,0.07142857142857142,0.825,1.0,0.0,1.5
1,audit_probability=0.025,100,16,0.025,757.7320727135686,770.5,550.0400000000001,934.19,0.535869557967928,0.5357445207720335,0.45389963967895924,0.6336133594699451,53.855784700556654,54.78447461021331,39.02957043107815,66.50053781020902,261.2883976733149,261.0237377193564,166.88910337831388,337.7836568245535,1.69,2.0,0.0,3.0,0.23,0.0,0.0,1.0,0.014285714285714285,0.0,0.0,0.07142857142857142,0.845,1.0,0.0,1.5
1,audit_probability=0.025,100,17,0.025,798.0814644499026,794.55,574.74,1035.989,0.5315825827067477,0.5368986596451998,0.44381448579727073,0.6189388578531194,56.74002759792538,56.4856206611155,40.78371255024923,73.7467349260914,284.63403849486997,280.04732107646413,183.38819733463714,382.28739653690866,1.91,2.0,0.0,3.0,0.27,0.0,0.0,1.0,0.017857142857142856,0.0,0.0,0.07142857142857142,0.955,1.0,0.0,1.5
1,audit_probability=0.025,100,18,0.025,823.7217085165796,835.55,586.651875,1036.6275,0.5346840920008478,0.5356884029680424,0.4530536223200022,0.6232524657162568,58.56992284804098,59.40348404382296,41.56116807094954,73.80986435267175,303.0314277934901,303.0748115631643,198.33936128275735,420.39452355199086,1.88,2.0,0.0,4.0,0.23,0.0,0.0,1.0,0.01714285714285714,0.0,0.0,0.07142857142857142,0.94,1.0,0.0,2.0
1,audit_probability=0.025,100,19,0.025,843.5913362999538,846.7,618.91,1077.2836562500001,0.5326432080613992,0.5359683167901352,0.4504106080495564,0.6195907874987518,59.99020241739457,60.21720009384524,43.95261182109899,76.71147795757071,316.5159228751063,315.12077178998504,199.56047990797862,418.0099450743743,1.89,2.0,0.0,4.0,0.24,0.0,0.0,1.0,0.015714285714285712,0.0,0.0,0.07142857142857142,0.945,1.0,0.0,2.0
1,audit_probability=0.025,100,20,0.025,875.339524829169,855.3,632.5524999999999,1107.1987386791857,0.5253397541210862,0.5287476852144558,0.4426434162173182,0.6184821229891933,62.261581896451524,60.80698595438924,44.852470349795304,78.8265072203175,335.54987709677397,328.7046852832177,219.52850160007424,458.9597801408452,1.64,1.0,0.0,3.0,0.25,0.0,0.0,1.0,0.014285714285714285,0.0,0.0,0.07142857142857142,0.82,0.5,0.0,1.5
1,audit_probability=0.025,100,21,0.025,894.0958704223227,900.4658442808284,657.13,1125.6775000000002,0.5240098265048538,0.518254241584992,0.43751508754493246,0.6079638697229188,63.601985831199194,64.05042478778856,46.63311978424217,80.18867278223604,349.9870132592678,345.03464412998954,228.9374843752796,461.26077944092526,1.67,2.0,0.0,3.0,0.34,0.0,0.0,1.0,0.014285714285714285,0.0,0.0,0.07142857142857142,0.835,1.0,0.0,1.5
1,audit_probability=0.025,100,22,0.025,909.4291638786369,900.3,682.65,1170.7740000000001,0.5219092227090153,0.5242954488612978,0.44229925629557854,0.6111094230690891,64.6982713799767,64.03381843998478,48.49559158353401,83.40157315499378,365.55916400854863,362.0750416240293,241.8309135390038,498.1851486059444,1.77,2.0,0.0,3.0,0.31,0.0,0.0,1.0,0.013571428571428571,0.0,0.0,0.07142857142857142,0.885,1.0,0.0,1.5
1,audit_probability=0.025,100,23,0.025,933.5274710221588,924.5,695.38,1173.570925,0.5204066034092684,0.5266251730177102,0.4297861904544814,0.6107510841345359,66.42033034273528,65.76891110799997,49.385592706455355,83.5737513906744,385.60366098138974,378.07378965974874,260.56887337273713,505.14119080169917,1.74,2.0,0.0,3.0,0.22,0.0,0.0,1.0,0.013571428571428571,0.0,0.0,0.07142857142857142,0.87,1.0,0.0,1.5
1,audit_probability=0.025,100,24,0.025,929.2929312987283,916.5,691.88,1220.322,0.5176373398816819,0.5172951009074395,0.4271487466464102,0.6046884642486596,66.11924785139689,65.20421699213904,49.12100022795769,86.93513115374579,385.15344397777596,367.92956006492034,267.2287467958006,541.5394680506768,1.75,2.0,0.0,4.0,0.24,0.0,0.0,1.0,0.01,0.0,0.0,0.07142857142857142,0.875,1.0,0.0,2.0
1,audit_probability=0.025,100,25,0.025,961.4430706100832,932.25,702.7,1255.01416875,0.5153867976361896,0.5196363491918132,0.42184806099987376,0.5988117490209467,68.41681164475928,66.34143905829566,49.884381839443115,89.43097120852138,405.82552291967545,402.74525922446577,270.7587354898891,547.7891439441562,1.61,2.0,0.0,3.0,0.22,0.0,0.0,1.0,0.015,0.0,0.0,0.07142857142857142,0.805,1.0,0.0,1.5
1,audit_probability=0.025,100,26,0.025,969.4529862828933,966.17175,708.04,1234.646,0.513670575169723,0.5129513652734841,0.42443387020604506,0.611964503127748,68.98980658976465,68.73152458975171,50.25612293948048,87.98161683254598,416.21239811709154,420.3381154161657,285.0142666337628,564.6719626487313,1.6,2.0,0.0,3.0,0.23,0.0,0.0,1.0,0.017857142857142856,0.0,0.0,0.07142857142857142,0.8,1.0,0.0,1.5
1,audit_probability=0.025,100,27,0.025,976.3163398818925,952.736875,731.03,1257.05,0.5116720864009165,0.5147705004011179,0.4175139615834284,0.6007682807196096,69.48104537693472,67.78627477745609,51.91384958795106,89.56664090488957,425.87079314162213,417.78879831017343,297.37935686833833,580.9350437078009,2.08,2.0,1.0,4.0,0.26,0.0,0.0,1.0,0.017857142857142856,0.0,0.0,0.07142857142857142,1.04,1.0,0.5,2.0
1,audit_probability=0.025,100,28,0.025,1000.9578243803959,992.0975,755.73,1288.479375,0.5071777755189816,0.5130849648066251,0.41249458446624343,0.6007099659456907,71.24339856798308,70.59916761527938,53.71207388849605,91.83755657117862,445.9007356823553,438.1659331729612,325.44605216752484,609.272905420688,1.86,2.0,0.0,4.0,0.21,0.0,0.0,1.0,0.009285714285714286,0.0,0.0,0.07142857142857142,0.93,1.0,0.0,2.0
1,audit_probability=0.025,100,29,0.025,1009.8613234393644,994.361375,745.18,1313.1415039958115,0.5064752001158235,0.5108564267177851,0.41985883360227333,0.6016622654314768,71.8797140741824,70.78648534122618,52.930120728236645,93.58787061978578,455.281057029915,449.99048830638174,306.126672100864,605.2812984950834,1.9,2.0,0.0,3.0,0.19,0.0,0.0,1.0,0.013571428571428571,0.0,0.0,0.07142857142857142,0.95,1.0,0.0,1.5
2,audit_probability=0.05,100,0,0.05,89.279,89.55,75.32000000000001,103.37,0.256885436160713,0.25695893570913436,0.1919941662132402,0.3413895886156972,6.248628710491072,6.265368740023943,5.247140932008733,7.240355060506922,9.2103,9.0,7.590600000000002,11.236,2.9,3.0,1.0,5.0,0.4,0.0,0.0,1.0,0.05714285714285714,0.07142857142857142,0.0,0.14285714285714285,1.45,1.5,0.5,2.5
2,audit_probability=0.05,100,1,0.05,124.61,120.7,92.78000000000002,162.74,0.4581094504267793,0.45277012495472013,0.3849319652989817,0.5280929715406346,8.671659560500895,8.403010664181565,6.385614581946478,11.427546688708208,15.13041264,14.822824,9.9463208,20.9486864,3.42,3.0,1.0,5.1,0.42,0.0,0.0,1.0,0.03857142857142857,0.0,0.0,0.14285714285714285,1.71,1.5,0.5,2.55
