cell_index,cell_label,n_seeds,epoch,override_build.wood_cost,override_build.stone_cost,override_build.income_per_house_per_step,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,10,3,3,0.25,86.01296875,85.80000000000001,61.61,112.87,0.40952634064165194,0.41012361314903084,0.34384873566926916,0.5038007827594906,5.9390203118220315,5.92889301269526,4.177226524184402,7.890218489308223,3.9497441144893344,4.301079727872851,0.469461408,7.27196010902104,13.2,13.0,12.0,14.0,0.35,0.0,0.0,1.1,0.11428571428571428,0.10714285714285714,0.0,0.21428571428571427,6.6,6.5,6.0,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,11,3,3,0.25,92.7355,91.17500000000001,66.22500000000001,117.846,0.4230761567777103,0.4402037779994941,0.33287104287717884,0.49524210938542473,6.412426207325431,6.291225823953196,4.49228457097104,8.204029865701221,4.606086423241901,4.626883657872684,0.7216774727187503,9.001313769530318,13.1,13.0,12.0,14.0,0.9,1.0,0.0,2.0,0.11071428571428571,0.07142857142857142,0.07142857142857142,0.15,6.55,6.5,6.0,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,12,3,3,0.25,94.39359375000001,86.525,69.9621875,121.375,0.4402488053729895,0.435083151206684,0.3691461771949845,0.5280500031620234,6.522275150884934,5.950749330505756,4.737904716774862,8.481410194137167,5.086170307827942,6.055210916142753,1.1007673264107152,9.524186593187435,13.0,13.0,11.9,14.0,0.6,0.0,0.0,2.0,0.11071428571428571,0.10714285714285714,0.06428571428571428,0.21428571428571427,6.5,6.5,5.95,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,13,3,3,0.25,97.90265625,97.67500000000001,70.0645,131.325,0.4300608379058027,0.44058397907241736,0.3522155300221044,0.4921062072844186,6.778016456047099,6.751263765624465,4.77705950443363,9.208777850054549,5.821369165949114,6.61172446234794,1.2672554085079057,9.55741232286316,13.3,13.0,12.9,14.0,0.2,0.0,0.0,1.0,0.10714285714285714,0.07142857142857142,0.0,0.21428571428571427,6.65,6.5,6.45,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,14,3,3,0.25,107.2825,108.5,80.785,136.825,0.4392872028822443,0.45447934642202054,0.3619209769310018,0.499794074616628,7.443392112844592,7.487875332460153,5.532993866883303,9.570908924824849,6.802927566926611,7.760990605100905,1.234891593226377,10.581135583893829,13.15,13.0,12.0,14.0,1.05,1.0,0.0,2.0,0.08571428571428572,0.07142857142857142,0.0,0.21428571428571427,6.575,6.5,6.0,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,15,3,3,0.25,105.39463125,94.6138125,76.495,146.25,0.45237603518761826,0.46436333870333996,0.3590359091388214,0.49825607293616825,7.301999928834762,6.499664595390093,5.207102434277909,10.237266092003813,7.3125792910936624,7.4334138103127225,1.1916543911073751,12.71104929262366,13.5,14.0,13.0,14.0,0.65,0.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.15,6.75,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,16,3,3,0.25,106.99249999999999,110.19999999999999,75.395,137.6,0.4630129007834452,0.47566170601121316,0.3707790630703146,0.5369458975533721,7.410814978179706,7.649547802344863,5.126150005456728,9.642028823999292,7.814258664188625,8.720306087535395,1.4405257291178148,12.464652290566628,13.45,14.0,12.9,14.0,0.25,0.0,0.0,1.0,0.10714285714285714,0.07142857142857142,0.06428571428571428,0.21428571428571427,6.725,7.0,6.45,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,17,3,3,0.25,113.905,111.825,81.88,144.86,0.44620824622879973,0.4377736391048749,0.3859475206817761,0.5163441935916169,7.912967305457029,7.718655733533857,5.598716528012478,10.14124363967144,8.516057771496863,8.867098018113658,1.3408132374546184,14.507318268303475,13.5,14.0,12.9,14.0,1.05,1.0,0.0,2.0,0.08571428571428572,0.07142857142857142,0.0,0.14285714285714285,6.75,7.0,6.45,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,18,3,3,0.25,116.0775,109.675,91.925,147.975,0.4612365360541421,0.4542697615732508,0.3822396358100342,0.5483889733776344,8.06063173197293,7.627634616170829,6.30683428347317,10.385983521596815,9.180265866334073,10.568619809559788,3.504922845139299,14.271799881256063,13.55,14.0,13.0,14.0,0.65,0.0,0.0,2.0,0.10357142857142856,0.07142857142857142,0.07142857142857142,0.15,6.775,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,19,3,3,0.25,119.8575,122.80000000000001,77.17999999999999,153.66000000000003,0.4583757015334011,0.4585340894818196,0.37594767280209096,0.5133162061145036,8.3320621492333,8.529137305438375,5.227827354199356,10.766825365940925,10.395577936285639,12.665736854896668,2.0291982101032233,16.807844640681175,13.55,14.0,13.0,14.0,0.15,0.0,0.0,1.0,0.12857142857142856,0.10714285714285714,0.06428571428571428,0.21428571428571427,6.775,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,20,3,3,0.25,128.73,129.05,95.265,157.95,0.4448546427691503,0.4396061520006456,0.3878475093145511,0.523405228115231,8.972572678615425,8.954996606064132,6.574338261243725,11.088219102485581,11.228364177642948,12.501281464976383,2.388633593517056,17.06970001928736,13.7,14.0,13.0,14.0,1.05,1.0,0.0,2.0,0.11785714285714285,0.10714285714285714,0.0,0.21428571428571427,6.85,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,21,3,3,0.25,130.3325,127.0,93.83,168.405,0.45451608061947096,0.4494673547368264,0.38720888427633027,0.515643578113091,9.08220624540455,8.826747396688637,6.423450987820249,11.845438552537324,12.110723845423502,12.923641544706328,2.890447744196685,19.235626912866838,13.7,14.0,13.0,14.0,0.7,0.5,0.0,2.0,0.10714285714285714,0.07142857142857142,0.0,0.22142857142857142,6.85,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,22,3,3,0.25,130.5725,133.8,101.105,163.84,0.4525185537895289,0.4366158164478722,0.3886696186379705,0.5263996093352323,9.100347865962378,9.32288049168188,6.969481444394923,11.494778276039076,12.675529353209209,13.954390056135118,2.8940233989238946,19.745855363479333,13.7,14.0,13.0,14.0,0.15,0.0,0.0,1.0,0.12142857142857143,0.14285714285714285,0.06428571428571428,0.21428571428571427,6.85,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,23,3,3,0.25,138.8375,144.35000000000002,95.455,167.81,0.4505190578381776,0.4467243565394702,0.39410207747393033,0.5155701127960345,9.691704756795197,10.092338194413763,6.561921439749845,11.764338967789925,14.166429088004318,15.774551602215855,3.2525415521288585,22.160269611151794,13.75,14.0,13.0,14.0,1.05,1.0,0.0,2.0,0.1392857142857143,0.14285714285714285,0.07142857142857142,0.2857142857142857,6.875,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,24,3,3,0.25,140.176875,140.81875000000002,98.535,173.63,0.4618307413346502,0.4728148603106767,0.39611227701685464,0.5183127463909925,9.781718557904103,9.831959972409818,6.758161854400985,12.18055460205756,14.633414829883652,15.611937019507629,4.506108784170121,22.506830216557574,13.7,14.0,13.0,14.0,0.7,0.5,0.0,2.0,0.13214285714285715,0.14285714285714285,0.07142857142857142,0.21428571428571427,6.85,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,25,3,3,0.25,142.185,146.275,101.575,185.37,0.46359050309645455,0.4527636054421769,0.40753618268376274,0.5337879525367905,9.924276177023202,10.198231515231896,7.031842922211495,13.029799581062898,16.08851870273802,17.970463817299038,4.239717883917402,23.329077184570156,13.95,14.0,14.0,14.0,0.25,0.0,0.0,1.0,0.1392857142857143,0.14285714285714285,0.06428571428571428,0.22142857142857142,6.975,7.0,7.0,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,26,3,3,0.25,146.0625,146.3,118.35,177.42,0.4604308708976878,0.46855611840547834,0.3736482809339953,0.5196350337652442,10.202820278836871,10.22724341023498,8.193392555396231,12.470743289570928,16.596356343631236,17.638656980541274,5.867758685628753,25.108229715175217,13.8,14.0,13.0,14.0,1.05,1.0,0.0,2.0,0.11785714285714285,0.07142857142857142,0.06428571428571428,0.22142857142857142,6.9,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,27,3,3,0.25,153.090125,157.325,106.655,193.785,0.461704348123338,0.46412614841082983,0.39378154842755725,0.5365391585773337,10.704156754509759,10.998109571776055,7.38121015378103,13.626707749586794,18.717329992605727,20.284513933477495,5.36334967762433,27.63769714189476,13.85,14.0,13.0,14.0,0.7,0.5,0.0,2.0,0.11428571428571428,0.10714285714285714,0.0,0.21428571428571427,6.925,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,28,3,3,0.25,150.16097269212466,150.5,124.03499999999998,192.235,0.46055994519442667,0.4636643253182481,0.39381032527965326,0.5152899245412061,10.495503791125977,10.49631976435186,8.591667085747554,13.521799884764153,18.926053822912774,21.401274787730983,5.178805930590206,26.8338336787314,13.8,14.0,13.0,14.0,0.2,0.0,0.0,1.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.9,7.0,6.5,7.0
0,wood_cost=3_stone_cost=3_income_per_house_per_step=0.25,20,29,3,3,0.25,154.9275,159.575,119.59,188.835,0.45523782103503874,0.4581966726362075,0.38002183539606676,0.5297502777577617,10.83863108948248,11.173349566860258,8.30331329906283,13.274723894780612,19.585131942273858,21.57597057591496,5.709554755730601,27.839342431904498,13.95,14.0,14.0,14.0,1.1,1.0,0.0,2.0,0.08571428571428572,0.07142857142857142,0.0,0.15,6.975,7.0,7.0,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,0,3,3,0.5,84.32000000000001,83.2,74.05,93.24,0.23925068081778222,0.23400482337920273,0.18621069222796163,0.3186277923841695,5.903231802448252,5.826629119751942,5.1674839209774905,6.556657646461691,8.3277,8.24,7.2226,9.295,9.95,10.0,8.0,11.0,1.45,1.5,1.0,2.0,0.09642857142857142,0.07142857142857142,0.0,0.15,4.975,5.0,4.0,5.5
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,1,3,3,0.5,72.74,72.95,59.95,83.88,0.38268923421268775,0.37990211758684655,0.30021118958592996,0.48796396468033665,5.004369668607942,4.9944399877451975,4.070168279586031,5.811300913146706,6.5127644,6.5598399999999994,5.107444,7.7257808,10.8,11.0,9.0,13.0,1.55,2.0,1.0,2.0,0.10714285714285714,0.07142857142857142,0.0,0.2857142857142857,5.4,5.5,4.5,6.5
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,2,3,3,0.5,78.705,79.4,59.23,98.88,0.4430094879047106,0.4522400321189096,0.3720831760560456,0.5093905022950249,5.400280970333359,5.439453626356894,3.9756207661685052,6.853424222576197,6.7261972000000005,6.969776,4.4945072,8.7067136,11.75,12.0,10.0,13.0,1.75,2.0,1.0,2.0,0.10714285714285714,0.07142857142857142,0.0,0.21428571428571427,5.875,6.0,5.0,6.5
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,3,3,3,0.5,84.593,80.9,59.69,112.03,0.4720444674586947,0.4732148778669538,0.3917265078196381,0.5381845377808232,5.806334909127796,5.5664830522255615,4.011212618702333,7.798524077928332,6.9907963980000005,6.3821,4.3869168,10.490199200000001,11.35,11.0,9.9,13.1,0.65,1.0,0.0,1.1,0.11785714285714285,0.14285714285714285,0.0,0.21428571428571427,5.675,5.5,4.95,6.55
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,4,3,3,0.5,88.33,83.65,58.69,129.35,0.4836014247778714,0.476176091776984,0.4044049650892165,0.573443055387922,6.067485001896779,5.764608298620928,3.9432671045071728,9.038326297064257,6.959540342941177,5.896308000000001,3.6809600000000007,11.104392000000002,11.9,12.0,9.9,14.0,0.1,0.0,0.0,0.1,0.1607142857142857,0.14285714285714285,0.07142857142857142,0.29285714285714287,5.95,6.0,4.95,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,5,3,3,0.5,103.11075000000001,96.30000000000001,71.89,144.74499999999998,0.46677784906595227,0.4744429799056664,0.3949872152382282,0.5371027474893026,7.1316646468955955,6.64557781860621,4.91294536802819,10.13513109141753,7.903281429290953,6.718399649456522,4.62156,13.657222260995436,12.45,13.0,10.9,14.0,1.0,1.0,0.0,2.0,0.11428571428571428,0.10714285714285714,0.06428571428571428,0.21428571428571427,6.225,6.5,5.45,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,6,3,3,0.5,110.14775,103.35,81.01,154.1,0.46784464289815736,0.45874742721209993,0.39564195518896694,0.5673381828152113,7.63377410712235,7.1379904581253495,5.468822562053332,10.751084638917213,8.879217425140109,7.7057049855713435,4.636914506250001,15.344804928500002,12.5,13.0,10.0,14.0,0.7,1.0,0.0,2.0,0.11785714285714285,0.07142857142857142,0.06428571428571428,0.21428571428571427,6.25,6.5,5.0,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,7,3,3,0.5,114.75725,113.95,71.24,161.35999999999999,0.4782913625824784,0.4673406782658169,0.4160215952680481,0.5719643481776594,7.9578007472801895,7.91012126179067,4.79965224637341,11.314400577626387,10.044767703641172,9.074944038815826,4.4490930485267,17.92946967135,12.55,13.0,10.9,14.0,0.3,0.0,0.0,1.0,0.11071428571428571,0.14285714285714285,0.0,0.21428571428571427,6.275,6.5,5.45,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,8,3,3,0.5,125.19,128.0,91.94,169.37,0.4627454726949337,0.45554860309197714,0.40843050566454836,0.5245597367290226,8.71077012079539,8.884737667417664,6.354422807362715,11.896816059981175,11.052163059716817,9.883987696046876,6.303337874825952,19.180827422639652,12.85,13.0,10.9,14.0,0.9,1.0,0.0,2.0,0.09999999999999999,0.10714285714285714,0.0,0.14285714285714285,6.425,6.5,5.45,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,9,3,3,0.5,137.06,130.1,100.1,193.43000000000004,0.471173634246741,0.46289751441230303,0.3995322305740008,0.542358396779704,9.55441318287663,9.043549370628234,6.900756393540239,13.607551033269262,13.407644071186835,12.851693622096665,5.955450436467588,21.009657307309627,12.95,13.0,11.9,14.0,0.65,0.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.1571428571428571,6.475,6.5,5.95,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,10,3,3,0.5,139.3,142.2,96.03,183.32,0.4762462458642466,0.48368843949659257,0.40054245811275074,0.5808138602595375,9.711876877067876,9.91478113193224,6.608729375282405,12.881811736740076,14.37835442940318,13.472284326221512,7.526172131338629,22.26096178221026,13.25,13.0,12.0,14.0,0.5,0.0,0.0,2.0,0.09642857142857142,0.07142857142857142,0.0,0.21428571428571427,6.625,6.5,6.0,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,11,3,3,0.5,149.75625,148.05,97.4,212.84,0.48388093769494184,0.4885106629395262,0.40070432576136533,0.5481195386063933,10.45493453115253,10.306622845419625,6.697433405464538,14.977281557384483,16.654850066070864,14.762911640941603,7.206227839609405,29.707556550834266,13.3,14.0,12.0,14.0,0.85,1.0,0.0,2.0,0.11071428571428571,0.10714285714285714,0.0,0.21428571428571427,6.65,7.0,6.0,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,12,3,3,0.5,153.283,146.65,103.62,201.65999999999997,0.5001613956801396,0.49871976069102963,0.43580406591244064,0.5751803886111406,10.698705016445643,10.209268629790884,7.13736051989795,14.193938712112997,18.13960393438653,17.772080078003093,8.87643329099348,28.95196954783419,13.2,13.0,12.0,14.0,0.65,0.0,0.0,2.0,0.12142857142857143,0.14285714285714285,0.0,0.21428571428571427,6.6,6.5,6.0,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,13,3,3,0.5,159.81,162.8,109.61,216.67,0.4925323040101892,0.491370975007856,0.41380755420208176,0.5691767602460709,11.168733847994906,11.378647573375119,7.544633074442904,15.256636348865936,20.063688889230278,18.42655046702679,11.425678978077622,32.47353212955584,13.7,14.0,13.0,14.0,0.4,0.0,0.0,1.1,0.11071428571428571,0.07142857142857142,0.0,0.21428571428571427,6.85,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,14,3,3,0.5,171.785,176.5,118.47,229.38,0.4841601351646312,0.4924769158613262,0.42321221171395385,0.5392246551294619,12.028277075274827,12.337725735961268,8.21774727689362,16.172289572545434,22.777943242801285,22.52405312025278,11.846667878745265,37.15499822742859,13.4,14.0,12.9,14.0,0.95,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.14285714285714285,6.7,7.0,6.45,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,15,3,3,0.5,175.05892062499998,170.7,124.36,228.48,0.5120227436493799,0.53510922695684,0.44143381640308776,0.5610647308063897,12.248197244246738,11.911948012688642,8.605822427515886,16.09710829302519,24.81488634614913,23.969375872435702,14.155338163318802,39.943143198427826,13.7,14.0,13.0,14.0,0.65,0.0,0.0,2.0,0.10357142857142856,0.10714285714285714,0.0,0.15,6.85,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,16,3,3,0.5,179.585,181.2,123.53,231.34,0.5095058013323603,0.5269409438448404,0.4310589446593142,0.5771364316403252,12.572747099333819,12.673873644362434,8.530218437389374,16.317071131908456,26.995224830710995,26.42981694191619,14.36144327133966,39.62404002563139,13.6,14.0,12.9,14.0,0.3,0.0,0.0,1.0,0.09285714285714285,0.07142857142857142,0.0,0.14285714285714285,6.8,7.0,6.45,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,17,3,3,0.5,189.23999999999998,192.35,132.58,250.44,0.5029899070224195,0.5052475401728505,0.43716171436760476,0.5690902707046435,13.265647903631647,13.474924044978877,9.21703132019038,17.670509019270586,29.16969899553866,28.059900849324904,13.997797509904853,46.011737801497105,13.55,14.0,13.0,14.0,0.95,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.15,6.775,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,18,3,3,0.5,199.245,198.95,149.16,261.26,0.5082010949189061,0.5164883096572932,0.42697137749881975,0.565898668631611,13.97768516682626,13.941355082398486,10.409508262970828,18.445462456957838,32.53702049770483,31.973902974041128,14.568700610499182,50.71276686540867,13.65,14.0,13.0,14.0,0.75,0.5,0.0,2.0,0.10714285714285714,0.07142857142857142,0.0,0.21428571428571427,6.825,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,19,3,3,0.5,203.055,211.5,139.9,264.9,0.5094345665926782,0.5125032408607726,0.4340045769426861,0.583245823590726,14.249211288132232,14.83469883564711,9.715970751342548,18.703818272726256,35.62506853556338,35.46055959056814,17.143031739539172,52.917978738291765,13.6,14.0,13.0,14.0,0.2,0.0,0.0,1.0,0.125,0.14285714285714285,0.06428571428571428,0.21428571428571427,6.8,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,20,3,3,0.5,212.51,206.85,143.15,281.51,0.49948928253817804,0.5126216043248528,0.4218178828750095,0.5644780219780219,14.929541073016624,14.527745901716154,9.941709301166027,19.89694820141964,37.59560708977483,36.44851664534184,18.256237027105904,60.07936524816815,13.75,14.0,13.0,14.0,1.0,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.15,6.875,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,21,3,3,0.5,222.755,218.5,155.23000000000002,293.43,0.5027208084376824,0.5103052314916721,0.43255425170191414,0.5563506276854494,15.659711024352587,15.363543286099233,10.833945750779705,20.751825540525633,41.28387356179818,40.8599634068106,20.76161599431021,61.04905949520101,13.75,14.0,13.0,14.0,0.75,1.0,0.0,2.0,0.09285714285714285,0.07142857142857142,0.0,0.15,6.875,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,22,3,3,0.5,227.53,234.35,156.03,289.09999999999997,0.5076646126905708,0.5097769537475997,0.4304424930664431,0.5722582865675875,15.998310550797571,16.49264507324977,10.900400614751737,20.427223790908943,45.331952831526806,46.36323885044098,26.93636103596381,65.49105228602684,13.7,14.0,13.0,14.0,0.2,0.0,0.0,1.0,0.10714285714285714,0.10714285714285714,0.0,0.15,6.85,7.0,6.5,7.0
1,wood_cost=3_stone_cost=3_income_per_house_per_step=0.5,20,23,3,3,0.5,238.505,235.35000000000002,185.26,308.65,0.5031824355442926,0.5128645823493612,0.4254890429863487,0.5622631117739214,16.78448021079928,16.5861009394452,12.951354930187188,21.834428018618578,47.99084831428075,45.5709803901104,25.883848281433835,73.98080931652727,13.9,14.0,13.9,14.0,1.05,1.0,0.0,2.0,0.06785714285714285,0.07142857142857142,0.0,0.14285714285714285,6.95,7.0,6.95,7.0
