seed,beta,reluctance,K,r_i,volume_share,willing_clear_frac,residual_risk,sum_Dk2,clearing_spread_pct,dealer_pnl,spot_I,spot_S0
17,0.2,0.0,1,0.04000000000000001,1.0,1.0,1.6973713509900175,3.0534291847978787,1.9972164971860709,1.187280226479184,4.0259582960002955,3.538419614072001
18,0.2,0.0,1,0.04000000000000001,1.0,1.0,1.0464016142296295,1.1604619866548675,0.7138291312070055,0.46024998011922,3.465174418122088,3.6521677231378162
19,0.2,0.0,1,0.04000000000000001,1.0,1.0,0.7145841711498057,0.5411789561558625,0.3441267221491376,-0.4395771777908081,4.917316566972579,4.806221194134841
20,0.2,0.0,1,0.04000000000000001,0.7913801718960549,0.7913801718960549,2.883903401531973,8.814456431798726,7.3313649342240526,2.672404356277357,4.23237359180038,4.22516906276337
21,0.2,0.0,1,0.04000000000000001,0.7049969784454996,0.7049969784454996,3.2390170344618636,11.118868167525866,10.093921662840398,2.2943000760853285,3.642837709673359,4.491812942724861
22,0.2,0.0,1,0.04000000000000001,1.0,1.0,1.7337410377784799,3.1856831256496236,1.9744336879278834,1.2286425626162198,3.1354194735378487,3.3515685827840898
23,0.2,0.0,1,0.04000000000000001,1.0,1.0,0.43493197211530665,0.20048264578287966,0.12588329987987745,0.131375582018403,4.449372026124917,3.8502058525494443
24,0.2,0.0,1,0.04000000000000001,1.0,1.0,3.3281240845381794,11.739054986961689,7.390393765884319,11.202349617642856,3.8296099929682366,5.297252580829227
25,0.2,0.0,1,0.04000000000000001,0.9709098432839081,0.9709098432839081,3.032186811292799,9.744196330836038,6.028199546134679,2.6422630386815733,3.2961758675448705,2.911166428076318
26,0.2,0.0,1,0.04000000000000001,0.23202069194659927,0.23202069194659927,2.575853791817265,7.031962299152306,17.52218743732614,6.126641041734999,2.837044860895655,2.38623311246
27,0.2,0.0,1,0.04000000000000001,0.8893838211355448,0.8893838211355448,3.986755693388114,16.84509106491632,11.560090398538959,5.721646523605113,4.0259582960002955,3.141120855439002
28,0.2,0.0,1,0.04000000000000001,1.0,1.0,3.3225539125113595,11.69979332801476,6.510562487814171,-3.5179750300852373,3.465174418122088,6.2134011066931425
29,0.2,0.0,1,0.04000000000000001,0.06048562378580608,0.06048562378580608,1.1319950381832187,1.3580731511762054,15.28173203183543,-1.1493344789490862,4.917316566972579,5.3976588254283175
30,0.2,0.0,1,0.04000000000000001,0.9657301928150639,0.9657301928150639,3.6698357850545817,14.273398115188796,8.608367619880683,3.895941271212022,4.23237359180038,4.475797582529451
31,0.2,0.0,1,0.04000000000000001,1.0,1.0,3.1480891415095162,10.503357789306186,6.788298224666047,7.391054699049587,6.006024017647005,4.830955272688612
32,0.2,0.0,1,0.04000000000000001,1.0,1.0,1.5191221677616509,2.445791995678571,1.5475561042833155,0.6782918992805231,5.169432778589249,3.607951717171615
33,0.2,0.0,1,0.04000000000000001,0.20326451258039135,0.20326451258039135,1.9623733208803193,4.081289281603231,13.313760546789558,3.436294477367799,4.449372026124917,3.020174946559589
34,0.2,0.0,1,0.04000000000000001,1.0,1.0,1.5221307363236702,2.4554892004522393,1.5789629192289194,-0.01879163706119824,3.8296099929682366,2.892816414309568
